Train Metrics
Epoch 0, 25% 	 Loss : 7.1574e+04 	 Res : 5.4131e+02 	 Enc : 2.3004e+03 	 AEnc : 2.4754e+02 	 MSE : 4.2397e+02
Training Epoch 4 : 	 Train : 3.57837e+01 	 Res : 1.70774e-01 	 Enc : 1.80875e-01 	 AE : 1.62359e-02 	 MSE : 1.98836e+01
Validation Epoch 4 : 	 Train : 2.76145e+01 	 Res : 1.24524e-01 	 Enc : 1.29546e-01 	 AE : 1.23008e-02 	 MSE : 1.61053e+01
Training Epoch 4 finished, took current epoch 108.37s, cumulative time 543.04s
Current Learning rate : 0.001
MODEL SAVED
Epoch 5, 25% 	 Loss : 2.6269e+01 	 Res : 1.1930e-01 	 Enc : 1.1307e-01 	 AEnc : 1.1248e-02 	 MSE : 1.5931e+01
Epoch 5, 50% 	 Loss : 2.5385e+01 	 Res : 1.1077e-01 	 Enc : 1.0577e-01 	 AEnc : 1.0474e-02 	 MSE : 1.5899e+01
Epoch 5, 75% 	 Loss : 2.3519e+01 	 Res : 1.0166e-01 	 Enc : 9.3165e-02 	 AEnc : 9.3913e-03 	 MSE : 1.4846e+01
Training Epoch 5 : 	 Train : 2.45248e+01 	 Res : 1.07081e-01 	 Enc : 1.00400e-01 	 AE : 1.00151e-02 	 MSE : 1.53201e+01
Validation Epoch 5 : 	 Train : 2.15544e+01 	 Res : 8.95488e-02 	 Enc : 8.77860e-02 	 AE : 9.05362e-03 	 MSE : 1.25860e+01
Training Epoch 5 finished, took current epoch 108.98s, cumulative time 651.97s
Current Learning rate : 0.001
MODEL SAVED
Epoch 6, 25% 	 Loss : 2.0776e+01 	 Res : 8.6952e-02 	 Enc : 7.5511e-02 	 AEnc : 7.9645e-03 	 MSE : 1.3002e+01
Epoch 6, 50% 	 Loss : 1.9840e+01 	 Res : 8.0260e-02 	 Enc : 6.6253e-02 	 AEnc : 7.2064e-03 	 MSE : 1.2262e+01
Epoch 6, 75% 	 Loss : 1.8118e+01 	 Res : 7.1018e-02 	 Enc : 5.7118e-02 	 AEnc : 6.3240e-03 	 MSE : 1.0623e+01
Training Epoch 6 : 	 Train : 1.90671e+01 	 Res : 7.66545e-02 	 Enc : 6.21533e-02 	 AE : 6.75572e-03 	 MSE : 1.15360e+01
Validation Epoch 6 : 	 Train : 1.61998e+01 	 Res : 6.22856e-02 	 Enc : 4.37150e-02 	 AE : 4.32593e-03 	 MSE : 8.12702e+00
Training Epoch 6 finished, took current epoch 108.25s, cumulative time 760.16s
Current Learning rate : 0.001
MODEL SAVED
Epoch 7, 25% 	 Loss : 1.5596e+01 	 Res : 5.8523e-02 	 Enc : 4.0988e-02 	 AEnc : 4.5904e-03 	 MSE : 8.5077e+00
Epoch 7, 50% 	 Loss : 1.4460e+01 	 Res : 5.2455e-02 	 Enc : 3.4808e-02 	 AEnc : 3.8125e-03 	 MSE : 7.0299e+00
Epoch 7, 75% 	 Loss : 1.4072e+01 	 Res : 5.0235e-02 	 Enc : 3.1279e-02 	 AEnc : 3.1136e-03 	 MSE : 6.7963e+00
Training Epoch 7 : 	 Train : 1.44684e+01 	 Res : 5.32727e-02 	 Enc : 3.38967e-02 	 AE : 3.56421e-03 	 MSE : 7.37154e+00
Validation Epoch 7 : 	 Train : 1.30160e+01 	 Res : 4.99884e-02 	 Enc : 2.84440e-02 	 AE : 2.27480e-03 	 MSE : 7.02911e+00
Training Epoch 7 finished, took current epoch 108.71s, cumulative time 868.82s
Current Learning rate : 0.001
MODEL SAVED
Epoch 8, 25% 	 Loss : 1.2897e+01 	 Res : 4.6209e-02 	 Enc : 2.6138e-02 	 AEnc : 2.4285e-03 	 MSE : 6.4795e+00
Epoch 8, 50% 	 Loss : 1.2270e+01 	 Res : 4.2663e-02 	 Enc : 2.3789e-02 	 AEnc : 2.7058e-03 	 MSE : 5.7161e+00
Epoch 8, 75% 	 Loss : 1.2571e+01 	 Res : 4.1888e-02 	 Enc : 2.2706e-02 	 AEnc : 2.2786e-03 	 MSE : 5.8408e+00
Training Epoch 8 : 	 Train : 1.23854e+01 	 Res : 4.24433e-02 	 Enc : 2.34584e-02 	 AE : 2.34377e-03 	 MSE : 5.81089e+00
Validation Epoch 8 : 	 Train : 1.14867e+01 	 Res : 3.65547e-02 	 Enc : 1.98827e-02 	 AE : 1.20601e-03 	 MSE : 3.92502e+00
Training Epoch 8 finished, took current epoch 109.42s, cumulative time 978.21s
Current Learning rate : 0.001
MODEL SAVED
Epoch 9, 25% 	 Loss : 1.1303e+01 	 Res : 3.7040e-02 	 Enc : 1.9530e-02 	 AEnc : 1.8132e-03 	 MSE : 4.6828e+00
Epoch 9, 50% 	 Loss : 1.1375e+01 	 Res : 3.5614e-02 	 Enc : 1.8657e-02 	 AEnc : 1.5556e-03 	 MSE : 4.5891e+00
Epoch 9, 75% 	 Loss : 1.1259e+01 	 Res : 3.6974e-02 	 Enc : 1.7754e-02 	 AEnc : 1.4826e-03 	 MSE : 4.7863e+00
Training Epoch 9 : 	 Train : 1.12756e+01 	 Res : 3.65640e-02 	 Enc : 1.83583e-02 	 AE : 1.66103e-03 	 MSE : 4.74142e+00
Validation Epoch 9 : 	 Train : 1.06710e+01 	 Res : 3.41399e-02 	 Enc : 1.63401e-02 	 AE : 1.35631e-03 	 MSE : 3.57477e+00
Training Epoch 9 finished, took current epoch 108.23s, cumulative time 1086.39s
Current Learning rate : 0.001
MODEL SAVED
Epoch 10, 25% 	 Loss : 1.0523e+01 	 Res : 3.3865e-02 	 Enc : 1.6341e-02 	 AEnc : 1.4864e-03 	 MSE : 4.1904e+00
Epoch 10, 50% 	 Loss : 1.0782e+01 	 Res : 3.5084e-02 	 Enc : 1.6132e-02 	 AEnc : 1.3100e-03 	 MSE : 4.5503e+00
Epoch 10, 75% 	 Loss : 1.0891e+01 	 Res : 3.4131e-02 	 Enc : 1.5716e-02 	 AEnc : 1.2371e-03 	 MSE : 4.5106e+00
Training Epoch 10 : 	 Train : 1.07373e+01 	 Res : 3.40919e-02 	 Enc : 1.58391e-02 	 AE : 1.29820e-03 	 MSE : 4.43519e+00
Validation Epoch 10 : 	 Train : 1.03926e+01 	 Res : 3.25634e-02 	 Enc : 1.50527e-02 	 AE : 8.66075e-04 	 MSE : 5.75383e+00
Training Epoch 10 finished, took current epoch 107.86s, cumulative time 1194.21s
Current Learning rate : 0.001
MODEL SAVED
Epoch 11, 25% 	 Loss : 1.0440e+01 	 Res : 3.2778e-02 	 Enc : 1.4820e-02 	 AEnc : 1.3046e-03 	 MSE : 4.3769e+00
Epoch 11, 50% 	 Loss : 1.0524e+01 	 Res : 3.2647e-02 	 Enc : 1.4548e-02 	 AEnc : 1.1742e-03 	 MSE : 4.2521e+00
Epoch 11, 75% 	 Loss : 1.0381e+01 	 Res : 3.1937e-02 	 Enc : 1.4252e-02 	 AEnc : 1.3229e-03 	 MSE : 3.7815e+00
Training Epoch 11 : 	 Train : 1.03588e+01 	 Res : 3.19204e-02 	 Enc : 1.43152e-02 	 AE : 1.24095e-03 	 MSE : 4.08450e+00
Validation Epoch 11 : 	 Train : 9.97622e+00 	 Res : 3.08821e-02 	 Enc : 1.32684e-02 	 AE : 1.46758e-03 	 MSE : 4.43558e+00
Training Epoch 11 finished, took current epoch 107.59s, cumulative time 1301.76s
Current Learning rate : 0.001
MODEL SAVED
Epoch 12, 25% 	 Loss : 1.0256e+01 	 Res : 3.0868e-02 	 Enc : 1.3295e-02 	 AEnc : 1.2151e-03 	 MSE : 4.0231e+00
Epoch 12, 50% 	 Loss : 9.9706e+00 	 Res : 2.9846e-02 	 Enc : 1.3104e-02 	 AEnc : 1.0316e-03 	 MSE : 3.8216e+00
Epoch 12, 75% 	 Loss : 9.7439e+00 	 Res : 2.9626e-02 	 Enc : 1.2599e-02 	 AEnc : 9.9741e-04 	 MSE : 3.9506e+00
Training Epoch 12 : 	 Train : 1.00040e+01 	 Res : 2.97765e-02 	 Enc : 1.28980e-02 	 AE : 1.15127e-03 	 MSE : 3.85020e+00
Validation Epoch 12 : 	 Train : 9.53024e+00 	 Res : 2.53589e-02 	 Enc : 1.19565e-02 	 AE : 9.59740e-04 	 MSE : 2.77751e+00
Training Epoch 12 finished, took current epoch 106.71s, cumulative time 1408.42s
Current Learning rate : 0.001
MODEL SAVED
Epoch 13, 25% 	 Loss : 9.8726e+00 	 Res : 2.6874e-02 	 Enc : 1.2227e-02 	 AEnc : 1.2673e-03 	 MSE : 3.1107e+00
Epoch 13, 50% 	 Loss : 9.8570e+00 	 Res : 2.8963e-02 	 Enc : 1.1888e-02 	 AEnc : 1.0882e-03 	 MSE : 3.2947e+00
Epoch 13, 75% 	 Loss : 9.3808e+00 	 Res : 2.7975e-02 	 Enc : 1.1422e-02 	 AEnc : 9.5027e-04 	 MSE : 3.7073e+00
Training Epoch 13 : 	 Train : 9.66262e+00 	 Res : 2.75739e-02 	 Enc : 1.17390e-02 	 AE : 1.10562e-03 	 MSE : 3.27084e+00
Validation Epoch 13 : 	 Train : 9.26833e+00 	 Res : 2.42811e-02 	 Enc : 1.07624e-02 	 AE : 1.16847e-03 	 MSE : 2.79399e+00
Training Epoch 13 finished, took current epoch 108.74s, cumulative time 1517.00s
Current Learning rate : 0.001
MODEL SAVED
Epoch 14, 25% 	 Loss : 9.3415e+00 	 Res : 2.4516e-02 	 Enc : 1.0851e-02 	 AEnc : 1.1397e-03 	 MSE : 3.1748e+00
Epoch 14, 50% 	 Loss : 9.1210e+00 	 Res : 2.4623e-02 	 Enc : 1.0632e-02 	 AEnc : 9.8341e-04 	 MSE : 2.6793e+00
Epoch 14, 75% 	 Loss : 9.4311e+00 	 Res : 2.3680e-02 	 Enc : 1.0344e-02 	 AEnc : 1.4986e-03 	 MSE : 2.7029e+00
Training Epoch 14 : 	 Train : 9.27649e+00 	 Res : 2.39792e-02 	 Enc : 1.04986e-02 	 AE : 1.22802e-03 	 MSE : 2.79087e+00
Validation Epoch 14 : 	 Train : 9.19901e+00 	 Res : 2.71266e-02 	 Enc : 1.01231e-02 	 AE : 7.07862e-04 	 MSE : 3.40954e+00
Training Epoch 14 finished, took current epoch 107.58s, cumulative time 1624.53s
Current Learning rate : 0.001
Epoch 15, 25% 	 Loss : 9.1706e+00 	 Res : 2.3312e-02 	 Enc : 9.8912e-03 	 AEnc : 2.0312e-03 	 MSE : 2.6465e+00
Epoch 15, 50% 	 Loss : 9.3024e+00 	 Res : 2.7281e-02 	 Enc : 1.0166e-02 	 AEnc : 1.4260e-03 	 MSE : 3.0058e+00
Epoch 15, 75% 	 Loss : 9.1767e+00 	 Res : 2.4284e-02 	 Enc : 9.6014e-03 	 AEnc : 1.6193e-03 	 MSE : 2.8497e+00
Training Epoch 15 : 	 Train : 9.23674e+00 	 Res : 2.53278e-02 	 Enc : 9.85409e-03 	 AE : 1.58887e-03 	 MSE : 2.98953e+00
Validation Epoch 15 : 	 Train : 8.89151e+00 	 Res : 2.19282e-02 	 Enc : 9.28902e-03 	 AE : 8.18411e-04 	 MSE : 1.33144e+00
Training Epoch 15 finished, took current epoch 107.02s, cumulative time 1731.51s
Current Learning rate : 0.001
MODEL SAVED
Epoch 16, 25% 	 Loss : 8.8506e+00 	 Res : 2.3275e-02 	 Enc : 9.3607e-03 	 AEnc : 1.0277e-03 	 MSE : 2.7041e+00
Epoch 16, 50% 	 Loss : 8.8897e+00 	 Res : 2.2500e-02 	 Enc : 9.1561e-03 	 AEnc : 1.1384e-03 	 MSE : 2.5231e+00
Epoch 16, 75% 	 Loss : 8.7596e+00 	 Res : 2.1406e-02 	 Enc : 8.9187e-03 	 AEnc : 1.2593e-03 	 MSE : 2.3724e+00
Training Epoch 16 : 	 Train : 8.97717e+00 	 Res : 2.28317e-02 	 Enc : 9.15521e-03 	 AE : 1.26451e-03 	 MSE : 2.56323e+00
Validation Epoch 16 : 	 Train : 9.24312e+00 	 Res : 2.49530e-02 	 Enc : 8.63484e-03 	 AE : 7.24389e-03 	 MSE : 1.69127e+00
Training Epoch 16 finished, took current epoch 108.37s, cumulative time 1839.84s
Current Learning rate : 0.001
Epoch 17, 25% 	 Loss : 8.9383e+00 	 Res : 2.1155e-02 	 Enc : 8.7594e-03 	 AEnc : 1.9354e-03 	 MSE : 2.4142e+00
Epoch 17, 50% 	 Loss : 8.5385e+00 	 Res : 2.2446e-02 	 Enc : 8.6244e-03 	 AEnc : 1.5554e-03 	 MSE : 2.2164e+00
Epoch 17, 75% 	 Loss : 9.4104e+00 	 Res : 2.5668e-02 	 Enc : 8.8673e-03 	 AEnc : 1.1366e-03 	 MSE : 3.2419e+00
Training Epoch 17 : 	 Train : 8.86933e+00 	 Res : 2.26932e-02 	 Enc : 8.65159e-03 	 AE : 1.37468e-03 	 MSE : 2.53074e+00
Validation Epoch 17 : 	 Train : 8.44990e+00 	 Res : 1.85277e-02 	 Enc : 7.96525e-03 	 AE : 7.18979e-04 	 MSE : 2.41096e+00
Training Epoch 17 finished, took current epoch 108.32s, cumulative time 1948.11s
Current Learning rate : 0.001
MODEL SAVED
Epoch 18, 25% 	 Loss : 8.7391e+00 	 Res : 2.1248e-02 	 Enc : 8.2489e-03 	 AEnc : 1.0914e-03 	 MSE : 2.2371e+00
Epoch 18, 50% 	 Loss : 8.6718e+00 	 Res : 1.9713e-02 	 Enc : 8.0490e-03 	 AEnc : 8.3833e-04 	 MSE : 2.1453e+00
Epoch 18, 75% 	 Loss : 8.3581e+00 	 Res : 1.8653e-02 	 Enc : 7.8135e-03 	 AEnc : 8.5177e-04 	 MSE : 1.9341e+00
Training Epoch 18 : 	 Train : 8.56470e+00 	 Res : 1.94072e-02 	 Enc : 7.98980e-03 	 AE : 9.16590e-04 	 MSE : 2.02104e+00
Validation Epoch 18 : 	 Train : 8.41221e+00 	 Res : 1.85264e-02 	 Enc : 7.67831e-03 	 AE : 6.56518e-04 	 MSE : 2.51654e+00
Training Epoch 18 finished, took current epoch 108.23s, cumulative time 2056.30s
Current Learning rate : 0.001
MODEL SAVED
Epoch 19, 25% 	 Loss : 8.1941e+00 	 Res : 1.7480e-02 	 Enc : 7.6298e-03 	 AEnc : 9.7711e-04 	 MSE : 1.8662e+00
Epoch 19, 50% 	 Loss : 8.5603e+00 	 Res : 1.8926e-02 	 Enc : 7.5896e-03 	 AEnc : 1.1173e-03 	 MSE : 1.9528e+00
Epoch 19, 75% 	 Loss : 8.6694e+00 	 Res : 2.2105e-02 	 Enc : 7.7850e-03 	 AEnc : 9.4062e-04 	 MSE : 2.6889e+00
Training Epoch 19 : 	 Train : 8.53291e+00 	 Res : 2.00401e-02 	 Enc : 7.67751e-03 	 AE : 9.58408e-04 	 MSE : 2.31924e+00
Validation Epoch 19 : 	 Train : 8.65131e+00 	 Res : 2.52769e-02 	 Enc : 7.49040e-03 	 AE : 9.39126e-04 	 MSE : 1.71039e+00
Training Epoch 19 finished, took current epoch 108.03s, cumulative time 2164.28s
Current Learning rate : 0.001
Epoch 20, 25% 	 Loss : 8.5988e+00 	 Res : 2.1687e-02 	 Enc : 7.5295e-03 	 AEnc : 7.8026e-04 	 MSE : 2.6458e+00
Epoch 20, 50% 	 Loss : 8.5518e+00 	 Res : 2.1345e-02 	 Enc : 7.5319e-03 	 AEnc : 7.3965e-04 	 MSE : 2.7187e+00
Epoch 20, 75% 	 Loss : 8.3733e+00 	 Res : 2.0004e-02 	 Enc : 7.3375e-03 	 AEnc : 7.2214e-04 	 MSE : 2.2548e+00
Training Epoch 20 : 	 Train : 8.51048e+00 	 Res : 2.06430e-02 	 Enc : 7.43668e-03 	 AE : 7.65399e-04 	 MSE : 2.52152e+00
Validation Epoch 20 : 	 Train : 8.23529e+00 	 Res : 1.75251e-02 	 Enc : 7.07847e-03 	 AE : 1.08249e-03 	 MSE : 2.26828e+00
Training Epoch 20 finished, took current epoch 107.47s, cumulative time 2271.71s
Current Learning rate : 0.001
MODEL SAVED
Epoch 21, 25% 	 Loss : 8.4394e+00 	 Res : 1.7207e-02 	 Enc : 7.1713e-03 	 AEnc : 1.0526e-03 	 MSE : 1.6737e+00
Epoch 21, 50% 	 Loss : 8.5035e+00 	 Res : 2.0444e-02 	 Enc : 7.3613e-03 	 AEnc : 8.8583e-04 	 MSE : 2.3083e+00
Epoch 21, 75% 	 Loss : 8.1685e+00 	 Res : 1.7081e-02 	 Enc : 6.9545e-03 	 AEnc : 9.2523e-04 	 MSE : 1.7912e+00
Training Epoch 21 : 	 Train : 8.37270e+00 	 Res : 1.91290e-02 	 Enc : 7.11505e-03 	 AE : 9.39353e-04 	 MSE : 2.14971e+00
Validation Epoch 21 : 	 Train : 8.25478e+00 	 Res : 1.97659e-02 	 Enc : 6.72716e-03 	 AE : 4.87476e-04 	 MSE : 2.60124e+00
Training Epoch 21 finished, took current epoch 107.92s, cumulative time 2379.60s
Current Learning rate : 0.001
Epoch 22, 25% 	 Loss : 8.1638e+00 	 Res : 1.9175e-02 	 Enc : 6.8170e-03 	 AEnc : 7.8676e-04 	 MSE : 2.2212e+00
Epoch 22, 50% 	 Loss : 8.5463e+00 	 Res : 2.0604e-02 	 Enc : 6.9080e-03 	 AEnc : 8.0085e-04 	 MSE : 2.6287e+00
Epoch 22, 75% 	 Loss : 8.2875e+00 	 Res : 2.0045e-02 	 Enc : 6.7092e-03 	 AEnc : 6.5944e-04 	 MSE : 2.7546e+00
Training Epoch 22 : 	 Train : 8.38010e+00 	 Res : 2.03875e-02 	 Enc : 6.83868e-03 	 AE : 7.63492e-04 	 MSE : 2.54491e+00
Validation Epoch 22 : 	 Train : 7.98034e+00 	 Res : 1.49447e-02 	 Enc : 6.38811e-03 	 AE : 5.90382e-04 	 MSE : 1.27261e+00
Training Epoch 22 finished, took current epoch 107.41s, cumulative time 2486.96s
Current Learning rate : 0.001
MODEL SAVED
Epoch 23, 25% 	 Loss : 8.1907e+00 	 Res : 1.5958e-02 	 Enc : 6.6173e-03 	 AEnc : 8.2755e-04 	 MSE : 1.5900e+00
Epoch 23, 50% 	 Loss : 8.1295e+00 	 Res : 1.5434e-02 	 Enc : 6.3800e-03 	 AEnc : 9.2803e-04 	 MSE : 1.6453e+00
Epoch 23, 75% 	 Loss : 8.2665e+00 	 Res : 2.0050e-02 	 Enc : 6.6401e-03 	 AEnc : 1.0119e-03 	 MSE : 2.3352e+00
Training Epoch 23 : 	 Train : 8.19815e+00 	 Res : 1.78875e-02 	 Enc : 6.53092e-03 	 AE : 8.70812e-04 	 MSE : 2.04813e+00
Validation Epoch 23 : 	 Train : 8.17459e+00 	 Res : 2.07278e-02 	 Enc : 6.35550e-03 	 AE : 9.26056e-04 	 MSE : 1.90961e+00
Training Epoch 23 finished, took current epoch 106.55s, cumulative time 2593.47s
Current Learning rate : 0.001
Epoch 24, 25% 	 Loss : 8.2465e+00 	 Res : 1.6685e-02 	 Enc : 6.2847e-03 	 AEnc : 1.0081e-03 	 MSE : 1.8394e+00
Epoch 24, 50% 	 Loss : 7.8735e+00 	 Res : 1.5534e-02 	 Enc : 6.1271e-03 	 AEnc : 7.8742e-04 	 MSE : 1.5833e+00
Epoch 24, 75% 	 Loss : 8.2442e+00 	 Res : 1.9537e-02 	 Enc : 6.1302e-03 	 AEnc : 9.1651e-04 	 MSE : 2.4928e+00
Training Epoch 24 : 	 Train : 8.13190e+00 	 Res : 1.75135e-02 	 Enc : 6.18361e-03 	 AE : 8.92127e-04 	 MSE : 1.93500e+00
Validation Epoch 24 : 	 Train : 8.08719e+00 	 Res : 1.82213e-02 	 Enc : 5.76884e-03 	 AE : 1.26424e-03 	 MSE : 3.27570e+00
Training Epoch 24 finished, took current epoch 107.82s, cumulative time 2701.24s
Current Learning rate : 0.001
Epoch 25, 25% 	 Loss : 8.3334e+00 	 Res : 2.0442e-02 	 Enc : 6.2842e-03 	 AEnc : 1.3900e-03 	 MSE : 2.6592e+00
Epoch 25, 50% 	 Loss : 8.3627e+00 	 Res : 2.0536e-02 	 Enc : 6.2061e-03 	 AEnc : 9.1234e-04 	 MSE : 2.3724e+00
Epoch 25, 75% 	 Loss : 8.0467e+00 	 Res : 1.7735e-02 	 Enc : 5.7176e-03 	 AEnc : 6.5592e-04 	 MSE : 2.3518e+00
Training Epoch 25 : 	 Train : 8.17495e+00 	 Res : 1.88829e-02 	 Enc : 5.98051e-03 	 AE : 1.12473e-03 	 MSE : 2.34173e+00
Validation Epoch 25 : 	 Train : 8.21550e+00 	 Res : 1.79334e-02 	 Enc : 5.72517e-03 	 AE : 5.53154e-03 	 MSE : 2.53289e+00
Training Epoch 25 finished, took current epoch 108.01s, cumulative time 2809.21s
Current Learning rate : 0.001
Epoch 26, 25% 	 Loss : 8.0241e+00 	 Res : 1.5190e-02 	 Enc : 5.7462e-03 	 AEnc : 1.7329e-03 	 MSE : 1.8956e+00
Epoch 26, 50% 	 Loss : 8.1773e+00 	 Res : 1.8112e-02 	 Enc : 5.7640e-03 	 AEnc : 1.2808e-03 	 MSE : 2.1610e+00
Epoch 26, 75% 	 Loss : 7.9071e+00 	 Res : 1.7514e-02 	 Enc : 5.7060e-03 	 AEnc : 6.7818e-04 	 MSE : 2.4916e+00
Training Epoch 26 : 	 Train : 8.03891e+00 	 Res : 1.69392e-02 	 Enc : 5.71418e-03 	 AE : 1.08309e-03 	 MSE : 2.20420e+00
Validation Epoch 26 : 	 Train : 7.90510e+00 	 Res : 1.69947e-02 	 Enc : 5.58589e-03 	 AE : 4.59947e-04 	 MSE : 3.18237e+00
Training Epoch 26 finished, took current epoch 108.08s, cumulative time 2917.27s
Current Learning rate : 0.001
Epoch 27, 25% 	 Loss : 8.0512e+00 	 Res : 1.7225e-02 	 Enc : 5.6169e-03 	 AEnc : 5.7749e-04 	 MSE : 2.4054e+00
Epoch 27, 50% 	 Loss : 8.0668e+00 	 Res : 1.8312e-02 	 Enc : 5.6045e-03 	 AEnc : 6.6830e-04 	 MSE : 2.6195e+00
Epoch 27, 75% 	 Loss : 8.1026e+00 	 Res : 1.7648e-02 	 Enc : 5.5412e-03 	 AEnc : 6.1217e-04 	 MSE : 2.3259e+00
Training Epoch 27 : 	 Train : 8.00115e+00 	 Res : 1.72026e-02 	 Enc : 5.55645e-03 	 AE : 6.47456e-04 	 MSE : 2.30901e+00
Validation Epoch 27 : 	 Train : 7.77033e+00 	 Res : 1.45001e-02 	 Enc : 5.34354e-03 	 AE : 1.29323e-03 	 MSE : 1.91925e+00
Training Epoch 27 finished, took current epoch 107.65s, cumulative time 3024.87s
Current Learning rate : 0.001
MODEL SAVED
Epoch 28, 25% 	 Loss : 7.8469e+00 	 Res : 1.4291e-02 	 Enc : 5.3836e-03 	 AEnc : 1.0261e-03 	 MSE : 1.5005e+00
Epoch 28, 50% 	 Loss : 7.7310e+00 	 Res : 1.3346e-02 	 Enc : 5.2851e-03 	 AEnc : 1.0067e-03 	 MSE : 1.5180e+00
Epoch 28, 75% 	 Loss : 7.6875e+00 	 Res : 1.3543e-02 	 Enc : 5.2215e-03 	 AEnc : 5.7800e-04 	 MSE : 1.4678e+00
Training Epoch 28 : 	 Train : 7.77272e+00 	 Res : 1.35712e-02 	 Enc : 5.28624e-03 	 AE : 8.04650e-04 	 MSE : 1.45615e+00
Validation Epoch 28 : 	 Train : 7.62818e+00 	 Res : 1.32202e-02 	 Enc : 5.05866e-03 	 AE : 3.60362e-04 	 MSE : 1.89071e+00
Training Epoch 28 finished, took current epoch 108.74s, cumulative time 3133.58s
Current Learning rate : 0.001
MODEL SAVED
