Train Metrics
Epoch 0, 25% 	 Loss : 7.1850e+03 	 Res : 1.8848e+02 	 Enc : 2.5108e+02 	 AEnc : 1.0606e+02 	 MSE : 1.9762e+02
Validation Epoch 10 : 	 Train : 2.58307e+00 	 Res : 9.82235e-02 	 Enc : 6.61281e-03 	 AE : 2.72237e-04 	 MSE : 2.02964e+01
Training Epoch 10 finished, took current epoch 97.98s, cumulative time 1082.38s
Current Learning rate : 0.001
MODEL SAVED
Epoch 11, 25% 	 Loss : 2.4649e+00 	 Res : 9.3738e-02 	 Enc : 7.1529e-03 	 AEnc : 2.9817e-04 	 MSE : 1.8062e+01
Epoch 11, 50% 	 Loss : 2.5613e+00 	 Res : 1.0314e-01 	 Enc : 7.2131e-03 	 AEnc : 4.4689e-04 	 MSE : 1.6383e+01
Epoch 11, 75% 	 Loss : 2.5994e+00 	 Res : 1.0346e-01 	 Enc : 7.0445e-03 	 AEnc : 4.6146e-04 	 MSE : 1.7905e+01
Training Epoch 11 : 	 Train : 2.50761e+00 	 Res : 9.78605e-02 	 Enc : 7.07552e-03 	 AE : 3.95853e-04 	 MSE : 1.69628e+01
Validation Epoch 11 : 	 Train : 2.42865e+00 	 Res : 8.96948e-02 	 Enc : 7.04432e-03 	 AE : 2.94939e-04 	 MSE : 1.51253e+01
Training Epoch 11 finished, took current epoch 97.34s, cumulative time 1179.64s
Current Learning rate : 0.001
MODEL SAVED
Epoch 12, 25% 	 Loss : 2.6238e+00 	 Res : 1.0883e-01 	 Enc : 7.2867e-03 	 AEnc : 4.1979e-04 	 MSE : 1.7610e+01
Epoch 12, 50% 	 Loss : 2.4936e+00 	 Res : 9.9422e-02 	 Enc : 6.4877e-03 	 AEnc : 4.1751e-04 	 MSE : 1.6357e+01
Epoch 12, 75% 	 Loss : 2.4173e+00 	 Res : 9.3640e-02 	 Enc : 6.8533e-03 	 AEnc : 2.7538e-04 	 MSE : 1.6248e+01
Training Epoch 12 : 	 Train : 2.45479e+00 	 Res : 9.76908e-02 	 Enc : 6.83894e-03 	 AE : 3.48892e-04 	 MSE : 1.60920e+01
Validation Epoch 12 : 	 Train : 2.30486e+00 	 Res : 7.87809e-02 	 Enc : 6.56450e-03 	 AE : 3.03791e-04 	 MSE : 1.68007e+01
Training Epoch 12 finished, took current epoch 98.14s, cumulative time 1277.68s
Current Learning rate : 0.001
MODEL SAVED
Epoch 13, 25% 	 Loss : 2.4009e+00 	 Res : 9.3214e-02 	 Enc : 6.5061e-03 	 AEnc : 3.8348e-04 	 MSE : 1.4860e+01
Epoch 13, 50% 	 Loss : 2.3537e+00 	 Res : 8.9091e-02 	 Enc : 6.8798e-03 	 AEnc : 3.9530e-04 	 MSE : 1.6088e+01
Epoch 13, 75% 	 Loss : 2.3161e+00 	 Res : 9.2119e-02 	 Enc : 6.5968e-03 	 AEnc : 3.1259e-04 	 MSE : 1.4922e+01
Training Epoch 13 : 	 Train : 2.31451e+00 	 Res : 8.94249e-02 	 Enc : 6.54460e-03 	 AE : 4.18901e-04 	 MSE : 1.47867e+01
Validation Epoch 13 : 	 Train : 2.20184e+00 	 Res : 7.39743e-02 	 Enc : 5.96336e-03 	 AE : 1.33161e-03 	 MSE : 1.50165e+01
Training Epoch 13 finished, took current epoch 98.46s, cumulative time 1376.03s
Current Learning rate : 0.001
MODEL SAVED
Epoch 14, 25% 	 Loss : 2.2432e+00 	 Res : 8.2875e-02 	 Enc : 6.4384e-03 	 AEnc : 8.3446e-04 	 MSE : 1.3000e+01
Epoch 14, 50% 	 Loss : 2.2655e+00 	 Res : 8.7073e-02 	 Enc : 6.5447e-03 	 AEnc : 2.9925e-04 	 MSE : 1.6128e+01
Epoch 14, 75% 	 Loss : 2.1647e+00 	 Res : 8.1062e-02 	 Enc : 6.0745e-03 	 AEnc : 2.7756e-04 	 MSE : 1.3520e+01
Training Epoch 14 : 	 Train : 2.22351e+00 	 Res : 8.36643e-02 	 Enc : 6.36344e-03 	 AE : 4.57633e-04 	 MSE : 1.41940e+01
Validation Epoch 14 : 	 Train : 2.07736e+00 	 Res : 7.42297e-02 	 Enc : 5.74651e-03 	 AE : 2.04839e-04 	 MSE : 1.32459e+01
Training Epoch 14 finished, took current epoch 97.97s, cumulative time 1473.94s
Current Learning rate : 0.001
Epoch 15, 25% 	 Loss : 2.0633e+00 	 Res : 7.6158e-02 	 Enc : 6.2599e-03 	 AEnc : 2.9723e-04 	 MSE : 1.2765e+01
Epoch 15, 50% 	 Loss : 1.9876e+00 	 Res : 7.1265e-02 	 Enc : 6.0817e-03 	 AEnc : 2.1579e-04 	 MSE : 1.1622e+01
Epoch 15, 75% 	 Loss : 2.3797e+00 	 Res : 9.5318e-02 	 Enc : 6.5094e-03 	 AEnc : 3.9829e-04 	 MSE : 1.6913e+01
Training Epoch 15 : 	 Train : 2.11738e+00 	 Res : 7.92093e-02 	 Enc : 6.26548e-03 	 AE : 3.65926e-04 	 MSE : 1.31791e+01
Validation Epoch 15 : 	 Train : 2.07104e+00 	 Res : 6.79565e-02 	 Enc : 5.93535e-03 	 AE : 6.35623e-04 	 MSE : 1.43549e+01
Training Epoch 15 finished, took current epoch 98.44s, cumulative time 1572.26s
Current Learning rate : 0.001
MODEL SAVED
Epoch 16, 25% 	 Loss : 1.9936e+00 	 Res : 7.3241e-02 	 Enc : 6.0448e-03 	 AEnc : 1.1005e-03 	 MSE : 1.0937e+01
Epoch 16, 50% 	 Loss : 2.0217e+00 	 Res : 7.1241e-02 	 Enc : 6.1306e-03 	 AEnc : 6.7132e-04 	 MSE : 1.1413e+01
Epoch 16, 75% 	 Loss : 1.9751e+00 	 Res : 6.4706e-02 	 Enc : 6.1085e-03 	 AEnc : 1.4652e-03 	 MSE : 1.1452e+01
Training Epoch 16 : 	 Train : 1.99262e+00 	 Res : 6.99587e-02 	 Enc : 6.11264e-03 	 AE : 9.12075e-04 	 MSE : 1.14958e+01
Validation Epoch 16 : 	 Train : 1.90554e+00 	 Res : 5.85898e-02 	 Enc : 5.83813e-03 	 AE : 1.63344e-04 	 MSE : 1.24994e+01
Training Epoch 16 finished, took current epoch 97.64s, cumulative time 1669.85s
Current Learning rate : 0.001
MODEL SAVED
Epoch 17, 25% 	 Loss : 1.9166e+00 	 Res : 6.7125e-02 	 Enc : 5.9601e-03 	 AEnc : 3.0508e-04 	 MSE : 1.0916e+01
Epoch 17, 50% 	 Loss : 1.8156e+00 	 Res : 6.1150e-02 	 Enc : 5.7973e-03 	 AEnc : 8.6010e-04 	 MSE : 1.0374e+01
Epoch 17, 75% 	 Loss : 1.9574e+00 	 Res : 6.7458e-02 	 Enc : 5.8472e-03 	 AEnc : 1.0008e-03 	 MSE : 1.1181e+01
Training Epoch 17 : 	 Train : 1.93557e+00 	 Res : 6.65960e-02 	 Enc : 5.96851e-03 	 AE : 9.73956e-04 	 MSE : 1.14068e+01
Validation Epoch 17 : 	 Train : 1.95162e+00 	 Res : 7.23969e-02 	 Enc : 6.54071e-03 	 AE : 3.87210e-04 	 MSE : 8.24096e+00
Training Epoch 17 finished, took current epoch 98.38s, cumulative time 1768.19s
Current Learning rate : 0.001
Epoch 18, 25% 	 Loss : 1.8530e+00 	 Res : 6.1812e-02 	 Enc : 5.9261e-03 	 AEnc : 3.9243e-04 	 MSE : 1.1276e+01
Epoch 18, 50% 	 Loss : 1.9139e+00 	 Res : 7.0658e-02 	 Enc : 5.7844e-03 	 AEnc : 1.9884e-04 	 MSE : 1.1024e+01
Epoch 18, 75% 	 Loss : 1.7357e+00 	 Res : 5.6603e-02 	 Enc : 5.6170e-03 	 AEnc : 1.8948e-04 	 MSE : 1.0436e+01
Training Epoch 18 : 	 Train : 1.86209e+00 	 Res : 6.42629e-02 	 Enc : 5.87159e-03 	 AE : 2.71762e-04 	 MSE : 1.10717e+01
Validation Epoch 18 : 	 Train : 1.80249e+00 	 Res : 5.28337e-02 	 Enc : 5.58886e-03 	 AE : 2.08871e-04 	 MSE : 1.31558e+01
Training Epoch 18 finished, took current epoch 97.86s, cumulative time 1865.96s
Current Learning rate : 0.001
MODEL SAVED
Epoch 19, 25% 	 Loss : 1.8606e+00 	 Res : 6.3212e-02 	 Enc : 5.8901e-03 	 AEnc : 2.0401e-04 	 MSE : 1.1811e+01
Epoch 19, 50% 	 Loss : 1.7333e+00 	 Res : 5.6199e-02 	 Enc : 5.5898e-03 	 AEnc : 1.4544e-04 	 MSE : 1.0070e+01
Epoch 19, 75% 	 Loss : 1.7858e+00 	 Res : 5.9270e-02 	 Enc : 5.6698e-03 	 AEnc : 1.3725e-04 	 MSE : 1.1504e+01
Training Epoch 19 : 	 Train : 1.79605e+00 	 Res : 6.02249e-02 	 Enc : 5.71423e-03 	 AE : 1.61704e-04 	 MSE : 1.09969e+01
Validation Epoch 19 : 	 Train : 1.71076e+00 	 Res : 5.56281e-02 	 Enc : 5.71061e-03 	 AE : 1.21780e-04 	 MSE : 7.81771e+00
Training Epoch 19 finished, took current epoch 98.53s, cumulative time 1964.44s
Current Learning rate : 0.001
Epoch 20, 25% 	 Loss : 1.7667e+00 	 Res : 5.6331e-02 	 Enc : 5.5374e-03 	 AEnc : 2.7613e-04 	 MSE : 1.0147e+01
Epoch 20, 50% 	 Loss : 1.6357e+00 	 Res : 5.0231e-02 	 Enc : 5.5995e-03 	 AEnc : 6.9891e-04 	 MSE : 8.4951e+00
Epoch 20, 75% 	 Loss : 1.6770e+00 	 Res : 5.2240e-02 	 Enc : 5.4340e-03 	 AEnc : 1.7164e-03 	 MSE : 9.7226e+00
Training Epoch 20 : 	 Train : 1.70581e+00 	 Res : 5.39762e-02 	 Enc : 5.60736e-03 	 AE : 7.87041e-04 	 MSE : 9.37298e+00
Validation Epoch 20 : 	 Train : 1.79786e+00 	 Res : 5.73815e-02 	 Enc : 5.96828e-03 	 AE : 1.00128e-03 	 MSE : 1.10062e+01
Training Epoch 20 finished, took current epoch 98.30s, cumulative time 2062.67s
Current Learning rate : 0.001
Epoch 21, 25% 	 Loss : 1.6656e+00 	 Res : 5.2235e-02 	 Enc : 5.4866e-03 	 AEnc : 8.3456e-04 	 MSE : 9.0306e+00
Epoch 21, 50% 	 Loss : 1.6284e+00 	 Res : 5.1122e-02 	 Enc : 5.3499e-03 	 AEnc : 5.5390e-04 	 MSE : 8.5152e+00
Epoch 21, 75% 	 Loss : 1.6717e+00 	 Res : 5.4328e-02 	 Enc : 5.5010e-03 	 AEnc : 5.6629e-04 	 MSE : 8.6158e+00
Training Epoch 21 : 	 Train : 1.66042e+00 	 Res : 5.23607e-02 	 Enc : 5.47256e-03 	 AE : 5.66231e-04 	 MSE : 8.98464e+00
Validation Epoch 21 : 	 Train : 1.64357e+00 	 Res : 5.34427e-02 	 Enc : 5.77722e-03 	 AE : 1.02897e-04 	 MSE : 6.53924e+00
Training Epoch 21 finished, took current epoch 98.27s, cumulative time 2160.89s
Current Learning rate : 0.001
Epoch 22, 25% 	 Loss : 1.5655e+00 	 Res : 4.7617e-02 	 Enc : 5.1902e-03 	 AEnc : 1.1674e-04 	 MSE : 9.0859e+00
Epoch 22, 50% 	 Loss : 1.6323e+00 	 Res : 4.8094e-02 	 Enc : 5.3911e-03 	 AEnc : 1.1251e-04 	 MSE : 9.7681e+00
Epoch 22, 75% 	 Loss : 1.6863e+00 	 Res : 5.1396e-02 	 Enc : 5.4841e-03 	 AEnc : 1.1124e-04 	 MSE : 1.1713e+01
Training Epoch 22 : 	 Train : 1.64831e+00 	 Res : 5.10451e-02 	 Enc : 5.45630e-03 	 AE : 1.20201e-04 	 MSE : 1.05728e+01
Validation Epoch 22 : 	 Train : 1.53444e+00 	 Res : 4.36509e-02 	 Enc : 5.02140e-03 	 AE : 8.09211e-05 	 MSE : 8.32681e+00
Training Epoch 22 finished, took current epoch 97.61s, cumulative time 2258.45s
Current Learning rate : 0.001
MODEL SAVED
Epoch 23, 25% 	 Loss : 1.5201e+00 	 Res : 4.3514e-02 	 Enc : 5.2810e-03 	 AEnc : 4.3449e-04 	 MSE : 7.6624e+00
Epoch 23, 50% 	 Loss : 1.4911e+00 	 Res : 4.1320e-02 	 Enc : 5.2815e-03 	 AEnc : 5.0762e-04 	 MSE : 7.6697e+00
Epoch 23, 75% 	 Loss : 1.4478e+00 	 Res : 4.0556e-02 	 Enc : 5.1552e-03 	 AEnc : 2.9458e-04 	 MSE : 7.3424e+00
Training Epoch 23 : 	 Train : 1.50948e+00 	 Res : 4.27755e-02 	 Enc : 5.26272e-03 	 AE : 5.68902e-04 	 MSE : 7.80096e+00
Validation Epoch 23 : 	 Train : 1.69650e+00 	 Res : 5.71765e-02 	 Enc : 6.24490e-03 	 AE : 6.18450e-04 	 MSE : 7.31616e+00
Training Epoch 23 finished, took current epoch 97.29s, cumulative time 2355.69s
Current Learning rate : 0.001
Epoch 24, 25% 	 Loss : 1.6949e+00 	 Res : 5.3737e-02 	 Enc : 5.4646e-03 	 AEnc : 9.5038e-04 	 MSE : 1.1418e+01
Epoch 24, 50% 	 Loss : 1.5677e+00 	 Res : 4.6534e-02 	 Enc : 5.0355e-03 	 AEnc : 7.8734e-04 	 MSE : 8.5090e+00
Epoch 24, 75% 	 Loss : 1.5541e+00 	 Res : 4.4644e-02 	 Enc : 5.1134e-03 	 AEnc : 5.4420e-04 	 MSE : 7.8131e+00
Training Epoch 24 : 	 Train : 1.57356e+00 	 Res : 4.65601e-02 	 Enc : 5.18056e-03 	 AE : 7.29658e-04 	 MSE : 8.99261e+00
Validation Epoch 24 : 	 Train : 1.68108e+00 	 Res : 4.73676e-02 	 Enc : 6.23868e-03 	 AE : 8.21950e-05 	 MSE : 1.06708e+01
Training Epoch 24 finished, took current epoch 97.93s, cumulative time 2453.55s
Current Learning rate : 0.001
Epoch 25, 25% 	 Loss : 1.5988e+00 	 Res : 4.7091e-02 	 Enc : 5.1913e-03 	 AEnc : 1.3891e-03 	 MSE : 9.8223e+00
Epoch 25, 50% 	 Loss : 1.5421e+00 	 Res : 4.0326e-02 	 Enc : 4.9666e-03 	 AEnc : 1.4069e-03 	 MSE : 8.8332e+00
Epoch 25, 75% 	 Loss : 1.4968e+00 	 Res : 3.9182e-02 	 Enc : 4.8842e-03 	 AEnc : 1.6831e-03 	 MSE : 7.7702e+00
Training Epoch 25 : 	 Train : 1.51879e+00 	 Res : 4.16819e-02 	 Enc : 5.03154e-03 	 AE : 1.31749e-03 	 MSE : 8.33157e+00
Validation Epoch 25 : 	 Train : 1.50877e+00 	 Res : 3.83474e-02 	 Enc : 4.85608e-03 	 AE : 3.04543e-04 	 MSE : 9.10876e+00
Training Epoch 25 finished, took current epoch 98.30s, cumulative time 2551.81s
Current Learning rate : 0.001
MODEL SAVED
Epoch 26, 25% 	 Loss : 1.4876e+00 	 Res : 4.0644e-02 	 Enc : 4.9210e-03 	 AEnc : 3.2597e-04 	 MSE : 8.6988e+00
Epoch 26, 50% 	 Loss : 1.4957e+00 	 Res : 4.3575e-02 	 Enc : 5.1476e-03 	 AEnc : 3.2177e-04 	 MSE : 9.3279e+00
Epoch 26, 75% 	 Loss : 1.4950e+00 	 Res : 4.3916e-02 	 Enc : 5.0106e-03 	 AEnc : 9.2376e-04 	 MSE : 6.9699e+00
Training Epoch 26 : 	 Train : 1.48783e+00 	 Res : 4.23789e-02 	 Enc : 5.03720e-03 	 AE : 5.98936e-04 	 MSE : 8.24820e+00
Validation Epoch 26 : 	 Train : 1.35993e+00 	 Res : 4.04311e-02 	 Enc : 4.36476e-03 	 AE : 1.62585e-04 	 MSE : 4.56790e+00
Training Epoch 26 finished, took current epoch 98.46s, cumulative time 2650.22s
Current Learning rate : 0.001
Epoch 27, 25% 	 Loss : 1.4073e+00 	 Res : 3.7719e-02 	 Enc : 4.7492e-03 	 AEnc : 3.9376e-04 	 MSE : 7.8774e+00
Epoch 27, 50% 	 Loss : 1.3940e+00 	 Res : 3.7146e-02 	 Enc : 4.9920e-03 	 AEnc : 5.2143e-04 	 MSE : 8.1987e+00
Epoch 27, 75% 	 Loss : 1.3916e+00 	 Res : 3.6533e-02 	 Enc : 4.9056e-03 	 AEnc : 3.7817e-04 	 MSE : 7.2218e+00
Training Epoch 27 : 	 Train : 1.39240e+00 	 Res : 3.70276e-02 	 Enc : 4.87943e-03 	 AE : 5.13522e-04 	 MSE : 7.58232e+00
Validation Epoch 27 : 	 Train : 1.31764e+00 	 Res : 3.28199e-02 	 Enc : 5.12031e-03 	 AE : 8.58418e-04 	 MSE : 4.20922e+00
Training Epoch 27 finished, took current epoch 98.57s, cumulative time 2748.72s
Current Learning rate : 0.001
MODEL SAVED
Epoch 28, 25% 	 Loss : 1.3536e+00 	 Res : 3.3360e-02 	 Enc : 4.8499e-03 	 AEnc : 1.3640e-03 	 MSE : 6.5432e+00
Epoch 28, 50% 	 Loss : 1.3252e+00 	 Res : 3.3955e-02 	 Enc : 4.9219e-03 	 AEnc : 3.7491e-04 	 MSE : 6.2277e+00
Epoch 28, 75% 	 Loss : 1.3481e+00 	 Res : 3.2888e-02 	 Enc : 5.0195e-03 	 AEnc : 3.7346e-04 	 MSE : 7.2535e+00
Training Epoch 28 : 	 Train : 1.33923e+00 	 Res : 3.40794e-02 	 Enc : 4.93652e-03 	 AE : 5.72660e-04 	 MSE : 6.63054e+00
Validation Epoch 28 : 	 Train : 1.48650e+00 	 Res : 4.37584e-02 	 Enc : 4.50930e-03 	 AE : 3.52434e-04 	 MSE : 1.28860e+01
Training Epoch 28 finished, took current epoch 97.66s, cumulative time 2846.34s
Current Learning rate : 0.001
