Train Metrics
Epoch 0, 25% 	 Loss : 1.2465e+03 	 Res : 3.2659e+01 	 Enc : 7.7164e+01 	 AEnc : 2.8845e+01 	 MSE : 9.2421e+01
Training Epoch 5 finished, took current epoch 69.45s, cumulative time 419.27s
Current Learning rate : 0.001
MODEL SAVED
Epoch 6, 25% 	 Loss : 2.4990e+00 	 Res : 1.0991e-01 	 Enc : 1.6252e-02 	 AEnc : 7.5048e-04 	 MSE : 2.3575e+01
Epoch 6, 50% 	 Loss : 2.6423e+00 	 Res : 1.1904e-01 	 Enc : 1.4731e-02 	 AEnc : 8.7038e-04 	 MSE : 2.5244e+01
Epoch 6, 75% 	 Loss : 2.5390e+00 	 Res : 1.1623e-01 	 Enc : 1.3598e-02 	 AEnc : 6.8172e-04 	 MSE : 2.4701e+01
Training Epoch 6 : 	 Train : 2.52682e+00 	 Res : 1.12592e-01 	 Enc : 1.41903e-02 	 AE : 7.54103e-04 	 MSE : 2.44035e+01
Validation Epoch 6 : 	 Train : 2.40466e+00 	 Res : 1.08565e-01 	 Enc : 1.18105e-02 	 AE : 7.31911e-04 	 MSE : 2.17642e+01
Training Epoch 6 finished, took current epoch 69.63s, cumulative time 488.88s
Current Learning rate : 0.001
MODEL SAVED
Epoch 7, 25% 	 Loss : 2.2651e+00 	 Res : 9.8689e-02 	 Enc : 1.1267e-02 	 AEnc : 6.2946e-04 	 MSE : 2.1717e+01
Epoch 7, 50% 	 Loss : 2.4040e+00 	 Res : 1.0803e-01 	 Enc : 1.0914e-02 	 AEnc : 7.6952e-04 	 MSE : 2.3639e+01
Epoch 7, 75% 	 Loss : 2.2757e+00 	 Res : 1.0083e-01 	 Enc : 1.0256e-02 	 AEnc : 6.4750e-04 	 MSE : 2.2096e+01
Training Epoch 7 : 	 Train : 2.32722e+00 	 Res : 1.03100e-01 	 Enc : 1.05713e-02 	 AE : 6.80116e-04 	 MSE : 2.26913e+01
Validation Epoch 7 : 	 Train : 2.26652e+00 	 Res : 1.00684e-01 	 Enc : 9.54429e-03 	 AE : 6.56072e-04 	 MSE : 2.21158e+01
Training Epoch 7 finished, took current epoch 70.27s, cumulative time 559.13s
Current Learning rate : 0.001
MODEL SAVED
Epoch 8, 25% 	 Loss : 2.2736e+00 	 Res : 1.0111e-01 	 Enc : 9.4666e-03 	 AEnc : 6.0051e-04 	 MSE : 2.2808e+01
Epoch 8, 50% 	 Loss : 2.2195e+00 	 Res : 9.8494e-02 	 Enc : 9.0335e-03 	 AEnc : 6.2389e-04 	 MSE : 2.2666e+01
Epoch 8, 75% 	 Loss : 2.1578e+00 	 Res : 9.5545e-02 	 Enc : 8.7523e-03 	 AEnc : 5.8488e-04 	 MSE : 2.1040e+01
Training Epoch 8 : 	 Train : 2.22412e+00 	 Res : 9.85101e-02 	 Enc : 9.00025e-03 	 AE : 6.34180e-04 	 MSE : 2.20167e+01
Validation Epoch 8 : 	 Train : 2.10449e+00 	 Res : 8.97179e-02 	 Enc : 8.66095e-03 	 AE : 5.34579e-04 	 MSE : 2.00814e+01
Training Epoch 8 finished, took current epoch 69.97s, cumulative time 629.07s
Current Learning rate : 0.001
MODEL SAVED
Epoch 9, 25% 	 Loss : 2.0456e+00 	 Res : 8.7685e-02 	 Enc : 8.5159e-03 	 AEnc : 5.8331e-04 	 MSE : 1.9699e+01
Epoch 9, 50% 	 Loss : 2.0270e+00 	 Res : 8.7237e-02 	 Enc : 7.9890e-03 	 AEnc : 5.4221e-04 	 MSE : 1.8502e+01
Epoch 9, 75% 	 Loss : 2.0872e+00 	 Res : 8.7543e-02 	 Enc : 7.8731e-03 	 AEnc : 5.4473e-04 	 MSE : 2.0655e+01
Training Epoch 9 : 	 Train : 2.03315e+00 	 Res : 8.67420e-02 	 Enc : 8.09501e-03 	 AE : 5.58746e-04 	 MSE : 1.94591e+01
Validation Epoch 9 : 	 Train : 2.14873e+00 	 Res : 1.04362e-01 	 Enc : 7.39454e-03 	 AE : 4.42668e-04 	 MSE : 1.68685e+01
Training Epoch 9 finished, took current epoch 69.46s, cumulative time 698.51s
Current Learning rate : 0.001
Epoch 10, 25% 	 Loss : 2.0000e+00 	 Res : 8.4811e-02 	 Enc : 7.3057e-03 	 AEnc : 5.5613e-04 	 MSE : 1.8396e+01
Epoch 10, 50% 	 Loss : 1.9116e+00 	 Res : 7.9512e-02 	 Enc : 7.3045e-03 	 AEnc : 7.4741e-04 	 MSE : 1.8105e+01
Epoch 10, 75% 	 Loss : 1.8882e+00 	 Res : 7.7428e-02 	 Enc : 6.9358e-03 	 AEnc : 7.0000e-04 	 MSE : 1.7146e+01
Training Epoch 10 : 	 Train : 1.91073e+00 	 Res : 7.88541e-02 	 Enc : 7.06425e-03 	 AE : 7.03323e-04 	 MSE : 1.76395e+01
Validation Epoch 10 : 	 Train : 1.83227e+00 	 Res : 7.56571e-02 	 Enc : 7.33052e-03 	 AE : 3.82482e-04 	 MSE : 1.57596e+01
Training Epoch 10 finished, took current epoch 70.02s, cumulative time 768.50s
Current Learning rate : 0.001
MODEL SAVED
Epoch 11, 25% 	 Loss : 1.8045e+00 	 Res : 7.3134e-02 	 Enc : 6.7017e-03 	 AEnc : 6.1542e-04 	 MSE : 1.7069e+01
Epoch 11, 50% 	 Loss : 1.8084e+00 	 Res : 7.2808e-02 	 Enc : 6.5235e-03 	 AEnc : 5.1433e-04 	 MSE : 1.6466e+01
Epoch 11, 75% 	 Loss : 1.8347e+00 	 Res : 7.5058e-02 	 Enc : 6.3876e-03 	 AEnc : 5.0891e-04 	 MSE : 1.6593e+01
Training Epoch 11 : 	 Train : 1.79778e+00 	 Res : 7.23175e-02 	 Enc : 6.49236e-03 	 AE : 5.22465e-04 	 MSE : 1.64727e+01
Validation Epoch 11 : 	 Train : 1.75932e+00 	 Res : 7.04382e-02 	 Enc : 5.95013e-03 	 AE : 4.28160e-04 	 MSE : 1.46919e+01
Training Epoch 11 finished, took current epoch 70.10s, cumulative time 838.58s
Current Learning rate : 0.001
MODEL SAVED
Epoch 12, 25% 	 Loss : 1.7494e+00 	 Res : 6.8825e-02 	 Enc : 6.1151e-03 	 AEnc : 4.3515e-04 	 MSE : 1.5844e+01
Epoch 12, 50% 	 Loss : 1.9236e+00 	 Res : 8.4613e-02 	 Enc : 6.8525e-03 	 AEnc : 4.9125e-04 	 MSE : 2.0230e+01
Epoch 12, 75% 	 Loss : 1.7674e+00 	 Res : 7.0661e-02 	 Enc : 5.8515e-03 	 AEnc : 4.8747e-04 	 MSE : 1.6637e+01
Training Epoch 12 : 	 Train : 1.78030e+00 	 Res : 7.22895e-02 	 Enc : 6.15907e-03 	 AE : 4.51272e-04 	 MSE : 1.72932e+01
Validation Epoch 12 : 	 Train : 1.74254e+00 	 Res : 7.16717e-02 	 Enc : 5.27691e-03 	 AE : 4.74064e-04 	 MSE : 1.35421e+01
Training Epoch 12 finished, took current epoch 70.33s, cumulative time 908.88s
Current Learning rate : 0.001
Epoch 13, 25% 	 Loss : 1.8000e+00 	 Res : 7.1581e-02 	 Enc : 5.9364e-03 	 AEnc : 4.7733e-04 	 MSE : 1.8368e+01
Epoch 13, 50% 	 Loss : 1.7243e+00 	 Res : 6.7343e-02 	 Enc : 5.7248e-03 	 AEnc : 4.1730e-04 	 MSE : 1.6343e+01
Epoch 13, 75% 	 Loss : 1.6874e+00 	 Res : 6.6038e-02 	 Enc : 5.7051e-03 	 AEnc : 5.1712e-04 	 MSE : 1.6654e+01
Training Epoch 13 : 	 Train : 1.71365e+00 	 Res : 6.72033e-02 	 Enc : 5.74742e-03 	 AE : 5.18270e-04 	 MSE : 1.66204e+01
Validation Epoch 13 : 	 Train : 1.62202e+00 	 Res : 5.67809e-02 	 Enc : 5.44832e-03 	 AE : 3.10543e-04 	 MSE : 1.57256e+01
Training Epoch 13 finished, took current epoch 70.83s, cumulative time 979.67s
Current Learning rate : 0.001
MODEL SAVED
Epoch 14, 25% 	 Loss : 1.7024e+00 	 Res : 6.5076e-02 	 Enc : 5.5134e-03 	 AEnc : 4.2085e-04 	 MSE : 1.6474e+01
Epoch 14, 50% 	 Loss : 1.6173e+00 	 Res : 6.2390e-02 	 Enc : 5.5467e-03 	 AEnc : 3.7362e-04 	 MSE : 1.5641e+01
Epoch 14, 75% 	 Loss : 1.6197e+00 	 Res : 6.0736e-02 	 Enc : 5.2947e-03 	 AEnc : 4.2908e-04 	 MSE : 1.5809e+01
Training Epoch 14 : 	 Train : 1.64062e+00 	 Res : 6.24985e-02 	 Enc : 5.40076e-03 	 AE : 4.72615e-04 	 MSE : 1.54042e+01
Validation Epoch 14 : 	 Train : 1.57647e+00 	 Res : 5.76990e-02 	 Enc : 5.20009e-03 	 AE : 1.15489e-03 	 MSE : 1.16155e+01
Training Epoch 14 finished, took current epoch 70.53s, cumulative time 1050.16s
Current Learning rate : 0.001
Epoch 15, 25% 	 Loss : 1.5047e+00 	 Res : 5.4408e-02 	 Enc : 5.1668e-03 	 AEnc : 5.3128e-04 	 MSE : 1.2576e+01
Epoch 15, 50% 	 Loss : 1.4875e+00 	 Res : 5.2719e-02 	 Enc : 5.0448e-03 	 AEnc : 3.8685e-04 	 MSE : 1.2505e+01
Epoch 15, 75% 	 Loss : 1.6204e+00 	 Res : 5.8549e-02 	 Enc : 5.1979e-03 	 AEnc : 4.1413e-04 	 MSE : 1.4515e+01
Training Epoch 15 : 	 Train : 1.54714e+00 	 Res : 5.61805e-02 	 Enc : 5.19247e-03 	 AE : 4.36855e-04 	 MSE : 1.35489e+01
Validation Epoch 15 : 	 Train : 1.65953e+00 	 Res : 6.25245e-02 	 Enc : 6.19568e-03 	 AE : 3.23078e-04 	 MSE : 2.03746e+01
Training Epoch 15 finished, took current epoch 70.24s, cumulative time 1120.26s
Current Learning rate : 0.001
Epoch 16, 25% 	 Loss : 1.5233e+00 	 Res : 5.6485e-02 	 Enc : 4.7965e-03 	 AEnc : 4.0049e-04 	 MSE : 1.4042e+01
Epoch 16, 50% 	 Loss : 1.5573e+00 	 Res : 5.6250e-02 	 Enc : 4.9672e-03 	 AEnc : 4.0779e-04 	 MSE : 1.3761e+01
Epoch 16, 75% 	 Loss : 1.4874e+00 	 Res : 5.1437e-02 	 Enc : 5.0137e-03 	 AEnc : 5.8067e-04 	 MSE : 1.2321e+01
Training Epoch 16 : 	 Train : 1.53703e+00 	 Res : 5.57532e-02 	 Enc : 5.01950e-03 	 AE : 8.16393e-04 	 MSE : 1.38155e+01
Validation Epoch 16 : 	 Train : 1.50764e+00 	 Res : 5.03640e-02 	 Enc : 4.54518e-03 	 AE : 2.67128e-04 	 MSE : 1.60095e+01
Training Epoch 16 finished, took current epoch 71.04s, cumulative time 1191.18s
Current Learning rate : 0.001
MODEL SAVED
Epoch 17, 25% 	 Loss : 1.5355e+00 	 Res : 5.5451e-02 	 Enc : 4.8670e-03 	 AEnc : 8.8781e-04 	 MSE : 1.3813e+01
Epoch 17, 50% 	 Loss : 1.4270e+00 	 Res : 4.9219e-02 	 Enc : 4.6034e-03 	 AEnc : 4.1891e-04 	 MSE : 1.3251e+01
Epoch 17, 75% 	 Loss : 1.5121e+00 	 Res : 5.2487e-02 	 Enc : 4.8797e-03 	 AEnc : 3.1472e-04 	 MSE : 1.3971e+01
Training Epoch 17 : 	 Train : 1.49247e+00 	 Res : 5.25209e-02 	 Enc : 4.75537e-03 	 AE : 5.77308e-04 	 MSE : 1.34320e+01
Validation Epoch 17 : 	 Train : 1.40963e+00 	 Res : 4.67097e-02 	 Enc : 4.31727e-03 	 AE : 3.84978e-04 	 MSE : 1.03779e+01
Training Epoch 17 finished, took current epoch 69.87s, cumulative time 1260.98s
Current Learning rate : 0.001
MODEL SAVED
Epoch 18, 25% 	 Loss : 1.4274e+00 	 Res : 4.8591e-02 	 Enc : 4.5342e-03 	 AEnc : 3.1370e-04 	 MSE : 1.2897e+01
Epoch 18, 50% 	 Loss : 1.4522e+00 	 Res : 5.1104e-02 	 Enc : 4.8555e-03 	 AEnc : 5.7939e-04 	 MSE : 1.3549e+01
Epoch 18, 75% 	 Loss : 1.5724e+00 	 Res : 5.8341e-02 	 Enc : 4.7693e-03 	 AEnc : 5.6394e-04 	 MSE : 1.8411e+01
Training Epoch 18 : 	 Train : 1.50804e+00 	 Res : 5.38535e-02 	 Enc : 4.71612e-03 	 AE : 5.73139e-04 	 MSE : 1.49683e+01
Validation Epoch 18 : 	 Train : 1.42534e+00 	 Res : 4.62977e-02 	 Enc : 4.30772e-03 	 AE : 2.39883e-04 	 MSE : 1.37812e+01
Training Epoch 18 finished, took current epoch 69.57s, cumulative time 1330.53s
Current Learning rate : 0.001
MODEL SAVED
Epoch 19, 25% 	 Loss : 1.3929e+00 	 Res : 4.5694e-02 	 Enc : 4.6078e-03 	 AEnc : 7.2696e-04 	 MSE : 1.0497e+01
Epoch 19, 50% 	 Loss : 1.3817e+00 	 Res : 4.3778e-02 	 Enc : 4.3731e-03 	 AEnc : 1.7738e-03 	 MSE : 1.0407e+01
Epoch 19, 75% 	 Loss : 1.3502e+00 	 Res : 4.4408e-02 	 Enc : 4.3401e-03 	 AEnc : 6.0831e-04 	 MSE : 1.0203e+01
Training Epoch 19 : 	 Train : 1.37073e+00 	 Res : 4.44204e-02 	 Enc : 4.38990e-03 	 AE : 1.08929e-03 	 MSE : 1.03811e+01
Validation Epoch 19 : 	 Train : 1.29788e+00 	 Res : 3.79465e-02 	 Enc : 4.24353e-03 	 AE : 2.04779e-04 	 MSE : 1.05710e+01
Training Epoch 19 finished, took current epoch 70.32s, cumulative time 1400.84s
Current Learning rate : 0.001
MODEL SAVED
Epoch 20, 25% 	 Loss : 1.3436e+00 	 Res : 4.1374e-02 	 Enc : 4.3152e-03 	 AEnc : 3.4560e-04 	 MSE : 9.6954e+00
Epoch 20, 50% 	 Loss : 1.3464e+00 	 Res : 4.7166e-02 	 Enc : 4.4001e-03 	 AEnc : 2.7183e-04 	 MSE : 1.0332e+01
Epoch 20, 75% 	 Loss : 1.2814e+00 	 Res : 4.1711e-02 	 Enc : 3.9914e-03 	 AEnc : 2.6849e-04 	 MSE : 1.1538e+01
Training Epoch 20 : 	 Train : 1.34857e+00 	 Res : 4.48000e-02 	 Enc : 4.26609e-03 	 AE : 3.61190e-04 	 MSE : 1.08244e+01
Validation Epoch 20 : 	 Train : 1.35800e+00 	 Res : 4.08235e-02 	 Enc : 3.74678e-03 	 AE : 1.54976e-03 	 MSE : 1.21671e+01
Training Epoch 20 finished, took current epoch 69.39s, cumulative time 1470.21s
Current Learning rate : 0.001
Epoch 21, 25% 	 Loss : 1.2633e+00 	 Res : 3.7833e-02 	 Enc : 4.0964e-03 	 AEnc : 5.0988e-04 	 MSE : 9.0969e+00
Epoch 21, 50% 	 Loss : 1.2597e+00 	 Res : 3.9314e-02 	 Enc : 4.0470e-03 	 AEnc : 4.4100e-04 	 MSE : 8.6824e+00
Epoch 21, 75% 	 Loss : 1.2488e+00 	 Res : 3.7174e-02 	 Enc : 4.0298e-03 	 AEnc : 2.9316e-04 	 MSE : 8.5208e+00
Training Epoch 21 : 	 Train : 1.25479e+00 	 Res : 3.76643e-02 	 Enc : 4.03834e-03 	 AE : 4.43182e-04 	 MSE : 8.68691e+00
Validation Epoch 21 : 	 Train : 1.22317e+00 	 Res : 3.11725e-02 	 Enc : 3.80542e-03 	 AE : 1.55932e-03 	 MSE : 8.09502e+00
Training Epoch 21 finished, took current epoch 70.21s, cumulative time 1540.40s
Current Learning rate : 0.001
MODEL SAVED
Epoch 22, 25% 	 Loss : 1.2397e+00 	 Res : 3.3601e-02 	 Enc : 3.8305e-03 	 AEnc : 3.0999e-03 	 MSE : 7.6543e+00
Epoch 22, 50% 	 Loss : 1.2402e+00 	 Res : 3.4035e-02 	 Enc : 3.8097e-03 	 AEnc : 1.0285e-03 	 MSE : 8.0306e+00
Epoch 22, 75% 	 Loss : 1.2584e+00 	 Res : 3.7967e-02 	 Enc : 4.0187e-03 	 AEnc : 8.3458e-04 	 MSE : 8.6789e+00
Training Epoch 22 : 	 Train : 1.24892e+00 	 Res : 3.63190e-02 	 Enc : 3.83833e-03 	 AE : 1.34292e-03 	 MSE : 8.77825e+00
Validation Epoch 22 : 	 Train : 1.20917e+00 	 Res : 3.60542e-02 	 Enc : 3.75737e-03 	 AE : 1.70645e-04 	 MSE : 6.37032e+00
Training Epoch 22 finished, took current epoch 70.39s, cumulative time 1610.77s
Current Learning rate : 0.001
Epoch 23, 25% 	 Loss : 1.2042e+00 	 Res : 3.4567e-02 	 Enc : 3.7752e-03 	 AEnc : 2.2854e-04 	 MSE : 8.9338e+00
Epoch 23, 50% 	 Loss : 1.2929e+00 	 Res : 4.0870e-02 	 Enc : 3.7772e-03 	 AEnc : 8.4928e-04 	 MSE : 9.6214e+00
Epoch 23, 75% 	 Loss : 1.1527e+00 	 Res : 3.0701e-02 	 Enc : 3.6925e-03 	 AEnc : 8.0050e-04 	 MSE : 7.2376e+00
Training Epoch 23 : 	 Train : 1.21000e+00 	 Res : 3.44106e-02 	 Enc : 3.70666e-03 	 AE : 7.07425e-04 	 MSE : 8.32187e+00
Validation Epoch 23 : 	 Train : 1.16747e+00 	 Res : 2.71449e-02 	 Enc : 3.69099e-03 	 AE : 2.39138e-03 	 MSE : 6.51379e+00
Training Epoch 23 finished, took current epoch 71.50s, cumulative time 1682.25s
Current Learning rate : 0.001
MODEL SAVED
Epoch 24, 25% 	 Loss : 1.1952e+00 	 Res : 3.3236e-02 	 Enc : 3.6978e-03 	 AEnc : 1.8530e-03 	 MSE : 9.1960e+00
Epoch 24, 50% 	 Loss : 1.3167e+00 	 Res : 4.2225e-02 	 Enc : 3.6515e-03 	 AEnc : 5.6945e-04 	 MSE : 1.1813e+01
Epoch 24, 75% 	 Loss : 1.5091e+00 	 Res : 5.6201e-02 	 Enc : 4.0386e-03 	 AEnc : 2.8141e-04 	 MSE : 1.7703e+01
Training Epoch 24 : 	 Train : 1.30521e+00 	 Res : 4.15107e-02 	 Enc : 3.71401e-03 	 AE : 7.36112e-04 	 MSE : 1.21278e+01
Validation Epoch 24 : 	 Train : 1.19227e+00 	 Res : 3.48518e-02 	 Enc : 3.63102e-03 	 AE : 1.92812e-04 	 MSE : 6.92269e+00
Training Epoch 24 finished, took current epoch 69.75s, cumulative time 1751.99s
Current Learning rate : 0.001
Epoch 25, 25% 	 Loss : 1.1681e+00 	 Res : 3.4770e-02 	 Enc : 3.5234e-03 	 AEnc : 2.0591e-04 	 MSE : 8.6744e+00
Epoch 25, 50% 	 Loss : 1.2063e+00 	 Res : 3.5938e-02 	 Enc : 3.7301e-03 	 AEnc : 2.4588e-04 	 MSE : 8.2363e+00
Epoch 25, 75% 	 Loss : 1.2392e+00 	 Res : 3.7637e-02 	 Enc : 3.5064e-03 	 AEnc : 1.1857e-03 	 MSE : 9.4712e+00
Training Epoch 25 : 	 Train : 1.18435e+00 	 Res : 3.42146e-02 	 Enc : 3.52131e-03 	 AE : 6.80141e-04 	 MSE : 8.21864e+00
Validation Epoch 25 : 	 Train : 1.09554e+00 	 Res : 2.38158e-02 	 Enc : 3.24597e-03 	 AE : 1.17417e-03 	 MSE : 5.87538e+00
Training Epoch 25 finished, took current epoch 70.71s, cumulative time 1822.68s
Current Learning rate : 0.001
MODEL SAVED
Epoch 26, 25% 	 Loss : 1.1395e+00 	 Res : 2.9499e-02 	 Enc : 3.4649e-03 	 AEnc : 6.2440e-04 	 MSE : 7.5112e+00
Epoch 26, 50% 	 Loss : 1.0918e+00 	 Res : 2.8510e-02 	 Enc : 3.1422e-03 	 AEnc : 4.8804e-04 	 MSE : 6.2055e+00
Epoch 26, 75% 	 Loss : 1.1707e+00 	 Res : 3.1216e-02 	 Enc : 3.3715e-03 	 AEnc : 6.2890e-04 	 MSE : 8.7099e+00
Training Epoch 26 : 	 Train : 1.14255e+00 	 Res : 3.05610e-02 	 Enc : 3.35673e-03 	 AE : 5.01348e-04 	 MSE : 8.00522e+00
Validation Epoch 26 : 	 Train : 1.15615e+00 	 Res : 2.93529e-02 	 Enc : 3.46711e-03 	 AE : 1.31707e-04 	 MSE : 9.67250e+00
Training Epoch 26 finished, took current epoch 70.18s, cumulative time 1892.85s
Current Learning rate : 0.001
Epoch 27, 25% 	 Loss : 1.1261e+00 	 Res : 2.9773e-02 	 Enc : 3.3325e-03 	 AEnc : 4.4988e-04 	 MSE : 7.9991e+00
Epoch 27, 50% 	 Loss : 1.1179e+00 	 Res : 2.8878e-02 	 Enc : 3.1748e-03 	 AEnc : 2.7776e-04 	 MSE : 8.4701e+00
Epoch 27, 75% 	 Loss : 1.1583e+00 	 Res : 3.1268e-02 	 Enc : 3.2144e-03 	 AEnc : 2.1448e-04 	 MSE : 9.3339e+00
Training Epoch 27 : 	 Train : 1.11683e+00 	 Res : 2.89708e-02 	 Enc : 3.18439e-03 	 AE : 2.80319e-04 	 MSE : 8.08903e+00
Validation Epoch 27 : 	 Train : 1.09229e+00 	 Res : 2.53303e-02 	 Enc : 2.88039e-03 	 AE : 2.11149e-04 	 MSE : 7.02294e+00
Training Epoch 27 finished, took current epoch 69.66s, cumulative time 1962.50s
Current Learning rate : 0.001
Epoch 28, 25% 	 Loss : 1.0638e+00 	 Res : 2.7645e-02 	 Enc : 3.0843e-03 	 AEnc : 2.9521e-04 	 MSE : 6.2880e+00
Epoch 28, 50% 	 Loss : 1.1385e+00 	 Res : 3.0525e-02 	 Enc : 3.1833e-03 	 AEnc : 4.9505e-04 	 MSE : 8.5115e+00
Epoch 28, 75% 	 Loss : 1.2413e+00 	 Res : 3.5333e-02 	 Enc : 3.1558e-03 	 AEnc : 1.3235e-03 	 MSE : 1.2380e+01
Training Epoch 28 : 	 Train : 1.15613e+00 	 Res : 3.16626e-02 	 Enc : 3.16346e-03 	 AE : 8.00257e-04 	 MSE : 9.41574e+00
Validation Epoch 28 : 	 Train : 1.07020e+00 	 Res : 2.14516e-02 	 Enc : 2.60646e-03 	 AE : 1.07470e-03 	 MSE : 7.35836e+00
Training Epoch 28 finished, took current epoch 69.34s, cumulative time 2031.80s
Current Learning rate : 0.001
MODEL SAVED
