Train Metrics
Epoch 0, 25% 	 Loss : 1.3944e+03 	 Res : 3.0681e+01 	 Enc : 7.4861e+01 	 AEnc : 2.8259e+01 	 MSE : 9.1209e+01
Epoch 3, 25% 	 Loss : 1.2059e+01 	 Res : 1.9071e-01 	 Enc : 1.2288e-01 	 AEnc : 1.2306e-02 	 MSE : 3.4313e+01
Epoch 3, 50% 	 Loss : 1.1535e+01 	 Res : 1.8784e-01 	 Enc : 1.0919e-01 	 AEnc : 1.2378e-02 	 MSE : 3.4632e+01
Epoch 3, 75% 	 Loss : 1.0578e+01 	 Res : 1.6478e-01 	 Enc : 9.6199e-02 	 AEnc : 1.0662e-02 	 MSE : 3.4638e+01
Training Epoch 3 : 	 Train : 1.09741e+01 	 Res : 1.73062e-01 	 Enc : 1.03412e-01 	 AE : 1.12293e-02 	 MSE : 3.39413e+01
Validation Epoch 3 : 	 Train : 9.11490e+00 	 Res : 1.37058e-01 	 Enc : 7.61436e-02 	 AE : 8.14046e-03 	 MSE : 3.27957e+01
Training Epoch 3 finished, took current epoch 71.28s, cumulative time 285.73s
Current Learning rate : 0.001
MODEL SAVED
Epoch 4, 25% 	 Loss : 8.8930e+00 	 Res : 1.3669e-01 	 Enc : 7.4663e-02 	 AEnc : 8.2521e-03 	 MSE : 3.1069e+01
Epoch 4, 50% 	 Loss : 8.9718e+00 	 Res : 1.4475e-01 	 Enc : 6.7731e-02 	 AEnc : 8.2589e-03 	 MSE : 3.1424e+01
Epoch 4, 75% 	 Loss : 8.4007e+00 	 Res : 1.2958e-01 	 Enc : 6.3668e-02 	 AEnc : 7.5105e-03 	 MSE : 3.0978e+01
Training Epoch 4 : 	 Train : 8.71167e+00 	 Res : 1.36684e-01 	 Enc : 6.65708e-02 	 AE : 8.00234e-03 	 MSE : 3.13682e+01
Validation Epoch 4 : 	 Train : 7.92862e+00 	 Res : 1.19293e-01 	 Enc : 5.26934e-02 	 AE : 6.06337e-03 	 MSE : 3.18136e+01
Training Epoch 4 finished, took current epoch 71.22s, cumulative time 356.91s
Current Learning rate : 0.001
MODEL SAVED
Epoch 5, 25% 	 Loss : 7.8252e+00 	 Res : 1.1811e-01 	 Enc : 5.4002e-02 	 AEnc : 6.7355e-03 	 MSE : 3.0208e+01
Epoch 5, 50% 	 Loss : 7.6445e+00 	 Res : 1.1465e-01 	 Enc : 5.0122e-02 	 AEnc : 6.2427e-03 	 MSE : 3.1702e+01
Epoch 5, 75% 	 Loss : 6.9297e+00 	 Res : 9.9631e-02 	 Enc : 4.2996e-02 	 AEnc : 5.5005e-03 	 MSE : 3.0462e+01
Training Epoch 5 : 	 Train : 7.33533e+00 	 Res : 1.08642e-01 	 Enc : 4.63487e-02 	 AE : 5.98377e-03 	 MSE : 3.09649e+01
Validation Epoch 5 : 	 Train : 6.63941e+00 	 Res : 9.56421e-02 	 Enc : 3.40211e-02 	 AE : 5.18673e-03 	 MSE : 3.03707e+01
Training Epoch 5 finished, took current epoch 71.37s, cumulative time 428.26s
Current Learning rate : 0.001
MODEL SAVED
Epoch 6, 25% 	 Loss : 6.3696e+00 	 Res : 9.2902e-02 	 Enc : 3.2145e-02 	 AEnc : 4.7811e-03 	 MSE : 2.9588e+01
Epoch 6, 50% 	 Loss : 6.8352e+00 	 Res : 1.0384e-01 	 Enc : 3.0806e-02 	 AEnc : 5.6882e-03 	 MSE : 3.3053e+01
Epoch 6, 75% 	 Loss : 6.5972e+00 	 Res : 1.0488e-01 	 Enc : 3.0433e-02 	 AEnc : 4.8922e-03 	 MSE : 3.3731e+01
Training Epoch 6 : 	 Train : 6.53201e+00 	 Res : 9.88905e-02 	 Enc : 3.01143e-02 	 AE : 4.99730e-03 	 MSE : 3.19969e+01
Validation Epoch 6 : 	 Train : 6.11906e+00 	 Res : 8.71429e-02 	 Enc : 2.36218e-02 	 AE : 3.94134e-03 	 MSE : 3.39831e+01
Training Epoch 6 finished, took current epoch 72.02s, cumulative time 500.23s
Current Learning rate : 0.001
MODEL SAVED
Epoch 7, 25% 	 Loss : 5.8699e+00 	 Res : 8.2719e-02 	 Enc : 2.4080e-02 	 AEnc : 4.3860e-03 	 MSE : 2.9818e+01
Epoch 7, 50% 	 Loss : 6.0258e+00 	 Res : 8.6728e-02 	 Enc : 2.3021e-02 	 AEnc : 4.2571e-03 	 MSE : 3.2478e+01
Epoch 7, 75% 	 Loss : 5.8863e+00 	 Res : 8.5553e-02 	 Enc : 2.2056e-02 	 AEnc : 4.3079e-03 	 MSE : 3.0786e+01
Training Epoch 7 : 	 Train : 5.93255e+00 	 Res : 8.47204e-02 	 Enc : 2.24501e-02 	 AE : 4.28567e-03 	 MSE : 3.13439e+01
Validation Epoch 7 : 	 Train : 5.63471e+00 	 Res : 7.74922e-02 	 Enc : 1.88592e-02 	 AE : 3.87077e-03 	 MSE : 3.01076e+01
Training Epoch 7 finished, took current epoch 71.24s, cumulative time 571.46s
Current Learning rate : 0.001
MODEL SAVED
Epoch 8, 25% 	 Loss : 5.6053e+00 	 Res : 7.7343e-02 	 Enc : 1.9488e-02 	 AEnc : 3.8312e-03 	 MSE : 2.9897e+01
Epoch 8, 50% 	 Loss : 5.5587e+00 	 Res : 7.8967e-02 	 Enc : 1.8716e-02 	 AEnc : 3.8837e-03 	 MSE : 3.0419e+01
Epoch 8, 75% 	 Loss : 5.4999e+00 	 Res : 7.7578e-02 	 Enc : 1.7394e-02 	 AEnc : 3.7830e-03 	 MSE : 3.0026e+01
Training Epoch 8 : 	 Train : 5.59733e+00 	 Res : 7.83069e-02 	 Enc : 1.83878e-02 	 AE : 3.86355e-03 	 MSE : 3.02717e+01
Validation Epoch 8 : 	 Train : 5.50326e+00 	 Res : 7.87455e-02 	 Enc : 1.80444e-02 	 AE : 3.16322e-03 	 MSE : 3.52944e+01
Training Epoch 8 finished, took current epoch 71.02s, cumulative time 642.43s
Current Learning rate : 0.001
Epoch 9, 25% 	 Loss : 5.4028e+00 	 Res : 7.5256e-02 	 Enc : 1.6781e-02 	 AEnc : 3.6081e-03 	 MSE : 2.8813e+01
Epoch 9, 50% 	 Loss : 5.4126e+00 	 Res : 7.5053e-02 	 Enc : 1.6759e-02 	 AEnc : 3.3997e-03 	 MSE : 2.9984e+01
Epoch 9, 75% 	 Loss : 5.4766e+00 	 Res : 7.4267e-02 	 Enc : 1.6494e-02 	 AEnc : 3.6442e-03 	 MSE : 3.0754e+01
Training Epoch 9 : 	 Train : 5.38297e+00 	 Res : 7.32250e-02 	 Enc : 1.64726e-02 	 AE : 3.54245e-03 	 MSE : 2.93719e+01
Validation Epoch 9 : 	 Train : 5.14722e+00 	 Res : 6.50976e-02 	 Enc : 1.43932e-02 	 AE : 3.67261e-03 	 MSE : 2.89719e+01
Training Epoch 9 finished, took current epoch 70.93s, cumulative time 713.32s
Current Learning rate : 0.001
MODEL SAVED
Epoch 10, 25% 	 Loss : 5.2539e+00 	 Res : 6.7999e-02 	 Enc : 1.5110e-02 	 AEnc : 3.5649e-03 	 MSE : 2.8666e+01
Epoch 10, 50% 	 Loss : 5.0662e+00 	 Res : 6.7459e-02 	 Enc : 1.4553e-02 	 AEnc : 3.3613e-03 	 MSE : 2.7109e+01
Epoch 10, 75% 	 Loss : 5.0754e+00 	 Res : 6.6630e-02 	 Enc : 1.4183e-02 	 AEnc : 2.9712e-03 	 MSE : 2.7739e+01
Training Epoch 10 : 	 Train : 5.09291e+00 	 Res : 6.62446e-02 	 Enc : 1.43693e-02 	 AE : 3.20793e-03 	 MSE : 2.77513e+01
Validation Epoch 10 : 	 Train : 5.00892e+00 	 Res : 6.52737e-02 	 Enc : 1.51718e-02 	 AE : 2.44842e-03 	 MSE : 2.30441e+01
Training Epoch 10 finished, took current epoch 71.78s, cumulative time 785.08s
Current Learning rate : 0.001
Epoch 11, 25% 	 Loss : 4.7829e+00 	 Res : 5.8141e-02 	 Enc : 1.3554e-02 	 AEnc : 2.6145e-03 	 MSE : 2.4719e+01
Epoch 11, 50% 	 Loss : 4.9691e+00 	 Res : 6.4258e-02 	 Enc : 1.3184e-02 	 AEnc : 2.8403e-03 	 MSE : 2.6497e+01
Epoch 11, 75% 	 Loss : 4.9718e+00 	 Res : 6.3572e-02 	 Enc : 1.2746e-02 	 AEnc : 2.9073e-03 	 MSE : 2.7561e+01
Training Epoch 11 : 	 Train : 4.88866e+00 	 Res : 6.13920e-02 	 Enc : 1.30420e-02 	 AE : 2.72301e-03 	 MSE : 2.62691e+01
Validation Epoch 11 : 	 Train : 4.73434e+00 	 Res : 5.51853e-02 	 Enc : 1.21546e-02 	 AE : 2.17592e-03 	 MSE : 2.38683e+01
Training Epoch 11 finished, took current epoch 71.14s, cumulative time 856.20s
Current Learning rate : 0.001
MODEL SAVED
Epoch 12, 25% 	 Loss : 4.8407e+00 	 Res : 6.0006e-02 	 Enc : 1.2324e-02 	 AEnc : 2.5690e-03 	 MSE : 2.5856e+01
Epoch 12, 50% 	 Loss : 4.8589e+00 	 Res : 5.9018e-02 	 Enc : 1.2259e-02 	 AEnc : 2.5657e-03 	 MSE : 2.5665e+01
Epoch 12, 75% 	 Loss : 4.7481e+00 	 Res : 5.8848e-02 	 Enc : 1.2263e-02 	 AEnc : 2.4110e-03 	 MSE : 2.7331e+01
Training Epoch 12 : 	 Train : 4.76447e+00 	 Res : 5.81910e-02 	 Enc : 1.21498e-02 	 AE : 2.43602e-03 	 MSE : 2.59518e+01
Validation Epoch 12 : 	 Train : 4.65260e+00 	 Res : 5.32352e-02 	 Enc : 1.14119e-02 	 AE : 2.43592e-03 	 MSE : 2.34547e+01
Training Epoch 12 finished, took current epoch 71.46s, cumulative time 927.62s
Current Learning rate : 0.001
MODEL SAVED
Epoch 13, 25% 	 Loss : 4.7931e+00 	 Res : 5.8374e-02 	 Enc : 1.1767e-02 	 AEnc : 2.4642e-03 	 MSE : 2.6914e+01
Epoch 13, 50% 	 Loss : 4.6869e+00 	 Res : 5.5386e-02 	 Enc : 1.1827e-02 	 AEnc : 2.3165e-03 	 MSE : 2.5934e+01
Epoch 13, 75% 	 Loss : 4.5688e+00 	 Res : 5.4435e-02 	 Enc : 1.1336e-02 	 AEnc : 2.2126e-03 	 MSE : 2.4474e+01
Training Epoch 13 : 	 Train : 4.65200e+00 	 Res : 5.53671e-02 	 Enc : 1.14962e-02 	 AE : 2.30021e-03 	 MSE : 2.54600e+01
Validation Epoch 13 : 	 Train : 4.51866e+00 	 Res : 5.00104e-02 	 Enc : 1.06772e-02 	 AE : 1.82878e-03 	 MSE : 2.32900e+01
Training Epoch 13 finished, took current epoch 71.29s, cumulative time 998.88s
Current Learning rate : 0.001
MODEL SAVED
Epoch 14, 25% 	 Loss : 4.6515e+00 	 Res : 5.3220e-02 	 Enc : 1.1161e-02 	 AEnc : 2.1766e-03 	 MSE : 2.4970e+01
Epoch 14, 50% 	 Loss : 4.4739e+00 	 Res : 5.0994e-02 	 Enc : 1.0838e-02 	 AEnc : 1.9646e-03 	 MSE : 2.4050e+01
Epoch 14, 75% 	 Loss : 4.4781e+00 	 Res : 5.0815e-02 	 Enc : 1.0845e-02 	 AEnc : 1.9910e-03 	 MSE : 2.4258e+01
Training Epoch 14 : 	 Train : 4.54172e+00 	 Res : 5.22929e-02 	 Enc : 1.09109e-02 	 AE : 2.06055e-03 	 MSE : 2.47767e+01
Validation Epoch 14 : 	 Train : 4.43354e+00 	 Res : 4.77526e-02 	 Enc : 1.03012e-02 	 AE : 1.71582e-03 	 MSE : 2.22896e+01
Training Epoch 14 finished, took current epoch 71.88s, cumulative time 1070.74s
Current Learning rate : 0.001
MODEL SAVED
Epoch 15, 25% 	 Loss : 4.4100e+00 	 Res : 4.9129e-02 	 Enc : 1.0416e-02 	 AEnc : 2.0039e-03 	 MSE : 2.2863e+01
Epoch 15, 50% 	 Loss : 4.3554e+00 	 Res : 4.8037e-02 	 Enc : 1.0312e-02 	 AEnc : 1.9180e-03 	 MSE : 2.3608e+01
Epoch 15, 75% 	 Loss : 4.5923e+00 	 Res : 5.2804e-02 	 Enc : 1.0354e-02 	 AEnc : 2.0998e-03 	 MSE : 2.6124e+01
Training Epoch 15 : 	 Train : 4.43855e+00 	 Res : 4.94164e-02 	 Enc : 1.03312e-02 	 AE : 1.95686e-03 	 MSE : 2.41838e+01
Validation Epoch 15 : 	 Train : 4.26351e+00 	 Res : 4.22201e-02 	 Enc : 9.79488e-03 	 AE : 1.92222e-03 	 MSE : 2.20610e+01
Training Epoch 15 finished, took current epoch 70.78s, cumulative time 1141.49s
Current Learning rate : 0.001
MODEL SAVED
Epoch 16, 25% 	 Loss : 4.3413e+00 	 Res : 4.7576e-02 	 Enc : 1.0059e-02 	 AEnc : 1.8749e-03 	 MSE : 2.3229e+01
Epoch 16, 50% 	 Loss : 4.4585e+00 	 Res : 4.9103e-02 	 Enc : 1.0148e-02 	 AEnc : 1.9592e-03 	 MSE : 2.3774e+01
Epoch 16, 75% 	 Loss : 4.3201e+00 	 Res : 4.6084e-02 	 Enc : 9.8265e-03 	 AEnc : 1.7709e-03 	 MSE : 2.4508e+01
Training Epoch 16 : 	 Train : 4.34823e+00 	 Res : 4.70609e-02 	 Enc : 9.93897e-03 	 AE : 1.83761e-03 	 MSE : 2.35334e+01
Validation Epoch 16 : 	 Train : 4.22179e+00 	 Res : 4.15894e-02 	 Enc : 9.68789e-03 	 AE : 1.62098e-03 	 MSE : 2.07239e+01
Training Epoch 16 finished, took current epoch 71.19s, cumulative time 1212.67s
Current Learning rate : 0.001
MODEL SAVED
Epoch 17, 25% 	 Loss : 4.3231e+00 	 Res : 4.5584e-02 	 Enc : 9.6644e-03 	 AEnc : 1.7987e-03 	 MSE : 2.3159e+01
Epoch 17, 50% 	 Loss : 4.1388e+00 	 Res : 4.3132e-02 	 Enc : 9.3776e-03 	 AEnc : 1.6134e-03 	 MSE : 2.2053e+01
Epoch 17, 75% 	 Loss : 4.3306e+00 	 Res : 4.5567e-02 	 Enc : 9.3455e-03 	 AEnc : 1.7498e-03 	 MSE : 2.3665e+01
Training Epoch 17 : 	 Train : 4.25605e+00 	 Res : 4.45840e-02 	 Enc : 9.45661e-03 	 AE : 1.73319e-03 	 MSE : 2.29558e+01
Validation Epoch 17 : 	 Train : 4.13406e+00 	 Res : 3.93183e-02 	 Enc : 9.04603e-03 	 AE : 1.35114e-03 	 MSE : 2.07774e+01
Training Epoch 17 finished, took current epoch 71.13s, cumulative time 1283.78s
Current Learning rate : 0.001
MODEL SAVED
Epoch 18, 25% 	 Loss : 4.1244e+00 	 Res : 4.1305e-02 	 Enc : 9.2270e-03 	 AEnc : 1.5884e-03 	 MSE : 2.1805e+01
Epoch 18, 50% 	 Loss : 4.1710e+00 	 Res : 4.3665e-02 	 Enc : 9.2069e-03 	 AEnc : 1.6551e-03 	 MSE : 2.2437e+01
Epoch 18, 75% 	 Loss : 4.1124e+00 	 Res : 4.2421e-02 	 Enc : 9.0397e-03 	 AEnc : 1.6919e-03 	 MSE : 2.1737e+01
Training Epoch 18 : 	 Train : 4.18833e+00 	 Res : 4.31441e-02 	 Enc : 9.13601e-03 	 AE : 1.64349e-03 	 MSE : 2.25000e+01
Validation Epoch 18 : 	 Train : 4.05073e+00 	 Res : 3.77627e-02 	 Enc : 8.72673e-03 	 AE : 1.50018e-03 	 MSE : 2.04092e+01
Training Epoch 18 finished, took current epoch 71.63s, cumulative time 1355.38s
Current Learning rate : 0.001
MODEL SAVED
Epoch 19, 25% 	 Loss : 4.1600e+00 	 Res : 4.0908e-02 	 Enc : 8.9065e-03 	 AEnc : 1.5699e-03 	 MSE : 2.1562e+01
Epoch 19, 50% 	 Loss : 4.0783e+00 	 Res : 4.0396e-02 	 Enc : 8.8418e-03 	 AEnc : 1.6096e-03 	 MSE : 2.1840e+01
Epoch 19, 75% 	 Loss : 4.1409e+00 	 Res : 4.0646e-02 	 Enc : 8.7736e-03 	 AEnc : 1.4658e-03 	 MSE : 2.1760e+01
Training Epoch 19 : 	 Train : 4.10784e+00 	 Res : 4.08921e-02 	 Enc : 8.79207e-03 	 AE : 1.57045e-03 	 MSE : 2.17344e+01
Validation Epoch 19 : 	 Train : 4.08935e+00 	 Res : 3.80231e-02 	 Enc : 8.40001e-03 	 AE : 1.42882e-03 	 MSE : 2.02215e+01
Training Epoch 19 finished, took current epoch 71.77s, cumulative time 1427.13s
Current Learning rate : 0.001
Epoch 20, 25% 	 Loss : 4.1429e+00 	 Res : 4.0304e-02 	 Enc : 8.7555e-03 	 AEnc : 1.4782e-03 	 MSE : 2.2173e+01
Epoch 20, 50% 	 Loss : 3.9318e+00 	 Res : 3.5245e-02 	 Enc : 8.2064e-03 	 AEnc : 1.6697e-03 	 MSE : 2.0124e+01
Epoch 20, 75% 	 Loss : 3.7473e+00 	 Res : 3.2632e-02 	 Enc : 8.1121e-03 	 AEnc : 2.1671e-03 	 MSE : 1.8274e+01
Training Epoch 20 : 	 Train : 3.95495e+00 	 Res : 3.54440e-02 	 Enc : 8.35755e-03 	 AE : 1.80749e-03 	 MSE : 2.02228e+01
Validation Epoch 20 : 	 Train : 3.85507e+00 	 Res : 3.21486e-02 	 Enc : 7.88809e-03 	 AE : 1.12756e-03 	 MSE : 2.17521e+01
Training Epoch 20 finished, took current epoch 71.58s, cumulative time 1498.68s
Current Learning rate : 0.001
MODEL SAVED
Epoch 21, 25% 	 Loss : 3.7877e+00 	 Res : 3.0348e-02 	 Enc : 7.8319e-03 	 AEnc : 1.3018e-03 	 MSE : 1.8918e+01
Epoch 21, 50% 	 Loss : 3.7803e+00 	 Res : 3.1629e-02 	 Enc : 7.7445e-03 	 AEnc : 1.3296e-03 	 MSE : 1.9110e+01
Epoch 21, 75% 	 Loss : 3.8031e+00 	 Res : 3.0621e-02 	 Enc : 7.6855e-03 	 AEnc : 1.3159e-03 	 MSE : 1.8853e+01
Training Epoch 21 : 	 Train : 3.80077e+00 	 Res : 3.09189e-02 	 Enc : 7.73559e-03 	 AE : 1.30660e-03 	 MSE : 1.89815e+01
Validation Epoch 21 : 	 Train : 3.91796e+00 	 Res : 3.91154e-02 	 Enc : 8.19046e-03 	 AE : 9.47884e-04 	 MSE : 2.34215e+01
Training Epoch 21 finished, took current epoch 70.64s, cumulative time 1569.31s
Current Learning rate : 0.001
Epoch 22, 25% 	 Loss : 3.8287e+00 	 Res : 3.5405e-02 	 Enc : 7.6669e-03 	 AEnc : 1.6578e-03 	 MSE : 1.8750e+01
Epoch 22, 50% 	 Loss : 3.8662e+00 	 Res : 3.2547e-02 	 Enc : 7.2977e-03 	 AEnc : 1.4355e-03 	 MSE : 1.9689e+01
Epoch 22, 75% 	 Loss : 3.8130e+00 	 Res : 3.1207e-02 	 Enc : 7.3014e-03 	 AEnc : 1.3306e-03 	 MSE : 1.8646e+01
Training Epoch 22 : 	 Train : 3.79179e+00 	 Res : 3.21090e-02 	 Enc : 7.31153e-03 	 AE : 1.43355e-03 	 MSE : 1.88343e+01
Validation Epoch 22 : 	 Train : 3.73704e+00 	 Res : 3.07839e-02 	 Enc : 6.91429e-03 	 AE : 1.29810e-03 	 MSE : 2.01901e+01
Training Epoch 22 finished, took current epoch 71.63s, cumulative time 1640.92s
Current Learning rate : 0.001
MODEL SAVED
Epoch 23, 25% 	 Loss : 3.6374e+00 	 Res : 2.7537e-02 	 Enc : 6.9993e-03 	 AEnc : 1.1376e-03 	 MSE : 1.7852e+01
Epoch 23, 50% 	 Loss : 3.6616e+00 	 Res : 2.6756e-02 	 Enc : 6.9490e-03 	 AEnc : 1.1574e-03 	 MSE : 1.7275e+01
Epoch 23, 75% 	 Loss : 3.6106e+00 	 Res : 2.6445e-02 	 Enc : 6.7707e-03 	 AEnc : 1.0608e-03 	 MSE : 1.6835e+01
Training Epoch 23 : 	 Train : 3.65031e+00 	 Res : 2.69959e-02 	 Enc : 6.88059e-03 	 AE : 1.13547e-03 	 MSE : 1.74445e+01
Validation Epoch 23 : 	 Train : 3.60397e+00 	 Res : 2.53773e-02 	 Enc : 6.39146e-03 	 AE : 8.82730e-04 	 MSE : 1.94347e+01
Training Epoch 23 finished, took current epoch 72.68s, cumulative time 1713.58s
Current Learning rate : 0.001
MODEL SAVED
Epoch 24, 25% 	 Loss : 3.5376e+00 	 Res : 2.4889e-02 	 Enc : 6.6451e-03 	 AEnc : 1.0312e-03 	 MSE : 1.6589e+01
Epoch 24, 50% 	 Loss : 3.6525e+00 	 Res : 2.6277e-02 	 Enc : 6.5123e-03 	 AEnc : 1.0311e-03 	 MSE : 1.7338e+01
Epoch 24, 75% 	 Loss : 3.6871e+00 	 Res : 2.6371e-02 	 Enc : 6.7989e-03 	 AEnc : 1.1022e-03 	 MSE : 1.7412e+01
Training Epoch 24 : 	 Train : 3.60363e+00 	 Res : 2.57735e-02 	 Enc : 6.61324e-03 	 AE : 1.06822e-03 	 MSE : 1.69741e+01
Validation Epoch 24 : 	 Train : 3.61293e+00 	 Res : 2.78322e-02 	 Enc : 6.41483e-03 	 AE : 7.32808e-04 	 MSE : 2.00513e+01
Training Epoch 24 finished, took current epoch 73.09s, cumulative time 1786.66s
Current Learning rate : 0.001
Epoch 25, 25% 	 Loss : 3.5475e+00 	 Res : 2.6298e-02 	 Enc : 6.4097e-03 	 AEnc : 1.1970e-03 	 MSE : 1.6373e+01
Epoch 25, 50% 	 Loss : 3.7053e+00 	 Res : 2.8372e-02 	 Enc : 6.6067e-03 	 AEnc : 2.3802e-03 	 MSE : 1.7454e+01
Epoch 25, 75% 	 Loss : 3.8224e+00 	 Res : 3.4210e-02 	 Enc : 6.6254e-03 	 AEnc : 2.1241e-03 	 MSE : 1.9770e+01
Training Epoch 25 : 	 Train : 3.66361e+00 	 Res : 2.87419e-02 	 Enc : 6.47630e-03 	 AE : 1.68225e-03 	 MSE : 1.75103e+01
Validation Epoch 25 : 	 Train : 3.52921e+00 	 Res : 2.33604e-02 	 Enc : 5.98838e-03 	 AE : 1.78650e-03 	 MSE : 1.71554e+01
Training Epoch 25 finished, took current epoch 72.59s, cumulative time 1859.23s
Current Learning rate : 0.001
MODEL SAVED
Epoch 26, 25% 	 Loss : 3.6771e+00 	 Res : 2.9557e-02 	 Enc : 6.2459e-03 	 AEnc : 1.3374e-03 	 MSE : 1.7064e+01
Epoch 26, 50% 	 Loss : 3.5671e+00 	 Res : 2.4265e-02 	 Enc : 6.1250e-03 	 AEnc : 9.8171e-04 	 MSE : 1.5725e+01
Epoch 26, 75% 	 Loss : 3.6745e+00 	 Res : 2.9676e-02 	 Enc : 6.2439e-03 	 AEnc : 1.0492e-03 	 MSE : 1.7602e+01
Training Epoch 26 : 	 Train : 3.60642e+00 	 Res : 2.74031e-02 	 Enc : 6.13218e-03 	 AE : 1.11750e-03 	 MSE : 1.67136e+01
Validation Epoch 26 : 	 Train : 3.52327e+00 	 Res : 2.39077e-02 	 Enc : 5.67939e-03 	 AE : 5.85704e-04 	 MSE : 1.73603e+01
Training Epoch 26 finished, took current epoch 72.15s, cumulative time 1931.36s
Current Learning rate : 0.001
Epoch 27, 25% 	 Loss : 3.6304e+00 	 Res : 2.8747e-02 	 Enc : 6.0615e-03 	 AEnc : 1.0474e-03 	 MSE : 1.7027e+01
Epoch 27, 50% 	 Loss : 3.5633e+00 	 Res : 2.6252e-02 	 Enc : 6.0903e-03 	 AEnc : 1.0753e-03 	 MSE : 1.6195e+01
Epoch 27, 75% 	 Loss : 3.6450e+00 	 Res : 2.9654e-02 	 Enc : 5.9763e-03 	 AEnc : 1.0477e-03 	 MSE : 1.7950e+01
Training Epoch 27 : 	 Train : 3.59619e+00 	 Res : 2.76946e-02 	 Enc : 5.96981e-03 	 AE : 1.05317e-03 	 MSE : 1.67027e+01
Validation Epoch 27 : 	 Train : 3.51721e+00 	 Res : 2.21240e-02 	 Enc : 5.50423e-03 	 AE : 9.53587e-04 	 MSE : 1.65566e+01
Training Epoch 27 finished, took current epoch 71.93s, cumulative time 2003.27s
Current Learning rate : 0.001
MODEL SAVED
Epoch 28, 25% 	 Loss : 3.4263e+00 	 Res : 2.2848e-02 	 Enc : 5.6514e-03 	 AEnc : 1.0218e-03 	 MSE : 1.5679e+01
Epoch 28, 50% 	 Loss : 3.4936e+00 	 Res : 2.3281e-02 	 Enc : 5.8097e-03 	 AEnc : 8.9413e-04 	 MSE : 1.5984e+01
Epoch 28, 75% 	 Loss : 3.4672e+00 	 Res : 2.1393e-02 	 Enc : 5.6668e-03 	 AEnc : 8.4765e-04 	 MSE : 1.5176e+01
Training Epoch 28 : 	 Train : 3.46747e+00 	 Res : 2.23182e-02 	 Enc : 5.69388e-03 	 AE : 9.17068e-04 	 MSE : 1.54661e+01
Validation Epoch 28 : 	 Train : 3.55655e+00 	 Res : 2.59776e-02 	 Enc : 5.40076e-03 	 AE : 7.39925e-04 	 MSE : 1.88920e+01
Training Epoch 28 finished, took current epoch 71.36s, cumulative time 2074.62s
