Train Metrics
Epoch 0, 25% 	 Loss : 4.1236e+03 	 Res : 1.1814e+02 	 Enc : 3.2258e+02 	 AEnc : 2.7715e+01 	 MSE : 1.0452e+02
Epoch 3, 50% 	 Loss : 4.8516e+00 	 Res : 2.0047e-01 	 Enc : 5.5293e-02 	 AEnc : 2.7874e-03 	 MSE : 2.1685e+01
Epoch 3, 75% 	 Loss : 4.0509e+00 	 Res : 1.5560e-01 	 Enc : 4.1115e-02 	 AEnc : 2.5079e-03 	 MSE : 1.9311e+01
Training Epoch 3 : 	 Train : 4.70344e+00 	 Res : 1.84137e-01 	 Enc : 5.54083e-02 	 AE : 3.22421e-03 	 MSE : 2.08373e+01
Validation Epoch 3 : 	 Train : 3.23405e+00 	 Res : 1.09008e-01 	 Enc : 3.01579e-02 	 AE : 2.13586e-03 	 MSE : 1.38719e+01
Training Epoch 3 finished, took current epoch 57.00s, cumulative time 230.23s
Current Learning rate : 0.001
MODEL SAVED
Epoch 4, 25% 	 Loss : 3.0541e+00 	 Res : 1.0422e-01 	 Enc : 2.8219e-02 	 AEnc : 2.1745e-03 	 MSE : 1.4023e+01
Epoch 4, 50% 	 Loss : 2.9752e+00 	 Res : 1.0242e-01 	 Enc : 2.6492e-02 	 AEnc : 2.2671e-03 	 MSE : 1.4615e+01
Epoch 4, 75% 	 Loss : 2.5976e+00 	 Res : 8.2680e-02 	 Enc : 2.1200e-02 	 AEnc : 2.5931e-03 	 MSE : 1.1913e+01
Training Epoch 4 : 	 Train : 2.76054e+00 	 Res : 9.05045e-02 	 Enc : 2.34938e-02 	 AE : 2.35125e-03 	 MSE : 1.28446e+01
Validation Epoch 4 : 	 Train : 2.26169e+00 	 Res : 6.52836e-02 	 Enc : 1.67450e-02 	 AE : 1.94242e-03 	 MSE : 9.04647e+00
Training Epoch 4 finished, took current epoch 56.61s, cumulative time 286.79s
Current Learning rate : 0.001
MODEL SAVED
Epoch 5, 25% 	 Loss : 2.2839e+00 	 Res : 7.3365e-02 	 Enc : 1.6353e-02 	 AEnc : 2.5157e-03 	 MSE : 1.0420e+01
Epoch 5, 50% 	 Loss : 2.1648e+00 	 Res : 6.5005e-02 	 Enc : 1.4818e-02 	 AEnc : 2.3033e-03 	 MSE : 9.1826e+00
Epoch 5, 75% 	 Loss : 2.1008e+00 	 Res : 6.8756e-02 	 Enc : 1.3889e-02 	 AEnc : 2.2292e-03 	 MSE : 9.7372e+00
Training Epoch 5 : 	 Train : 2.15889e+00 	 Res : 6.93085e-02 	 Enc : 1.44994e-02 	 AE : 2.37357e-03 	 MSE : 9.39879e+00
Validation Epoch 5 : 	 Train : 1.85718e+00 	 Res : 4.83700e-02 	 Enc : 1.19063e-02 	 AE : 1.96052e-03 	 MSE : 7.17251e+00
Training Epoch 5 finished, took current epoch 56.15s, cumulative time 342.89s
Current Learning rate : 0.001
MODEL SAVED
Epoch 6, 25% 	 Loss : 1.8838e+00 	 Res : 5.6228e-02 	 Enc : 1.1672e-02 	 AEnc : 2.4888e-03 	 MSE : 8.0449e+00
Epoch 6, 50% 	 Loss : 1.8151e+00 	 Res : 5.0066e-02 	 Enc : 1.0671e-02 	 AEnc : 3.0142e-03 	 MSE : 7.5297e+00
Epoch 6, 75% 	 Loss : 1.6682e+00 	 Res : 4.4526e-02 	 Enc : 9.9301e-03 	 AEnc : 2.2178e-03 	 MSE : 6.3765e+00
Training Epoch 6 : 	 Train : 1.75684e+00 	 Res : 4.87053e-02 	 Enc : 1.03554e-02 	 AE : 2.54589e-03 	 MSE : 7.11142e+00
Validation Epoch 6 : 	 Train : 1.52810e+00 	 Res : 3.66975e-02 	 Enc : 8.65996e-03 	 AE : 2.62530e-03 	 MSE : 5.95557e+00
Training Epoch 6 finished, took current epoch 56.05s, cumulative time 398.89s
Current Learning rate : 0.001
MODEL SAVED
Epoch 7, 25% 	 Loss : 1.5444e+00 	 Res : 4.1126e-02 	 Enc : 8.6191e-03 	 AEnc : 2.6274e-03 	 MSE : 6.2333e+00
Epoch 7, 50% 	 Loss : 1.4682e+00 	 Res : 4.0096e-02 	 Enc : 8.0481e-03 	 AEnc : 1.8832e-03 	 MSE : 5.6552e+00
Epoch 7, 75% 	 Loss : 1.4757e+00 	 Res : 4.0193e-02 	 Enc : 7.8936e-03 	 AEnc : 1.7483e-03 	 MSE : 5.7057e+00
Training Epoch 7 : 	 Train : 1.48667e+00 	 Res : 4.08624e-02 	 Enc : 8.01992e-03 	 AE : 2.10273e-03 	 MSE : 5.82058e+00
Validation Epoch 7 : 	 Train : 1.31227e+00 	 Res : 3.10313e-02 	 Enc : 7.04529e-03 	 AE : 1.91604e-03 	 MSE : 4.88161e+00
Training Epoch 7 finished, took current epoch 56.80s, cumulative time 455.64s
Current Learning rate : 0.001
MODEL SAVED
Epoch 8, 25% 	 Loss : 1.3792e+00 	 Res : 3.8798e-02 	 Enc : 7.1655e-03 	 AEnc : 2.3927e-03 	 MSE : 5.4197e+00
Epoch 8, 50% 	 Loss : 1.2879e+00 	 Res : 3.2733e-02 	 Enc : 6.7058e-03 	 AEnc : 1.9232e-03 	 MSE : 4.8735e+00
Epoch 8, 75% 	 Loss : 1.3022e+00 	 Res : 3.2962e-02 	 Enc : 6.4970e-03 	 AEnc : 1.2013e-03 	 MSE : 5.0019e+00
Training Epoch 8 : 	 Train : 1.29607e+00 	 Res : 3.38206e-02 	 Enc : 6.63543e-03 	 AE : 1.67439e-03 	 MSE : 4.98504e+00
Validation Epoch 8 : 	 Train : 1.19005e+00 	 Res : 3.48831e-02 	 Enc : 6.30448e-03 	 AE : 1.08978e-03 	 MSE : 3.05257e+00
Training Epoch 8 finished, took current epoch 56.31s, cumulative time 511.94s
Current Learning rate : 0.001
Epoch 9, 25% 	 Loss : 1.1397e+00 	 Res : 2.8869e-02 	 Enc : 5.6364e-03 	 AEnc : 7.6885e-04 	 MSE : 4.3151e+00
Epoch 9, 50% 	 Loss : 1.1533e+00 	 Res : 3.0280e-02 	 Enc : 5.4099e-03 	 AEnc : 7.1689e-04 	 MSE : 4.3551e+00
Epoch 9, 75% 	 Loss : 1.1180e+00 	 Res : 2.8293e-02 	 Enc : 5.1063e-03 	 AEnc : 8.3221e-04 	 MSE : 4.1587e+00
Training Epoch 9 : 	 Train : 1.12429e+00 	 Res : 2.88334e-02 	 Enc : 5.24742e-03 	 AE : 7.25234e-04 	 MSE : 4.25377e+00
Validation Epoch 9 : 	 Train : 1.02374e+00 	 Res : 2.36979e-02 	 Enc : 4.38176e-03 	 AE : 5.03447e-04 	 MSE : 4.49759e+00
Training Epoch 9 finished, took current epoch 55.30s, cumulative time 567.20s
Current Learning rate : 0.001
MODEL SAVED
Epoch 10, 25% 	 Loss : 1.0480e+00 	 Res : 3.0194e-02 	 Enc : 4.5306e-03 	 AEnc : 6.4564e-04 	 MSE : 4.2960e+00
Epoch 10, 50% 	 Loss : 1.0773e+00 	 Res : 2.9455e-02 	 Enc : 4.4630e-03 	 AEnc : 1.4436e-03 	 MSE : 4.2728e+00
Epoch 10, 75% 	 Loss : 1.0726e+00 	 Res : 2.8463e-02 	 Enc : 4.1780e-03 	 AEnc : 1.1606e-03 	 MSE : 4.0232e+00
Training Epoch 10 : 	 Train : 1.05130e+00 	 Res : 2.80965e-02 	 Enc : 4.29008e-03 	 AE : 9.51855e-04 	 MSE : 4.08745e+00
Validation Epoch 10 : 	 Train : 9.98340e-01 	 Res : 2.72884e-02 	 Enc : 3.73477e-03 	 AE : 2.33243e-04 	 MSE : 4.94195e+00
Training Epoch 10 finished, took current epoch 57.28s, cumulative time 624.46s
Current Learning rate : 0.001
Epoch 11, 25% 	 Loss : 9.9358e-01 	 Res : 2.7390e-02 	 Enc : 3.8030e-03 	 AEnc : 7.6571e-04 	 MSE : 3.9401e+00
Epoch 11, 50% 	 Loss : 9.6089e-01 	 Res : 2.3692e-02 	 Enc : 3.6762e-03 	 AEnc : 2.2486e-04 	 MSE : 3.5968e+00
Epoch 11, 75% 	 Loss : 1.0134e+00 	 Res : 3.1611e-02 	 Enc : 3.6832e-03 	 AEnc : 2.5277e-04 	 MSE : 4.3310e+00
Training Epoch 11 : 	 Train : 9.85755e-01 	 Res : 2.81693e-02 	 Enc : 3.67569e-03 	 AE : 4.10159e-04 	 MSE : 4.01118e+00
Validation Epoch 11 : 	 Train : 9.61360e-01 	 Res : 2.86807e-02 	 Enc : 3.75978e-03 	 AE : 3.85849e-04 	 MSE : 3.23094e+00
Training Epoch 11 finished, took current epoch 57.29s, cumulative time 681.73s
Current Learning rate : 0.001
Epoch 12, 25% 	 Loss : 9.7583e-01 	 Res : 2.5745e-02 	 Enc : 3.3632e-03 	 AEnc : 1.1200e-03 	 MSE : 3.7696e+00
Epoch 12, 50% 	 Loss : 9.0614e-01 	 Res : 2.2140e-02 	 Enc : 3.1986e-03 	 AEnc : 5.7358e-04 	 MSE : 3.3181e+00
Epoch 12, 75% 	 Loss : 8.5938e-01 	 Res : 2.0190e-02 	 Enc : 3.0295e-03 	 AEnc : 5.2825e-04 	 MSE : 3.1198e+00
Training Epoch 12 : 	 Train : 9.08726e-01 	 Res : 2.25703e-02 	 Enc : 3.11866e-03 	 AE : 6.33682e-04 	 MSE : 3.46451e+00
Validation Epoch 12 : 	 Train : 9.60178e-01 	 Res : 4.07969e-02 	 Enc : 3.29769e-03 	 AE : 2.08610e-04 	 MSE : 1.84449e+00
Training Epoch 12 finished, took current epoch 56.41s, cumulative time 738.13s
Current Learning rate : 0.001
Epoch 13, 25% 	 Loss : 9.3005e-01 	 Res : 2.8366e-02 	 Enc : 2.9826e-03 	 AEnc : 3.6677e-04 	 MSE : 3.6689e+00
Epoch 13, 50% 	 Loss : 9.1191e-01 	 Res : 2.6860e-02 	 Enc : 2.8467e-03 	 AEnc : 4.3205e-04 	 MSE : 3.9678e+00
Epoch 13, 75% 	 Loss : 8.3861e-01 	 Res : 2.3362e-02 	 Enc : 2.7192e-03 	 AEnc : 2.2451e-04 	 MSE : 3.6260e+00
Training Epoch 13 : 	 Train : 8.77756e-01 	 Res : 2.45381e-02 	 Enc : 2.77856e-03 	 AE : 3.29087e-04 	 MSE : 3.54846e+00
Validation Epoch 13 : 	 Train : 8.25600e-01 	 Res : 2.36116e-02 	 Enc : 2.43925e-03 	 AE : 1.16098e-04 	 MSE : 2.72745e+00
Training Epoch 13 finished, took current epoch 56.28s, cumulative time 794.37s
Current Learning rate : 0.001
MODEL SAVED
Epoch 14, 25% 	 Loss : 8.1675e-01 	 Res : 1.8955e-02 	 Enc : 2.4619e-03 	 AEnc : 3.8930e-04 	 MSE : 2.9114e+00
Epoch 14, 50% 	 Loss : 7.8742e-01 	 Res : 1.8560e-02 	 Enc : 2.3491e-03 	 AEnc : 4.5313e-04 	 MSE : 2.6650e+00
Epoch 14, 75% 	 Loss : 8.1440e-01 	 Res : 1.8370e-02 	 Enc : 2.2895e-03 	 AEnc : 6.2192e-04 	 MSE : 2.8158e+00
Training Epoch 14 : 	 Train : 8.12976e-01 	 Res : 1.97721e-02 	 Enc : 2.35441e-03 	 AE : 4.95404e-04 	 MSE : 2.92400e+00
Validation Epoch 14 : 	 Train : 7.84220e-01 	 Res : 1.97036e-02 	 Enc : 2.28720e-03 	 AE : 7.07426e-04 	 MSE : 1.49707e+00
Training Epoch 14 finished, took current epoch 56.51s, cumulative time 850.82s
Current Learning rate : 0.001
MODEL SAVED
Epoch 15, 25% 	 Loss : 7.9079e-01 	 Res : 1.9799e-02 	 Enc : 2.2164e-03 	 AEnc : 2.8544e-04 	 MSE : 2.7685e+00
Epoch 15, 50% 	 Loss : 7.5896e-01 	 Res : 1.6869e-02 	 Enc : 2.1456e-03 	 AEnc : 1.6452e-04 	 MSE : 2.5408e+00
Epoch 15, 75% 	 Loss : 7.6866e-01 	 Res : 1.8012e-02 	 Enc : 2.0987e-03 	 AEnc : 3.1309e-04 	 MSE : 2.4189e+00
Training Epoch 15 : 	 Train : 7.72292e-01 	 Res : 1.77642e-02 	 Enc : 2.13303e-03 	 AE : 4.40939e-04 	 MSE : 2.49540e+00
Validation Epoch 15 : 	 Train : 7.69307e-01 	 Res : 1.46997e-02 	 Enc : 1.91821e-03 	 AE : 2.54996e-03 	 MSE : 2.42119e+00
Training Epoch 15 finished, took current epoch 56.65s, cumulative time 907.42s
Current Learning rate : 0.001
MODEL SAVED
Epoch 16, 25% 	 Loss : 8.0079e-01 	 Res : 2.3385e-02 	 Enc : 2.0862e-03 	 AEnc : 1.1366e-03 	 MSE : 2.8920e+00
Epoch 16, 50% 	 Loss : 7.3076e-01 	 Res : 1.6073e-02 	 Enc : 1.9442e-03 	 AEnc : 2.5635e-04 	 MSE : 2.2825e+00
Epoch 16, 75% 	 Loss : 7.4420e-01 	 Res : 1.8363e-02 	 Enc : 1.8988e-03 	 AEnc : 5.4458e-04 	 MSE : 2.2477e+00
Training Epoch 16 : 	 Train : 7.63037e-01 	 Res : 1.87229e-02 	 Enc : 1.94866e-03 	 AE : 6.41218e-04 	 MSE : 2.49266e+00
Validation Epoch 16 : 	 Train : 7.01018e-01 	 Res : 1.46800e-02 	 Enc : 1.72590e-03 	 AE : 2.20968e-04 	 MSE : 1.76293e+00
Training Epoch 16 finished, took current epoch 56.39s, cumulative time 963.74s
Current Learning rate : 0.001
MODEL SAVED
Epoch 17, 25% 	 Loss : 7.3723e-01 	 Res : 1.6800e-02 	 Enc : 1.8056e-03 	 AEnc : 1.5486e-04 	 MSE : 2.3338e+00
Epoch 17, 50% 	 Loss : 6.9559e-01 	 Res : 1.4718e-02 	 Enc : 1.7247e-03 	 AEnc : 7.6551e-04 	 MSE : 1.7952e+00
Epoch 17, 75% 	 Loss : 7.4450e-01 	 Res : 1.5399e-02 	 Enc : 1.7004e-03 	 AEnc : 4.1603e-04 	 MSE : 2.1645e+00
Training Epoch 17 : 	 Train : 7.19108e-01 	 Res : 1.55720e-02 	 Enc : 1.72279e-03 	 AE : 4.41369e-04 	 MSE : 2.07997e+00
Validation Epoch 17 : 	 Train : 6.80902e-01 	 Res : 1.22651e-02 	 Enc : 1.56627e-03 	 AE : 9.01445e-04 	 MSE : 1.46982e+00
Training Epoch 17 finished, took current epoch 56.87s, cumulative time 1020.58s
Current Learning rate : 0.001
MODEL SAVED
Epoch 18, 25% 	 Loss : 7.6315e-01 	 Res : 2.0958e-02 	 Enc : 1.7122e-03 	 AEnc : 1.0512e-03 	 MSE : 2.7873e+00
Epoch 18, 50% 	 Loss : 7.6939e-01 	 Res : 2.3706e-02 	 Enc : 1.7025e-03 	 AEnc : 3.0191e-04 	 MSE : 3.2729e+00
Epoch 18, 75% 	 Loss : 7.0325e-01 	 Res : 1.8142e-02 	 Enc : 1.6133e-03 	 AEnc : 1.8122e-04 	 MSE : 2.3115e+00
Training Epoch 18 : 	 Train : 7.37318e-01 	 Res : 1.92697e-02 	 Enc : 1.66035e-03 	 AE : 6.89981e-04 	 MSE : 2.55233e+00
Validation Epoch 18 : 	 Train : 6.82915e-01 	 Res : 1.33996e-02 	 Enc : 1.46836e-03 	 AE : 6.28955e-04 	 MSE : 2.44300e+00
Training Epoch 18 finished, took current epoch 56.24s, cumulative time 1076.78s
Current Learning rate : 0.001
Epoch 19, 25% 	 Loss : 6.7166e-01 	 Res : 1.3509e-02 	 Enc : 1.4798e-03 	 AEnc : 6.9856e-04 	 MSE : 1.7811e+00
Epoch 19, 50% 	 Loss : 7.0772e-01 	 Res : 1.5110e-02 	 Enc : 1.4890e-03 	 AEnc : 1.0558e-03 	 MSE : 1.9705e+00
Epoch 19, 75% 	 Loss : 7.6767e-01 	 Res : 2.9383e-02 	 Enc : 1.5408e-03 	 AEnc : 4.0180e-04 	 MSE : 2.6756e+00
Training Epoch 19 : 	 Train : 7.17308e-01 	 Res : 1.88170e-02 	 Enc : 1.49874e-03 	 AE : 7.71198e-04 	 MSE : 2.22222e+00
Validation Epoch 19 : 	 Train : 6.65412e-01 	 Res : 1.45804e-02 	 Enc : 1.34322e-03 	 AE : 4.39715e-04 	 MSE : 8.56641e-01
Training Epoch 19 finished, took current epoch 56.13s, cumulative time 1132.89s
Current Learning rate : 0.001
Epoch 20, 25% 	 Loss : 7.0548e-01 	 Res : 1.7461e-02 	 Enc : 1.5064e-03 	 AEnc : 6.1059e-04 	 MSE : 2.2147e+00
Epoch 20, 50% 	 Loss : 7.1510e-01 	 Res : 2.0723e-02 	 Enc : 1.4738e-03 	 AEnc : 1.9133e-04 	 MSE : 3.0049e+00
Epoch 20, 75% 	 Loss : 6.6114e-01 	 Res : 1.3663e-02 	 Enc : 1.3620e-03 	 AEnc : 4.5977e-04 	 MSE : 1.8816e+00
Training Epoch 20 : 	 Train : 6.93248e-01 	 Res : 1.66432e-02 	 Enc : 1.43050e-03 	 AE : 5.42509e-04 	 MSE : 2.26153e+00
Validation Epoch 20 : 	 Train : 7.53375e-01 	 Res : 2.07737e-02 	 Enc : 1.43616e-03 	 AE : 2.51066e-03 	 MSE : 3.35769e+00
Training Epoch 20 finished, took current epoch 56.53s, cumulative time 1189.38s
Current Learning rate : 0.001
Epoch 21, 25% 	 Loss : 6.8446e-01 	 Res : 1.3684e-02 	 Enc : 1.3936e-03 	 AEnc : 8.6988e-04 	 MSE : 1.8281e+00
Epoch 21, 50% 	 Loss : 6.5757e-01 	 Res : 1.2593e-02 	 Enc : 1.3117e-03 	 AEnc : 5.9721e-04 	 MSE : 1.6057e+00
Epoch 21, 75% 	 Loss : 6.6692e-01 	 Res : 1.6483e-02 	 Enc : 1.3214e-03 	 AEnc : 4.3246e-04 	 MSE : 1.9132e+00
Training Epoch 21 : 	 Train : 6.66451e-01 	 Res : 1.47501e-02 	 Enc : 1.32844e-03 	 AE : 5.44865e-04 	 MSE : 1.84664e+00
Validation Epoch 21 : 	 Train : 1.16740e+00 	 Res : 1.01111e-01 	 Enc : 1.87957e-03 	 AE : 2.40486e-04 	 MSE : 9.09700e+00
Training Epoch 21 finished, took current epoch 56.94s, cumulative time 1246.28s
Current Learning rate : 0.001
Epoch 22, 25% 	 Loss : 7.0991e-01 	 Res : 2.4387e-02 	 Enc : 1.4033e-03 	 AEnc : 2.3165e-04 	 MSE : 3.0196e+00
Epoch 22, 50% 	 Loss : 6.6938e-01 	 Res : 1.4767e-02 	 Enc : 1.2779e-03 	 AEnc : 4.9615e-04 	 MSE : 1.9508e+00
Epoch 22, 75% 	 Loss : 6.3265e-01 	 Res : 1.3415e-02 	 Enc : 1.2393e-03 	 AEnc : 9.1805e-05 	 MSE : 1.7856e+00
Training Epoch 22 : 	 Train : 6.82727e-01 	 Res : 1.91256e-02 	 Enc : 1.31655e-03 	 AE : 2.64801e-04 	 MSE : 2.33948e+00
Validation Epoch 22 : 	 Train : 6.24176e-01 	 Res : 1.12524e-02 	 Enc : 1.31171e-03 	 AE : 5.15650e-04 	 MSE : 8.94636e-01
Training Epoch 22 finished, took current epoch 56.65s, cumulative time 1302.88s
Current Learning rate : 0.001
MODEL SAVED
Epoch 23, 25% 	 Loss : 6.4945e-01 	 Res : 1.1833e-02 	 Enc : 1.2280e-03 	 AEnc : 1.0046e-03 	 MSE : 1.5426e+00
Epoch 23, 50% 	 Loss : 6.3109e-01 	 Res : 1.2352e-02 	 Enc : 1.2054e-03 	 AEnc : 1.5874e-04 	 MSE : 1.6559e+00
Epoch 23, 75% 	 Loss : 6.1685e-01 	 Res : 1.2089e-02 	 Enc : 1.1933e-03 	 AEnc : 9.6308e-05 	 MSE : 1.5240e+00
Training Epoch 23 : 	 Train : 6.37021e-01 	 Res : 1.32435e-02 	 Enc : 1.21381e-03 	 AE : 3.80417e-04 	 MSE : 1.79439e+00
Validation Epoch 23 : 	 Train : 6.88343e-01 	 Res : 2.23454e-02 	 Enc : 1.34328e-03 	 AE : 4.65499e-04 	 MSE : 3.75870e+00
Training Epoch 23 finished, took current epoch 57.15s, cumulative time 1360.01s
Current Learning rate : 0.001
Epoch 24, 25% 	 Loss : 6.6903e-01 	 Res : 1.6225e-02 	 Enc : 1.2436e-03 	 AEnc : 5.8658e-04 	 MSE : 2.2218e+00
Epoch 24, 50% 	 Loss : 6.1214e-01 	 Res : 1.1725e-02 	 Enc : 1.1731e-03 	 AEnc : 5.5988e-04 	 MSE : 1.3872e+00
Epoch 24, 75% 	 Loss : 6.3444e-01 	 Res : 1.4861e-02 	 Enc : 1.1843e-03 	 AEnc : 1.8521e-04 	 MSE : 1.7979e+00
Training Epoch 24 : 	 Train : 6.32820e-01 	 Res : 1.38275e-02 	 Enc : 1.19002e-03 	 AE : 3.65056e-04 	 MSE : 1.79908e+00
Validation Epoch 24 : 	 Train : 5.95346e-01 	 Res : 1.13555e-02 	 Enc : 1.09789e-03 	 AE : 2.46633e-04 	 MSE : 1.03460e+00
Training Epoch 24 finished, took current epoch 56.95s, cumulative time 1416.94s
Current Learning rate : 0.001
Epoch 25, 25% 	 Loss : 6.5754e-01 	 Res : 1.7586e-02 	 Enc : 1.2218e-03 	 AEnc : 3.2091e-04 	 MSE : 2.1774e+00
Epoch 25, 50% 	 Loss : 6.1573e-01 	 Res : 1.1563e-02 	 Enc : 1.1218e-03 	 AEnc : 1.5938e-04 	 MSE : 1.5833e+00
Epoch 25, 75% 	 Loss : 5.9722e-01 	 Res : 1.0474e-02 	 Enc : 1.1234e-03 	 AEnc : 4.3849e-04 	 MSE : 1.2856e+00
Training Epoch 25 : 	 Train : 6.16118e-01 	 Res : 1.28031e-02 	 Enc : 1.13972e-03 	 AE : 2.75419e-04 	 MSE : 1.63153e+00
Validation Epoch 25 : 	 Train : 5.83100e-01 	 Res : 1.09277e-02 	 Enc : 1.10211e-03 	 AE : 3.06076e-05 	 MSE : 1.48404e+00
Training Epoch 25 finished, took current epoch 56.63s, cumulative time 1473.52s
Current Learning rate : 0.001
MODEL SAVED
Epoch 26, 25% 	 Loss : 6.8937e-01 	 Res : 2.4972e-02 	 Enc : 1.1881e-03 	 AEnc : 1.6327e-04 	 MSE : 2.9049e+00
Epoch 26, 50% 	 Loss : 6.2963e-01 	 Res : 1.3244e-02 	 Enc : 1.1553e-03 	 AEnc : 6.9158e-04 	 MSE : 1.8144e+00
Epoch 26, 75% 	 Loss : 6.0384e-01 	 Res : 1.3741e-02 	 Enc : 1.0900e-03 	 AEnc : 2.4443e-04 	 MSE : 1.7948e+00
Training Epoch 26 : 	 Train : 6.32766e-01 	 Res : 1.60215e-02 	 Enc : 1.12938e-03 	 AE : 3.52876e-04 	 MSE : 2.04248e+00
Validation Epoch 26 : 	 Train : 6.60522e-01 	 Res : 1.16829e-02 	 Enc : 1.03396e-03 	 AE : 3.58307e-03 	 MSE : 1.29671e+00
Training Epoch 26 finished, took current epoch 56.43s, cumulative time 1529.94s
Current Learning rate : 0.001
Epoch 27, 25% 	 Loss : 6.0255e-01 	 Res : 1.0761e-02 	 Enc : 1.0793e-03 	 AEnc : 7.0883e-04 	 MSE : 1.3212e+00
Epoch 27, 50% 	 Loss : 5.8911e-01 	 Res : 1.0121e-02 	 Enc : 1.0974e-03 	 AEnc : 4.0112e-04 	 MSE : 1.2599e+00
Epoch 27, 75% 	 Loss : 6.0076e-01 	 Res : 1.1351e-02 	 Enc : 1.0615e-03 	 AEnc : 4.6518e-04 	 MSE : 1.4624e+00
Training Epoch 27 : 	 Train : 5.92518e-01 	 Res : 1.08881e-02 	 Enc : 1.06925e-03 	 AE : 4.43843e-04 	 MSE : 1.36229e+00
Validation Epoch 27 : 	 Train : 5.87721e-01 	 Res : 1.32942e-02 	 Enc : 1.03123e-03 	 AE : 5.10769e-05 	 MSE : 1.64267e+00
Training Epoch 27 finished, took current epoch 56.78s, cumulative time 1586.71s
Current Learning rate : 0.001
Epoch 28, 25% 	 Loss : 6.3818e-01 	 Res : 1.9905e-02 	 Enc : 1.0659e-03 	 AEnc : 3.9556e-04 	 MSE : 1.8148e+00
Epoch 28, 50% 	 Loss : 6.1194e-01 	 Res : 1.1258e-02 	 Enc : 1.0405e-03 	 AEnc : 1.4192e-03 	 MSE : 1.6025e+00
Epoch 28, 75% 	 Loss : 5.9727e-01 	 Res : 1.1752e-02 	 Enc : 1.0245e-03 	 AEnc : 9.7871e-04 	 MSE : 1.4884e+00
Training Epoch 28 : 	 Train : 6.11653e-01 	 Res : 1.36837e-02 	 Enc : 1.03633e-03 	 AE : 7.92849e-04 	 MSE : 1.64117e+00
Validation Epoch 28 : 	 Train : 5.76732e-01 	 Res : 1.21028e-02 	 Enc : 1.10789e-03 	 AE : 1.02681e-04 	 MSE : 1.19932e+00
Training Epoch 28 finished, took current epoch 55.78s, cumulative time 1642.47s
Current Learning rate : 0.001
