Train Metrics
Epoch 0, 25% 	 Loss : 8.6604e+03 	 Res : 1.7231e+02 	 Enc : 2.5098e+02 	 AEnc : 1.0527e+02 	 MSE : 1.9509e+02
Training Epoch 6 : 	 Train : 1.20224e+01 	 Res : 1.09353e-01 	 Enc : 4.71940e-02 	 AE : 5.29979e-03 	 MSE : 2.62136e+01
Validation Epoch 6 : 	 Train : 1.15483e+01 	 Res : 1.06470e-01 	 Enc : 3.62326e-02 	 AE : 4.63130e-03 	 MSE : 2.96250e+01
Training Epoch 6 finished, took current epoch 98.77s, cumulative time 697.43s
Current Learning rate : 0.001
MODEL SAVED
Epoch 7, 25% 	 Loss : 1.0742e+01 	 Res : 9.5224e-02 	 Enc : 3.7641e-02 	 AEnc : 4.4731e-03 	 MSE : 2.4255e+01
Epoch 7, 50% 	 Loss : 1.1441e+01 	 Res : 1.0962e-01 	 Enc : 3.6707e-02 	 AEnc : 4.9249e-03 	 MSE : 2.7802e+01
Epoch 7, 75% 	 Loss : 1.1460e+01 	 Res : 1.1391e-01 	 Enc : 3.6881e-02 	 AEnc : 4.6592e-03 	 MSE : 2.8224e+01
Training Epoch 7 : 	 Train : 1.11871e+01 	 Res : 1.05166e-01 	 Enc : 3.57753e-02 	 AE : 4.67242e-03 	 MSE : 2.67355e+01
Validation Epoch 7 : 	 Train : 1.07692e+01 	 Res : 1.01253e-01 	 Enc : 3.03830e-02 	 AE : 4.42918e-03 	 MSE : 2.47677e+01
Training Epoch 7 finished, took current epoch 99.36s, cumulative time 796.76s
Current Learning rate : 0.001
MODEL SAVED
Epoch 8, 25% 	 Loss : 1.0173e+01 	 Res : 8.8650e-02 	 Enc : 3.0064e-02 	 AEnc : 4.2856e-03 	 MSE : 2.3767e+01
Epoch 8, 50% 	 Loss : 9.7648e+00 	 Res : 8.3598e-02 	 Enc : 2.8301e-02 	 AEnc : 4.0423e-03 	 MSE : 2.3070e+01
Epoch 8, 75% 	 Loss : 9.6625e+00 	 Res : 8.4536e-02 	 Enc : 2.6110e-02 	 AEnc : 4.2488e-03 	 MSE : 2.3050e+01
Training Epoch 8 : 	 Train : 9.95809e+00 	 Res : 8.70263e-02 	 Enc : 2.75213e-02 	 AE : 4.28422e-03 	 MSE : 2.40775e+01
Validation Epoch 8 : 	 Train : 9.88088e+00 	 Res : 8.79887e-02 	 Enc : 2.36072e-02 	 AE : 3.16921e-03 	 MSE : 2.81848e+01
Training Epoch 8 finished, took current epoch 97.82s, cumulative time 894.56s
Current Learning rate : 0.001
MODEL SAVED
Epoch 9, 25% 	 Loss : 9.4424e+00 	 Res : 8.3753e-02 	 Enc : 2.3708e-02 	 AEnc : 4.0149e-03 	 MSE : 2.2675e+01
Epoch 9, 50% 	 Loss : 9.2986e+00 	 Res : 7.9302e-02 	 Enc : 2.2877e-02 	 AEnc : 4.0817e-03 	 MSE : 2.1909e+01
Epoch 9, 75% 	 Loss : 9.3682e+00 	 Res : 7.7623e-02 	 Enc : 2.2691e-02 	 AEnc : 3.9694e-03 	 MSE : 2.3169e+01
Training Epoch 9 : 	 Train : 9.26792e+00 	 Res : 7.88914e-02 	 Enc : 2.28569e-02 	 AE : 4.03632e-03 	 MSE : 2.20190e+01
Validation Epoch 9 : 	 Train : 9.12096e+00 	 Res : 7.68902e-02 	 Enc : 2.00553e-02 	 AE : 6.63104e-03 	 MSE : 2.35636e+01
Training Epoch 9 finished, took current epoch 98.97s, cumulative time 993.48s
Current Learning rate : 0.001
MODEL SAVED
Epoch 10, 25% 	 Loss : 9.4787e+00 	 Res : 8.4240e-02 	 Enc : 2.1558e-02 	 AEnc : 4.8683e-03 	 MSE : 2.3473e+01
Epoch 10, 50% 	 Loss : 8.7879e+00 	 Res : 7.5076e-02 	 Enc : 2.0118e-02 	 AEnc : 3.9868e-03 	 MSE : 2.0771e+01
Epoch 10, 75% 	 Loss : 8.9198e+00 	 Res : 7.8217e-02 	 Enc : 2.0293e-02 	 AEnc : 4.0373e-03 	 MSE : 2.1260e+01
Training Epoch 10 : 	 Train : 8.95122e+00 	 Res : 7.70173e-02 	 Enc : 2.03828e-02 	 AE : 4.16764e-03 	 MSE : 2.12866e+01
Validation Epoch 10 : 	 Train : 8.56631e+00 	 Res : 7.07566e-02 	 Enc : 1.96821e-02 	 AE : 3.21723e-03 	 MSE : 2.02793e+01
Training Epoch 10 finished, took current epoch 98.84s, cumulative time 1092.29s
Current Learning rate : 0.001
MODEL SAVED
Epoch 11, 25% 	 Loss : 8.3224e+00 	 Res : 6.7912e-02 	 Enc : 1.9028e-02 	 AEnc : 3.3362e-03 	 MSE : 1.9103e+01
Epoch 11, 50% 	 Loss : 8.6899e+00 	 Res : 7.3886e-02 	 Enc : 1.8823e-02 	 AEnc : 3.5704e-03 	 MSE : 2.1314e+01
Epoch 11, 75% 	 Loss : 8.9825e+00 	 Res : 8.0739e-02 	 Enc : 1.9029e-02 	 AEnc : 3.9353e-03 	 MSE : 2.3296e+01
Training Epoch 11 : 	 Train : 8.64127e+00 	 Res : 7.37868e-02 	 Enc : 1.87372e-02 	 AE : 3.53698e-03 	 MSE : 2.14840e+01
Validation Epoch 11 : 	 Train : 8.17452e+00 	 Res : 6.26773e-02 	 Enc : 1.63320e-02 	 AE : 2.75920e-03 	 MSE : 2.16093e+01
Training Epoch 11 finished, took current epoch 98.74s, cumulative time 1191.01s
Current Learning rate : 0.001
MODEL SAVED
Epoch 12, 25% 	 Loss : 8.4938e+00 	 Res : 7.0482e-02 	 Enc : 1.7516e-02 	 AEnc : 3.3253e-03 	 MSE : 2.1026e+01
Epoch 12, 50% 	 Loss : 8.3198e+00 	 Res : 6.7220e-02 	 Enc : 1.7620e-02 	 AEnc : 3.2689e-03 	 MSE : 1.9250e+01
Epoch 12, 75% 	 Loss : 7.9938e+00 	 Res : 6.2011e-02 	 Enc : 1.7463e-02 	 AEnc : 3.2145e-03 	 MSE : 1.7622e+01
Training Epoch 12 : 	 Train : 8.33744e+00 	 Res : 6.98381e-02 	 Enc : 1.75966e-02 	 AE : 3.27265e-03 	 MSE : 1.96338e+01
Validation Epoch 12 : 	 Train : 8.58596e+00 	 Res : 7.21527e-02 	 Enc : 1.46379e-02 	 AE : 2.94663e-03 	 MSE : 2.78048e+01
Training Epoch 12 finished, took current epoch 99.05s, cumulative time 1290.06s
Current Learning rate : 0.001
Epoch 13, 25% 	 Loss : 8.7857e+00 	 Res : 7.7549e-02 	 Enc : 1.7042e-02 	 AEnc : 3.5580e-03 	 MSE : 2.3617e+01
Epoch 13, 50% 	 Loss : 8.1061e+00 	 Res : 6.4842e-02 	 Enc : 1.6237e-02 	 AEnc : 3.2111e-03 	 MSE : 2.0748e+01
Epoch 13, 75% 	 Loss : 7.7306e+00 	 Res : 6.1346e-02 	 Enc : 1.6229e-02 	 AEnc : 2.6936e-03 	 MSE : 1.6838e+01
Training Epoch 13 : 	 Train : 8.04645e+00 	 Res : 6.53675e-02 	 Enc : 1.63338e-02 	 AE : 3.06977e-03 	 MSE : 1.92211e+01
Validation Epoch 13 : 	 Train : 7.49223e+00 	 Res : 5.44071e-02 	 Enc : 1.59377e-02 	 AE : 2.23944e-03 	 MSE : 1.37031e+01
Training Epoch 13 finished, took current epoch 98.61s, cumulative time 1388.64s
Current Learning rate : 0.001
MODEL SAVED
Epoch 14, 25% 	 Loss : 8.3724e+00 	 Res : 7.3274e-02 	 Enc : 1.6805e-02 	 AEnc : 2.8612e-03 	 MSE : 2.2697e+01
Epoch 14, 50% 	 Loss : 7.9873e+00 	 Res : 6.7656e-02 	 Enc : 1.5801e-02 	 AEnc : 2.8267e-03 	 MSE : 2.0290e+01
Epoch 14, 75% 	 Loss : 7.6288e+00 	 Res : 6.0559e-02 	 Enc : 1.5283e-02 	 AEnc : 2.6168e-03 	 MSE : 1.6763e+01
Training Epoch 14 : 	 Train : 7.93098e+00 	 Res : 6.60223e-02 	 Enc : 1.58274e-02 	 AE : 2.78397e-03 	 MSE : 1.89462e+01
Validation Epoch 14 : 	 Train : 7.51464e+00 	 Res : 5.89275e-02 	 Enc : 1.50023e-02 	 AE : 1.98306e-03 	 MSE : 1.48957e+01
Training Epoch 14 finished, took current epoch 98.19s, cumulative time 1486.83s
Current Learning rate : 0.001
Epoch 15, 25% 	 Loss : 7.2863e+00 	 Res : 5.5824e-02 	 Enc : 1.4833e-02 	 AEnc : 2.3863e-03 	 MSE : 1.4506e+01
Epoch 15, 50% 	 Loss : 7.2876e+00 	 Res : 5.6876e-02 	 Enc : 1.5308e-02 	 AEnc : 2.4865e-03 	 MSE : 1.5146e+01
Epoch 15, 75% 	 Loss : 8.3300e+00 	 Res : 7.3988e-02 	 Enc : 1.5467e-02 	 AEnc : 2.8500e-03 	 MSE : 2.2933e+01
Training Epoch 15 : 	 Train : 7.59267e+00 	 Res : 6.11043e-02 	 Enc : 1.50307e-02 	 AE : 2.55156e-03 	 MSE : 1.77253e+01
Validation Epoch 15 : 	 Train : 7.75437e+00 	 Res : 6.15688e-02 	 Enc : 1.48114e-02 	 AE : 3.02020e-03 	 MSE : 1.74767e+01
Training Epoch 15 finished, took current epoch 98.19s, cumulative time 1585.01s
Current Learning rate : 0.001
Epoch 16, 25% 	 Loss : 7.1121e+00 	 Res : 5.2652e-02 	 Enc : 1.4142e-02 	 AEnc : 2.3611e-03 	 MSE : 1.3968e+01
Epoch 16, 50% 	 Loss : 7.2320e+00 	 Res : 5.3087e-02 	 Enc : 1.4184e-02 	 AEnc : 2.2661e-03 	 MSE : 1.4152e+01
Epoch 16, 75% 	 Loss : 7.2281e+00 	 Res : 5.4895e-02 	 Enc : 1.4193e-02 	 AEnc : 2.2901e-03 	 MSE : 1.5614e+01
Training Epoch 16 : 	 Train : 7.12096e+00 	 Res : 5.22991e-02 	 Enc : 1.40626e-02 	 AE : 2.67340e-03 	 MSE : 1.42320e+01
Validation Epoch 16 : 	 Train : 6.80191e+00 	 Res : 4.52000e-02 	 Enc : 1.32927e-02 	 AE : 1.70559e-03 	 MSE : 1.38444e+01
Training Epoch 16 finished, took current epoch 99.57s, cumulative time 1684.56s
Current Learning rate : 0.001
MODEL SAVED
Epoch 17, 25% 	 Loss : 6.9284e+00 	 Res : 4.7010e-02 	 Enc : 1.3565e-02 	 AEnc : 4.7602e-03 	 MSE : 1.2032e+01
Epoch 17, 50% 	 Loss : 6.9673e+00 	 Res : 5.2562e-02 	 Enc : 1.3572e-02 	 AEnc : 4.6177e-03 	 MSE : 1.4566e+01
Epoch 17, 75% 	 Loss : 7.1838e+00 	 Res : 5.2173e-02 	 Enc : 1.3142e-02 	 AEnc : 4.8397e-03 	 MSE : 1.4796e+01
Training Epoch 17 : 	 Train : 7.06040e+00 	 Res : 5.24834e-02 	 Enc : 1.34276e-02 	 AE : 4.11780e-03 	 MSE : 1.50194e+01
Validation Epoch 17 : 	 Train : 6.88305e+00 	 Res : 4.69321e-02 	 Enc : 1.35488e-02 	 AE : 1.46593e-03 	 MSE : 1.41884e+01
Training Epoch 17 finished, took current epoch 98.94s, cumulative time 1783.49s
Current Learning rate : 0.001
Epoch 18, 25% 	 Loss : 7.4959e+00 	 Res : 6.3889e-02 	 Enc : 1.3216e-02 	 AEnc : 1.8205e-03 	 MSE : 1.9751e+01
Epoch 18, 50% 	 Loss : 7.2030e+00 	 Res : 6.0032e-02 	 Enc : 1.3380e-02 	 AEnc : 2.2676e-03 	 MSE : 2.0467e+01
Epoch 18, 75% 	 Loss : 6.6835e+00 	 Res : 4.9358e-02 	 Enc : 1.2667e-02 	 AEnc : 2.2336e-03 	 MSE : 1.1978e+01
Training Epoch 18 : 	 Train : 7.13043e+00 	 Res : 5.64789e-02 	 Enc : 1.29074e-02 	 AE : 2.06386e-03 	 MSE : 1.69532e+01
Validation Epoch 18 : 	 Train : 6.40467e+00 	 Res : 3.87359e-02 	 Enc : 1.16701e-02 	 AE : 1.24528e-03 	 MSE : 1.17020e+01
Training Epoch 18 finished, took current epoch 98.35s, cumulative time 1881.81s
Current Learning rate : 0.001
MODEL SAVED
Epoch 19, 25% 	 Loss : 6.9116e+00 	 Res : 5.2010e-02 	 Enc : 1.3204e-02 	 AEnc : 2.0484e-03 	 MSE : 1.6148e+01
Epoch 19, 50% 	 Loss : 6.5732e+00 	 Res : 4.5727e-02 	 Enc : 1.2350e-02 	 AEnc : 1.8504e-03 	 MSE : 1.3406e+01
Epoch 19, 75% 	 Loss : 6.6223e+00 	 Res : 4.4408e-02 	 Enc : 1.2022e-02 	 AEnc : 1.6084e-03 	 MSE : 1.4688e+01
Training Epoch 19 : 	 Train : 6.65800e+00 	 Res : 4.70972e-02 	 Enc : 1.23767e-02 	 AE : 1.79282e-03 	 MSE : 1.46249e+01
Validation Epoch 19 : 	 Train : 6.54679e+00 	 Res : 4.39376e-02 	 Enc : 1.30544e-02 	 AE : 1.59337e-03 	 MSE : 1.01565e+01
Training Epoch 19 finished, took current epoch 100.02s, cumulative time 1981.82s
Current Learning rate : 0.001
Epoch 20, 25% 	 Loss : 6.7937e+00 	 Res : 4.9225e-02 	 Enc : 1.2003e-02 	 AEnc : 1.5326e-03 	 MSE : 1.4387e+01
Epoch 20, 50% 	 Loss : 6.4154e+00 	 Res : 4.3643e-02 	 Enc : 1.1576e-02 	 AEnc : 1.6344e-03 	 MSE : 1.4098e+01
Epoch 20, 75% 	 Loss : 6.2674e+00 	 Res : 4.4427e-02 	 Enc : 1.1348e-02 	 AEnc : 1.5522e-03 	 MSE : 1.4126e+01
Training Epoch 20 : 	 Train : 6.46838e+00 	 Res : 4.42774e-02 	 Enc : 1.16792e-02 	 AE : 1.57619e-03 	 MSE : 1.34361e+01
Validation Epoch 20 : 	 Train : 6.09474e+00 	 Res : 3.54537e-02 	 Enc : 1.08771e-02 	 AE : 1.03953e-03 	 MSE : 1.18818e+01
Training Epoch 20 finished, took current epoch 99.13s, cumulative time 2080.54s
Current Learning rate : 0.001
MODEL SAVED
Epoch 21, 25% 	 Loss : 5.9938e+00 	 Res : 3.5073e-02 	 Enc : 1.1143e-02 	 AEnc : 1.2477e-03 	 MSE : 1.0228e+01
Epoch 21, 50% 	 Loss : 6.0346e+00 	 Res : 3.7046e-02 	 Enc : 1.1218e-02 	 AEnc : 1.3152e-03 	 MSE : 1.0181e+01
Epoch 21, 75% 	 Loss : 6.0361e+00 	 Res : 3.5844e-02 	 Enc : 1.1014e-02 	 AEnc : 1.3677e-03 	 MSE : 1.0383e+01
Training Epoch 21 : 	 Train : 6.03359e+00 	 Res : 3.60392e-02 	 Enc : 1.11354e-02 	 AE : 1.30757e-03 	 MSE : 1.01906e+01
Validation Epoch 21 : 	 Train : 5.93887e+00 	 Res : 3.28504e-02 	 Enc : 1.04242e-02 	 AE : 1.11703e-03 	 MSE : 1.07764e+01
Training Epoch 21 finished, took current epoch 98.92s, cumulative time 2179.44s
Current Learning rate : 0.001
MODEL SAVED
Epoch 22, 25% 	 Loss : 6.0357e+00 	 Res : 3.9364e-02 	 Enc : 1.1095e-02 	 AEnc : 1.4709e-03 	 MSE : 1.0959e+01
Epoch 22, 50% 	 Loss : 6.7101e+00 	 Res : 4.8550e-02 	 Enc : 1.0982e-02 	 AEnc : 3.4109e-03 	 MSE : 1.4440e+01
Epoch 22, 75% 	 Loss : 6.5173e+00 	 Res : 4.3686e-02 	 Enc : 1.0474e-02 	 AEnc : 3.0943e-03 	 MSE : 1.3975e+01
Training Epoch 22 : 	 Train : 6.34861e+00 	 Res : 4.29642e-02 	 Enc : 1.07920e-02 	 AE : 2.90305e-03 	 MSE : 1.30006e+01
Validation Epoch 22 : 	 Train : 5.93826e+00 	 Res : 3.32878e-02 	 Enc : 1.09429e-02 	 AE : 1.80219e-03 	 MSE : 6.94062e+00
Training Epoch 22 finished, took current epoch 97.48s, cumulative time 2276.90s
Current Learning rate : 0.001
Epoch 23, 25% 	 Loss : 6.1136e+00 	 Res : 3.8965e-02 	 Enc : 1.0481e-02 	 AEnc : 2.1091e-03 	 MSE : 1.1699e+01
Epoch 23, 50% 	 Loss : 5.8699e+00 	 Res : 3.4010e-02 	 Enc : 1.0355e-02 	 AEnc : 1.6499e-03 	 MSE : 9.2687e+00
Epoch 23, 75% 	 Loss : 5.8110e+00 	 Res : 3.4232e-02 	 Enc : 1.0038e-02 	 AEnc : 1.5421e-03 	 MSE : 9.7169e+00
Training Epoch 23 : 	 Train : 5.97209e+00 	 Res : 3.65185e-02 	 Enc : 1.03046e-02 	 AE : 2.01868e-03 	 MSE : 1.06821e+01
Validation Epoch 23 : 	 Train : 5.99001e+00 	 Res : 3.64669e-02 	 Enc : 9.45485e-03 	 AE : 1.04686e-03 	 MSE : 1.07486e+01
Training Epoch 23 finished, took current epoch 99.27s, cumulative time 2376.16s
Current Learning rate : 0.001
Epoch 24, 25% 	 Loss : 5.6705e+00 	 Res : 3.1947e-02 	 Enc : 9.8783e-03 	 AEnc : 2.3063e-03 	 MSE : 8.9237e+00
Epoch 24, 50% 	 Loss : 5.7645e+00 	 Res : 3.2718e-02 	 Enc : 9.9422e-03 	 AEnc : 1.4026e-03 	 MSE : 9.3361e+00
Epoch 24, 75% 	 Loss : 5.8893e+00 	 Res : 3.4159e-02 	 Enc : 1.0211e-02 	 AEnc : 1.8748e-03 	 MSE : 8.9075e+00
Training Epoch 24 : 	 Train : 5.84359e+00 	 Res : 3.52691e-02 	 Enc : 1.00630e-02 	 AE : 2.01993e-03 	 MSE : 9.72899e+00
Validation Epoch 24 : 	 Train : 5.87547e+00 	 Res : 3.83039e-02 	 Enc : 1.12310e-02 	 AE : 1.12745e-03 	 MSE : 5.18448e+00
Training Epoch 24 finished, took current epoch 98.54s, cumulative time 2474.69s
Current Learning rate : 0.001
Epoch 25, 25% 	 Loss : 5.9864e+00 	 Res : 4.1414e-02 	 Enc : 9.4875e-03 	 AEnc : 1.2506e-03 	 MSE : 1.2310e+01
Epoch 25, 50% 	 Loss : 6.0935e+00 	 Res : 4.1760e-02 	 Enc : 1.0104e-02 	 AEnc : 1.3986e-03 	 MSE : 1.3493e+01
Epoch 25, 75% 	 Loss : 6.3134e+00 	 Res : 4.9058e-02 	 Enc : 1.0205e-02 	 AEnc : 1.5540e-03 	 MSE : 1.2196e+01
Training Epoch 25 : 	 Train : 6.04162e+00 	 Res : 4.19164e-02 	 Enc : 9.81385e-03 	 AE : 1.32793e-03 	 MSE : 1.19915e+01
Validation Epoch 25 : 	 Train : 6.24594e+00 	 Res : 4.29771e-02 	 Enc : 8.77130e-03 	 AE : 1.25383e-03 	 MSE : 1.26414e+01
Training Epoch 25 finished, took current epoch 98.47s, cumulative time 2573.15s
Current Learning rate : 0.001
Epoch 26, 25% 	 Loss : 6.1525e+00 	 Res : 4.4973e-02 	 Enc : 9.6274e-03 	 AEnc : 1.4330e-03 	 MSE : 1.1507e+01
Epoch 26, 50% 	 Loss : 5.7703e+00 	 Res : 3.4204e-02 	 Enc : 9.3364e-03 	 AEnc : 2.6124e-03 	 MSE : 9.7702e+00
Epoch 26, 75% 	 Loss : 5.5957e+00 	 Res : 2.9350e-02 	 Enc : 9.3434e-03 	 AEnc : 2.1667e-03 	 MSE : 8.6128e+00
Training Epoch 26 : 	 Train : 5.74732e+00 	 Res : 3.45691e-02 	 Enc : 9.29019e-03 	 AE : 2.05771e-03 	 MSE : 9.46233e+00
Validation Epoch 26 : 	 Train : 5.53157e+00 	 Res : 2.83312e-02 	 Enc : 8.83483e-03 	 AE : 1.69025e-03 	 MSE : 7.30619e+00
Training Epoch 26 finished, took current epoch 98.72s, cumulative time 2671.83s
Current Learning rate : 0.001
MODEL SAVED
Epoch 27, 25% 	 Loss : 5.6939e+00 	 Res : 3.3097e-02 	 Enc : 9.1598e-03 	 AEnc : 3.2032e-03 	 MSE : 9.2578e+00
Epoch 27, 50% 	 Loss : 5.8453e+00 	 Res : 3.6231e-02 	 Enc : 8.7021e-03 	 AEnc : 4.0253e-03 	 MSE : 1.2874e+01
Epoch 27, 75% 	 Loss : 5.7954e+00 	 Res : 3.3389e-02 	 Enc : 8.7071e-03 	 AEnc : 2.6701e-03 	 MSE : 1.1456e+01
Training Epoch 27 : 	 Train : 5.75129e+00 	 Res : 3.41760e-02 	 Enc : 8.81304e-03 	 AE : 2.72097e-03 	 MSE : 1.11778e+01
Validation Epoch 27 : 	 Train : 5.76175e+00 	 Res : 3.21358e-02 	 Enc : 9.19889e-03 	 AE : 6.06663e-04 	 MSE : 1.14932e+01
Training Epoch 27 finished, took current epoch 99.28s, cumulative time 2771.10s
Current Learning rate : 0.001
Epoch 28, 25% 	 Loss : 5.5738e+00 	 Res : 3.2658e-02 	 Enc : 8.6115e-03 	 AEnc : 9.3093e-04 	 MSE : 1.0953e+01
Epoch 28, 50% 	 Loss : 5.7142e+00 	 Res : 3.5768e-02 	 Enc : 8.9894e-03 	 AEnc : 1.4914e-03 	 MSE : 9.5233e+00
Epoch 28, 75% 	 Loss : 5.4939e+00 	 Res : 3.0566e-02 	 Enc : 8.4520e-03 	 AEnc : 1.1433e-03 	 MSE : 7.9975e+00
Training Epoch 28 : 	 Train : 5.59123e+00 	 Res : 3.28158e-02 	 Enc : 8.58868e-03 	 AE : 1.16231e-03 	 MSE : 9.20597e+00
Validation Epoch 28 : 	 Train : 5.32463e+00 	 Res : 2.67247e-02 	 Enc : 8.28212e-03 	 AE : 8.17327e-04 	 MSE : 6.26755e+00
Training Epoch 28 finished, took current epoch 98.75s, cumulative time 2869.83s
Current Learning rate : 0.001
MODEL SAVED
