Train Metrics
Epoch 0, 25% 	 Loss : 7.3011e+03 	 Res : 2.0173e+02 	 Enc : 2.5674e+02 	 AEnc : 9.9756e+01 	 MSE : 1.8509e+02
Epoch 3, 50% 	 Loss : 3.9467e+00 	 Res : 2.5968e-01 	 Enc : 3.6845e-02 	 AEnc : 1.3374e-03 	 MSE : 3.7574e+01
Epoch 3, 75% 	 Loss : 3.7237e+00 	 Res : 2.4550e-01 	 Enc : 3.5146e-02 	 AEnc : 1.0761e-03 	 MSE : 3.8343e+01
Training Epoch 3 : 	 Train : 3.85889e+00 	 Res : 2.52707e-01 	 Enc : 3.64641e-02 	 AE : 1.22367e-03 	 MSE : 3.73856e+01
Validation Epoch 3 : 	 Train : 3.24108e+00 	 Res : 2.12493e-01 	 Enc : 3.20610e-02 	 AE : 6.65250e-04 	 MSE : 3.74772e+01
Training Epoch 3 finished, took current epoch 99.74s, cumulative time 396.01s
Current Learning rate : 0.001
MODEL SAVED
Epoch 4, 25% 	 Loss : 3.0632e+00 	 Res : 2.0546e-01 	 Enc : 2.7868e-02 	 AEnc : 6.8912e-04 	 MSE : 3.5611e+01
Epoch 4, 50% 	 Loss : 3.0011e+00 	 Res : 2.0721e-01 	 Enc : 2.5298e-02 	 AEnc : 6.9091e-04 	 MSE : 3.5289e+01
Epoch 4, 75% 	 Loss : 2.8353e+00 	 Res : 1.9683e-01 	 Enc : 2.3482e-02 	 AEnc : 6.5535e-04 	 MSE : 3.5744e+01
Training Epoch 4 : 	 Train : 2.90180e+00 	 Res : 2.00088e-01 	 Enc : 2.42940e-02 	 AE : 6.55618e-04 	 MSE : 3.56516e+01
Validation Epoch 4 : 	 Train : 2.53337e+00 	 Res : 1.77642e-01 	 Enc : 2.09143e-02 	 AE : 4.41824e-04 	 MSE : 3.58888e+01
Training Epoch 4 finished, took current epoch 99.23s, cumulative time 495.17s
Current Learning rate : 0.001
MODEL SAVED
Epoch 5, 25% 	 Loss : 2.4285e+00 	 Res : 1.7245e-01 	 Enc : 1.7865e-02 	 AEnc : 5.1417e-04 	 MSE : 3.3232e+01
Epoch 5, 50% 	 Loss : 2.3165e+00 	 Res : 1.6657e-01 	 Enc : 1.6334e-02 	 AEnc : 4.8046e-04 	 MSE : 3.4789e+01
Epoch 5, 75% 	 Loss : 2.0972e+00 	 Res : 1.4939e-01 	 Enc : 1.4760e-02 	 AEnc : 4.3141e-04 	 MSE : 3.3232e+01
Training Epoch 5 : 	 Train : 2.22137e+00 	 Res : 1.58920e-01 	 Enc : 1.57088e-02 	 AE : 4.59360e-04 	 MSE : 3.35939e+01
Validation Epoch 5 : 	 Train : 1.94664e+00 	 Res : 1.42618e-01 	 Enc : 1.23058e-02 	 AE : 3.46720e-04 	 MSE : 3.38712e+01
Training Epoch 5 finished, took current epoch 98.54s, cumulative time 593.69s
Current Learning rate : 0.001
MODEL SAVED
Epoch 6, 25% 	 Loss : 1.8890e+00 	 Res : 1.3663e-01 	 Enc : 1.2628e-02 	 AEnc : 3.7409e-04 	 MSE : 3.1226e+01
Epoch 6, 50% 	 Loss : 1.9732e+00 	 Res : 1.4611e-01 	 Enc : 1.1847e-02 	 AEnc : 4.3552e-04 	 MSE : 3.2760e+01
Epoch 6, 75% 	 Loss : 1.8232e+00 	 Res : 1.3339e-01 	 Enc : 1.1331e-02 	 AEnc : 3.6073e-04 	 MSE : 3.2135e+01
Training Epoch 6 : 	 Train : 1.86673e+00 	 Res : 1.36561e-01 	 Enc : 1.17281e-02 	 AE : 4.06116e-04 	 MSE : 3.20239e+01
Validation Epoch 6 : 	 Train : 1.71194e+00 	 Res : 1.26160e-01 	 Enc : 1.05363e-02 	 AE : 5.02087e-04 	 MSE : 3.17018e+01
Training Epoch 6 finished, took current epoch 98.87s, cumulative time 692.38s
Current Learning rate : 0.001
MODEL SAVED
Epoch 7, 25% 	 Loss : 1.6250e+00 	 Res : 1.1813e-01 	 Enc : 1.0192e-02 	 AEnc : 4.2069e-04 	 MSE : 2.9987e+01
Epoch 7, 50% 	 Loss : 1.6403e+00 	 Res : 1.2085e-01 	 Enc : 9.3488e-03 	 AEnc : 5.1338e-04 	 MSE : 3.0991e+01
Epoch 7, 75% 	 Loss : 1.5363e+00 	 Res : 1.1313e-01 	 Enc : 8.9760e-03 	 AEnc : 3.6127e-04 	 MSE : 2.9491e+01
Training Epoch 7 : 	 Train : 1.59270e+00 	 Res : 1.17281e-01 	 Enc : 9.27173e-03 	 AE : 4.10474e-04 	 MSE : 3.02734e+01
Validation Epoch 7 : 	 Train : 1.47098e+00 	 Res : 1.09486e-01 	 Enc : 8.28832e-03 	 AE : 2.76108e-04 	 MSE : 3.00964e+01
Training Epoch 7 finished, took current epoch 100.00s, cumulative time 792.31s
Current Learning rate : 0.001
MODEL SAVED
Epoch 8, 25% 	 Loss : 1.4549e+00 	 Res : 1.0812e-01 	 Enc : 7.9320e-03 	 AEnc : 3.0187e-04 	 MSE : 2.9804e+01
Epoch 8, 50% 	 Loss : 1.4014e+00 	 Res : 1.0434e-01 	 Enc : 7.5652e-03 	 AEnc : 3.0115e-04 	 MSE : 2.8406e+01
Epoch 8, 75% 	 Loss : 1.3692e+00 	 Res : 1.0207e-01 	 Enc : 7.2580e-03 	 AEnc : 2.7829e-04 	 MSE : 2.8116e+01
Training Epoch 8 : 	 Train : 1.40683e+00 	 Res : 1.04971e-01 	 Enc : 7.46607e-03 	 AE : 2.93979e-04 	 MSE : 2.89768e+01
Validation Epoch 8 : 	 Train : 1.34089e+00 	 Res : 1.01997e-01 	 Enc : 6.95402e-03 	 AE : 2.59384e-04 	 MSE : 2.89683e+01
Training Epoch 8 finished, took current epoch 98.84s, cumulative time 891.05s
Current Learning rate : 0.001
MODEL SAVED
Epoch 9, 25% 	 Loss : 1.3075e+00 	 Res : 9.7666e-02 	 Enc : 6.8284e-03 	 AEnc : 2.6690e-04 	 MSE : 2.7720e+01
Epoch 9, 50% 	 Loss : 1.3061e+00 	 Res : 9.7851e-02 	 Enc : 6.6466e-03 	 AEnc : 3.1879e-04 	 MSE : 2.7864e+01
Epoch 9, 75% 	 Loss : 1.2874e+00 	 Res : 9.6478e-02 	 Enc : 6.3983e-03 	 AEnc : 2.7156e-04 	 MSE : 2.9787e+01
Training Epoch 9 : 	 Train : 1.28136e+00 	 Res : 9.58127e-02 	 Enc : 6.52272e-03 	 AE : 2.82242e-04 	 MSE : 2.79370e+01
Validation Epoch 9 : 	 Train : 1.20451e+00 	 Res : 9.03636e-02 	 Enc : 6.05869e-03 	 AE : 2.18292e-04 	 MSE : 2.84313e+01
Training Epoch 9 finished, took current epoch 99.14s, cumulative time 990.10s
Current Learning rate : 0.001
MODEL SAVED
Epoch 10, 25% 	 Loss : 1.2649e+00 	 Res : 9.5811e-02 	 Enc : 6.0276e-03 	 AEnc : 3.1753e-04 	 MSE : 2.8060e+01
Epoch 10, 50% 	 Loss : 1.1420e+00 	 Res : 8.4877e-02 	 Enc : 5.7207e-03 	 AEnc : 2.5566e-04 	 MSE : 2.6786e+01
Epoch 10, 75% 	 Loss : 1.1392e+00 	 Res : 8.5477e-02 	 Enc : 5.5365e-03 	 AEnc : 2.2007e-04 	 MSE : 2.7151e+01
Training Epoch 10 : 	 Train : 1.16377e+00 	 Res : 8.71767e-02 	 Enc : 5.70385e-03 	 AE : 2.61690e-04 	 MSE : 2.71799e+01
Validation Epoch 10 : 	 Train : 1.10627e+00 	 Res : 8.20577e-02 	 Enc : 5.21396e-03 	 AE : 1.85306e-04 	 MSE : 2.83843e+01
Training Epoch 10 finished, took current epoch 99.31s, cumulative time 1089.28s
Current Learning rate : 0.001
MODEL SAVED
Epoch 11, 25% 	 Loss : 1.0440e+00 	 Res : 7.7083e-02 	 Enc : 5.2349e-03 	 AEnc : 2.7341e-04 	 MSE : 2.5669e+01
Epoch 11, 50% 	 Loss : 1.0642e+00 	 Res : 7.9166e-02 	 Enc : 5.1586e-03 	 AEnc : 2.6282e-04 	 MSE : 2.6090e+01
Epoch 11, 75% 	 Loss : 1.0668e+00 	 Res : 7.9762e-02 	 Enc : 5.0885e-03 	 AEnc : 2.9398e-04 	 MSE : 2.6619e+01
Training Epoch 11 : 	 Train : 1.04276e+00 	 Res : 7.73272e-02 	 Enc : 5.10242e-03 	 AE : 2.90944e-04 	 MSE : 2.60792e+01
Validation Epoch 11 : 	 Train : 9.99907e-01 	 Res : 7.48051e-02 	 Enc : 4.59631e-03 	 AE : 1.87533e-04 	 MSE : 2.74642e+01
Training Epoch 11 finished, took current epoch 99.56s, cumulative time 1188.69s
Current Learning rate : 0.001
MODEL SAVED
Epoch 12, 25% 	 Loss : 9.9568e-01 	 Res : 7.3818e-02 	 Enc : 4.7716e-03 	 AEnc : 3.2014e-04 	 MSE : 2.5850e+01
Epoch 12, 50% 	 Loss : 9.5810e-01 	 Res : 7.0824e-02 	 Enc : 4.6474e-03 	 AEnc : 2.6681e-04 	 MSE : 2.5070e+01
Epoch 12, 75% 	 Loss : 9.2288e-01 	 Res : 6.7839e-02 	 Enc : 4.4930e-03 	 AEnc : 3.2604e-04 	 MSE : 2.5012e+01
Training Epoch 12 : 	 Train : 9.43762e-01 	 Res : 6.96635e-02 	 Enc : 4.59736e-03 	 AE : 2.91039e-04 	 MSE : 2.50344e+01
Validation Epoch 12 : 	 Train : 9.40223e-01 	 Res : 7.28726e-02 	 Enc : 4.47811e-03 	 AE : 2.68099e-04 	 MSE : 2.51142e+01
Training Epoch 12 finished, took current epoch 99.54s, cumulative time 1288.13s
Current Learning rate : 0.001
MODEL SAVED
Epoch 13, 25% 	 Loss : 9.4275e-01 	 Res : 7.0395e-02 	 Enc : 4.3513e-03 	 AEnc : 3.2204e-04 	 MSE : 2.5885e+01
Epoch 13, 50% 	 Loss : 8.9579e-01 	 Res : 6.5526e-02 	 Enc : 4.3692e-03 	 AEnc : 3.9987e-04 	 MSE : 2.4801e+01
Epoch 13, 75% 	 Loss : 8.4145e-01 	 Res : 6.1268e-02 	 Enc : 4.1976e-03 	 AEnc : 3.3255e-04 	 MSE : 2.3163e+01
Training Epoch 13 : 	 Train : 8.75314e-01 	 Res : 6.40671e-02 	 Enc : 4.25742e-03 	 AE : 3.69112e-04 	 MSE : 2.41572e+01
Validation Epoch 13 : 	 Train : 8.43449e-01 	 Res : 5.97161e-02 	 Enc : 4.10868e-03 	 AE : 9.92821e-04 	 MSE : 2.35722e+01
Training Epoch 13 finished, took current epoch 99.38s, cumulative time 1387.38s
Current Learning rate : 0.001
MODEL SAVED
Epoch 14, 25% 	 Loss : 8.1653e-01 	 Res : 5.9020e-02 	 Enc : 4.0428e-03 	 AEnc : 3.8002e-04 	 MSE : 2.3885e+01
Epoch 14, 50% 	 Loss : 7.6316e-01 	 Res : 5.4707e-02 	 Enc : 3.9417e-03 	 AEnc : 2.8192e-04 	 MSE : 2.1708e+01
Epoch 14, 75% 	 Loss : 7.5012e-01 	 Res : 5.3940e-02 	 Enc : 3.8063e-03 	 AEnc : 2.8749e-04 	 MSE : 2.2289e+01
Training Epoch 14 : 	 Train : 7.76286e-01 	 Res : 5.60864e-02 	 Enc : 3.89263e-03 	 AE : 2.91403e-04 	 MSE : 2.26821e+01
Validation Epoch 14 : 	 Train : 7.29080e-01 	 Res : 5.22981e-02 	 Enc : 3.56179e-03 	 AE : 1.45889e-04 	 MSE : 2.37033e+01
Training Epoch 14 finished, took current epoch 98.72s, cumulative time 1485.87s
Current Learning rate : 0.001
MODEL SAVED
Epoch 15, 25% 	 Loss : 7.4622e-01 	 Res : 5.4222e-02 	 Enc : 3.8204e-03 	 AEnc : 2.1232e-04 	 MSE : 2.0831e+01
Epoch 15, 50% 	 Loss : 7.0559e-01 	 Res : 4.9815e-02 	 Enc : 3.6822e-03 	 AEnc : 2.7117e-04 	 MSE : 2.0964e+01
Epoch 15, 75% 	 Loss : 7.4552e-01 	 Res : 5.4069e-02 	 Enc : 3.6543e-03 	 AEnc : 2.2688e-04 	 MSE : 2.2928e+01
Training Epoch 15 : 	 Train : 7.18692e-01 	 Res : 5.14641e-02 	 Enc : 3.68469e-03 	 AE : 2.15464e-04 	 MSE : 2.13690e+01
Validation Epoch 15 : 	 Train : 6.69076e-01 	 Res : 4.62337e-02 	 Enc : 3.58588e-03 	 AE : 1.31702e-04 	 MSE : 2.15598e+01
Training Epoch 15 finished, took current epoch 99.80s, cumulative time 1585.58s
Current Learning rate : 0.001
MODEL SAVED
Epoch 16, 25% 	 Loss : 6.5630e-01 	 Res : 4.6279e-02 	 Enc : 3.5118e-03 	 AEnc : 1.6100e-04 	 MSE : 1.9136e+01
Epoch 16, 50% 	 Loss : 6.9573e-01 	 Res : 4.9796e-02 	 Enc : 3.4711e-03 	 AEnc : 2.7242e-04 	 MSE : 2.0882e+01
Epoch 16, 75% 	 Loss : 6.4759e-01 	 Res : 4.4803e-02 	 Enc : 3.4292e-03 	 AEnc : 3.2019e-04 	 MSE : 2.0433e+01
Training Epoch 16 : 	 Train : 6.55274e-01 	 Res : 4.59052e-02 	 Enc : 3.43459e-03 	 AE : 2.73178e-04 	 MSE : 2.00314e+01
Validation Epoch 16 : 	 Train : 6.09978e-01 	 Res : 4.26708e-02 	 Enc : 3.27520e-03 	 AE : 2.09513e-04 	 MSE : 2.04492e+01
Training Epoch 16 finished, took current epoch 99.36s, cumulative time 1684.84s
Current Learning rate : 0.001
MODEL SAVED
Epoch 17, 25% 	 Loss : 6.1563e-01 	 Res : 4.2057e-02 	 Enc : 3.3445e-03 	 AEnc : 3.0423e-04 	 MSE : 1.8860e+01
Epoch 17, 50% 	 Loss : 5.7024e-01 	 Res : 3.8586e-02 	 Enc : 3.2756e-03 	 AEnc : 1.2795e-04 	 MSE : 1.7563e+01
Epoch 17, 75% 	 Loss : 6.2486e-01 	 Res : 4.4185e-02 	 Enc : 3.2832e-03 	 AEnc : 1.3120e-04 	 MSE : 1.9491e+01
Training Epoch 17 : 	 Train : 6.01364e-01 	 Res : 4.14396e-02 	 Enc : 3.26799e-03 	 AE : 1.91174e-04 	 MSE : 1.88444e+01
Validation Epoch 17 : 	 Train : 5.62060e-01 	 Res : 3.73981e-02 	 Enc : 3.25590e-03 	 AE : 3.56272e-04 	 MSE : 1.75363e+01
Training Epoch 17 finished, took current epoch 99.72s, cumulative time 1784.45s
Current Learning rate : 0.001
MODEL SAVED
Epoch 18, 25% 	 Loss : 5.3924e-01 	 Res : 3.5562e-02 	 Enc : 3.1405e-03 	 AEnc : 2.5420e-04 	 MSE : 1.7859e+01
Epoch 18, 50% 	 Loss : 5.5572e-01 	 Res : 3.7770e-02 	 Enc : 3.0453e-03 	 AEnc : 2.4756e-04 	 MSE : 1.8266e+01
Epoch 18, 75% 	 Loss : 5.1525e-01 	 Res : 3.4018e-02 	 Enc : 2.9832e-03 	 AEnc : 2.1596e-04 	 MSE : 1.7576e+01
Training Epoch 18 : 	 Train : 5.44506e-01 	 Res : 3.64833e-02 	 Enc : 3.02550e-03 	 AE : 2.86050e-04 	 MSE : 1.85655e+01
Validation Epoch 18 : 	 Train : 4.96644e-01 	 Res : 3.19165e-02 	 Enc : 2.95426e-03 	 AE : 3.05945e-04 	 MSE : 1.69420e+01
Training Epoch 18 finished, took current epoch 99.36s, cumulative time 1883.74s
Current Learning rate : 0.001
MODEL SAVED
Epoch 19, 25% 	 Loss : 4.9541e-01 	 Res : 3.1640e-02 	 Enc : 2.8678e-03 	 AEnc : 3.6042e-04 	 MSE : 1.7504e+01
Epoch 19, 50% 	 Loss : 4.8543e-01 	 Res : 3.1682e-02 	 Enc : 2.8376e-03 	 AEnc : 2.4533e-04 	 MSE : 1.8079e+01
Epoch 19, 75% 	 Loss : 4.7735e-01 	 Res : 3.1081e-02 	 Enc : 2.7443e-03 	 AEnc : 2.0564e-04 	 MSE : 1.7966e+01
Training Epoch 19 : 	 Train : 4.91399e-01 	 Res : 3.23133e-02 	 Enc : 2.80656e-03 	 AE : 2.46515e-04 	 MSE : 1.79417e+01
Validation Epoch 19 : 	 Train : 4.72538e-01 	 Res : 3.11015e-02 	 Enc : 2.92423e-03 	 AE : 1.46453e-04 	 MSE : 1.42427e+01
Training Epoch 19 finished, took current epoch 100.69s, cumulative time 1984.35s
Current Learning rate : 0.001
MODEL SAVED
Epoch 20, 25% 	 Loss : 4.7362e-01 	 Res : 3.1377e-02 	 Enc : 2.6959e-03 	 AEnc : 1.2443e-04 	 MSE : 1.8048e+01
Epoch 20, 50% 	 Loss : 4.6492e-01 	 Res : 3.1290e-02 	 Enc : 2.6570e-03 	 AEnc : 1.1174e-04 	 MSE : 1.8002e+01
Epoch 20, 75% 	 Loss : 4.3942e-01 	 Res : 2.9018e-02 	 Enc : 2.5344e-03 	 AEnc : 1.2905e-04 	 MSE : 1.6743e+01
Training Epoch 20 : 	 Train : 4.60932e-01 	 Res : 3.06422e-02 	 Enc : 2.63091e-03 	 AE : 1.24880e-04 	 MSE : 1.78326e+01
Validation Epoch 20 : 	 Train : 4.32200e-01 	 Res : 2.67537e-02 	 Enc : 2.56445e-03 	 AE : 1.49351e-04 	 MSE : 1.78276e+01
Training Epoch 20 finished, took current epoch 99.35s, cumulative time 2083.57s
Current Learning rate : 0.001
MODEL SAVED
Epoch 21, 25% 	 Loss : 4.2811e-01 	 Res : 2.7526e-02 	 Enc : 2.5488e-03 	 AEnc : 1.9119e-04 	 MSE : 1.6945e+01
Epoch 21, 50% 	 Loss : 4.4750e-01 	 Res : 2.9857e-02 	 Enc : 2.5334e-03 	 AEnc : 2.2069e-04 	 MSE : 1.7074e+01
Epoch 21, 75% 	 Loss : 4.3478e-01 	 Res : 2.8944e-02 	 Enc : 2.4241e-03 	 AEnc : 1.3789e-04 	 MSE : 1.6914e+01
Training Epoch 21 : 	 Train : 4.32195e-01 	 Res : 2.82459e-02 	 Enc : 2.48966e-03 	 AE : 1.90824e-04 	 MSE : 1.70311e+01
Validation Epoch 21 : 	 Train : 3.95761e-01 	 Res : 2.44324e-02 	 Enc : 2.36516e-03 	 AE : 2.51053e-04 	 MSE : 1.66832e+01
Training Epoch 21 finished, took current epoch 99.14s, cumulative time 2182.51s
Current Learning rate : 0.001
MODEL SAVED
Epoch 22, 25% 	 Loss : 4.0459e-01 	 Res : 2.5623e-02 	 Enc : 2.3839e-03 	 AEnc : 2.4954e-04 	 MSE : 1.6369e+01
Epoch 22, 50% 	 Loss : 4.1219e-01 	 Res : 2.7044e-02 	 Enc : 2.3816e-03 	 AEnc : 1.2276e-04 	 MSE : 1.7491e+01
Epoch 22, 75% 	 Loss : 4.0547e-01 	 Res : 2.6114e-02 	 Enc : 2.3429e-03 	 AEnc : 1.6763e-04 	 MSE : 1.6954e+01
Training Epoch 22 : 	 Train : 3.99796e-01 	 Res : 2.55361e-02 	 Enc : 2.34625e-03 	 AE : 1.97365e-04 	 MSE : 1.65786e+01
Validation Epoch 22 : 	 Train : 3.71415e-01 	 Res : 2.26199e-02 	 Enc : 2.30144e-03 	 AE : 2.14796e-04 	 MSE : 1.61619e+01
Training Epoch 22 finished, took current epoch 99.17s, cumulative time 2281.59s
Current Learning rate : 0.001
MODEL SAVED
Epoch 23, 25% 	 Loss : 3.8175e-01 	 Res : 2.4145e-02 	 Enc : 2.2952e-03 	 AEnc : 2.0355e-04 	 MSE : 1.5879e+01
Epoch 23, 50% 	 Loss : 3.7116e-01 	 Res : 2.3232e-02 	 Enc : 2.2640e-03 	 AEnc : 1.6728e-04 	 MSE : 1.5768e+01
Epoch 23, 75% 	 Loss : 3.7234e-01 	 Res : 2.3762e-02 	 Enc : 2.2169e-03 	 AEnc : 1.9177e-04 	 MSE : 1.5081e+01
Training Epoch 23 : 	 Train : 3.82733e-01 	 Res : 2.45478e-02 	 Enc : 2.26195e-03 	 AE : 1.75756e-04 	 MSE : 1.59488e+01
Validation Epoch 23 : 	 Train : 3.56497e-01 	 Res : 2.19636e-02 	 Enc : 2.30672e-03 	 AE : 7.18993e-05 	 MSE : 1.38240e+01
Training Epoch 23 finished, took current epoch 98.77s, cumulative time 2380.28s
Current Learning rate : 0.001
MODEL SAVED
Epoch 24, 25% 	 Loss : 3.5830e-01 	 Res : 2.2928e-02 	 Enc : 2.2188e-03 	 AEnc : 9.3166e-05 	 MSE : 1.4659e+01
Epoch 24, 50% 	 Loss : 3.6104e-01 	 Res : 2.2922e-02 	 Enc : 2.1333e-03 	 AEnc : 1.0687e-04 	 MSE : 1.5239e+01
Epoch 24, 75% 	 Loss : 3.6951e-01 	 Res : 2.3258e-02 	 Enc : 2.1753e-03 	 AEnc : 2.4260e-04 	 MSE : 1.5941e+01
Training Epoch 24 : 	 Train : 3.67864e-01 	 Res : 2.33460e-02 	 Enc : 2.16663e-03 	 AE : 2.34567e-04 	 MSE : 1.55845e+01
Validation Epoch 24 : 	 Train : 3.48629e-01 	 Res : 2.06489e-02 	 Enc : 2.10280e-03 	 AE : 2.71434e-04 	 MSE : 1.44559e+01
Training Epoch 24 finished, took current epoch 99.81s, cumulative time 2479.99s
Current Learning rate : 0.001
MODEL SAVED
Epoch 25, 25% 	 Loss : 3.5079e-01 	 Res : 2.1815e-02 	 Enc : 2.0521e-03 	 AEnc : 2.8114e-04 	 MSE : 1.5183e+01
Epoch 25, 50% 	 Loss : 3.4342e-01 	 Res : 2.0941e-02 	 Enc : 2.0831e-03 	 AEnc : 2.8980e-04 	 MSE : 1.4633e+01
Epoch 25, 75% 	 Loss : 3.5560e-01 	 Res : 2.2455e-02 	 Enc : 2.0538e-03 	 AEnc : 2.4867e-04 	 MSE : 1.4589e+01
Training Epoch 25 : 	 Train : 3.45173e-01 	 Res : 2.13061e-02 	 Enc : 2.04895e-03 	 AE : 2.75344e-04 	 MSE : 1.46279e+01
Validation Epoch 25 : 	 Train : 3.35796e-01 	 Res : 2.15643e-02 	 Enc : 2.04415e-03 	 AE : 1.33360e-04 	 MSE : 1.14527e+01
Training Epoch 25 finished, took current epoch 98.92s, cumulative time 2578.83s
Current Learning rate : 0.001
Epoch 26, 25% 	 Loss : 3.2591e-01 	 Res : 2.0146e-02 	 Enc : 2.0092e-03 	 AEnc : 1.1055e-04 	 MSE : 1.4300e+01
Epoch 26, 50% 	 Loss : 3.2461e-01 	 Res : 1.9926e-02 	 Enc : 2.0005e-03 	 AEnc : 1.6683e-04 	 MSE : 1.3082e+01
Epoch 26, 75% 	 Loss : 3.2710e-01 	 Res : 1.8531e-02 	 Enc : 1.9769e-03 	 AEnc : 6.0968e-04 	 MSE : 1.3147e+01
Training Epoch 26 : 	 Train : 3.25737e-01 	 Res : 1.96469e-02 	 Enc : 1.97795e-03 	 AE : 3.03651e-04 	 MSE : 1.34992e+01
Validation Epoch 26 : 	 Train : 3.44606e-01 	 Res : 2.23096e-02 	 Enc : 1.78112e-03 	 AE : 1.02771e-04 	 MSE : 1.94014e+01
Training Epoch 26 finished, took current epoch 99.65s, cumulative time 2678.44s
Current Learning rate : 0.001
Epoch 27, 25% 	 Loss : 3.1928e-01 	 Res : 1.9549e-02 	 Enc : 1.8998e-03 	 AEnc : 2.0532e-04 	 MSE : 1.4085e+01
Epoch 27, 50% 	 Loss : 3.1392e-01 	 Res : 1.9543e-02 	 Enc : 1.9497e-03 	 AEnc : 1.9517e-04 	 MSE : 1.3235e+01
Epoch 27, 75% 	 Loss : 3.2964e-01 	 Res : 2.0959e-02 	 Enc : 1.8862e-03 	 AEnc : 1.8540e-04 	 MSE : 1.4470e+01
Training Epoch 27 : 	 Train : 3.15501e-01 	 Res : 1.95197e-02 	 Enc : 1.89726e-03 	 AE : 1.86865e-04 	 MSE : 1.36090e+01
Validation Epoch 27 : 	 Train : 2.85619e-01 	 Res : 1.66609e-02 	 Enc : 1.75109e-03 	 AE : 1.37636e-04 	 MSE : 1.48271e+01
Training Epoch 27 finished, took current epoch 100.11s, cumulative time 2778.47s
Current Learning rate : 0.001
MODEL SAVED
Epoch 28, 25% 	 Loss : 2.9157e-01 	 Res : 1.7632e-02 	 Enc : 1.8071e-03 	 AEnc : 1.0907e-04 	 MSE : 1.2918e+01
Epoch 28, 50% 	 Loss : 3.0404e-01 	 Res : 1.8540e-02 	 Enc : 1.8474e-03 	 AEnc : 1.4968e-04 	 MSE : 1.3079e+01
Epoch 28, 75% 	 Loss : 2.8507e-01 	 Res : 1.6915e-02 	 Enc : 1.8133e-03 	 AEnc : 1.3289e-04 	 MSE : 1.1882e+01
Training Epoch 28 : 	 Train : 2.93269e-01 	 Res : 1.76953e-02 	 Enc : 1.81225e-03 	 AE : 1.43611e-04 	 MSE : 1.26131e+01
Validation Epoch 28 : 	 Train : 2.96201e-01 	 Res : 1.88363e-02 	 Enc : 1.65122e-03 	 AE : 6.38080e-05 	 MSE : 1.74950e+01
