Train Metrics
Epoch 0, 25% 	 Loss : 3.2231e+04 	 Res : 5.0236e+02 	 Enc : 5.8376e+02 	 AEnc : 3.0289e+02 	 MSE : 4.6501e+02
Training Epoch 3 finished, took current epoch 241.60s, cumulative time 968.90s
Current Learning rate : 0.001
MODEL SAVED
Epoch 4, 25% 	 Loss : 2.0365e+01 	 Res : 9.6034e-02 	 Enc : 9.6564e-02 	 AEnc : 4.6527e-03 	 MSE : 3.1993e+01
Epoch 4, 50% 	 Loss : 1.9114e+01 	 Res : 8.8018e-02 	 Enc : 8.7678e-02 	 AEnc : 4.1453e-03 	 MSE : 3.0997e+01
Epoch 4, 75% 	 Loss : 1.7983e+01 	 Res : 8.2066e-02 	 Enc : 8.0002e-02 	 AEnc : 3.7022e-03 	 MSE : 3.0933e+01
Training Epoch 4 : 	 Train : 1.88557e+01 	 Res : 8.66424e-02 	 Enc : 8.56789e-02 	 AE : 4.08182e-03 	 MSE : 3.12694e+01
Validation Epoch 4 : 	 Train : 1.70707e+01 	 Res : 7.93362e-02 	 Enc : 7.07052e-02 	 AE : 2.94398e-03 	 MSE : 3.19422e+01
Training Epoch 4 finished, took current epoch 237.45s, cumulative time 1206.33s
Current Learning rate : 0.001
MODEL SAVED
Epoch 5, 25% 	 Loss : 1.6632e+01 	 Res : 7.5069e-02 	 Enc : 7.1438e-02 	 AEnc : 3.3420e-03 	 MSE : 2.9122e+01
Epoch 5, 50% 	 Loss : 1.6366e+01 	 Res : 7.2637e-02 	 Enc : 6.7247e-02 	 AEnc : 3.1944e-03 	 MSE : 2.9960e+01
Epoch 5, 75% 	 Loss : 1.5171e+01 	 Res : 6.7242e-02 	 Enc : 6.1875e-02 	 AEnc : 2.9596e-03 	 MSE : 2.8132e+01
Training Epoch 5 : 	 Train : 1.58176e+01 	 Res : 7.02559e-02 	 Enc : 6.53321e-02 	 AE : 3.11338e-03 	 MSE : 2.87369e+01
Validation Epoch 5 : 	 Train : 1.45565e+01 	 Res : 6.60443e-02 	 Enc : 5.52240e-02 	 AE : 2.49947e-03 	 MSE : 2.86797e+01
Training Epoch 5 finished, took current epoch 238.64s, cumulative time 1444.91s
Current Learning rate : 0.001
MODEL SAVED
Epoch 6, 25% 	 Loss : 1.3782e+01 	 Res : 6.0879e-02 	 Enc : 5.3559e-02 	 AEnc : 2.6788e-03 	 MSE : 2.5314e+01
Epoch 6, 50% 	 Loss : 1.3800e+01 	 Res : 6.0118e-02 	 Enc : 5.0307e-02 	 AEnc : 2.8659e-03 	 MSE : 2.5712e+01
Epoch 6, 75% 	 Loss : 1.2795e+01 	 Res : 5.9884e-02 	 Enc : 4.2291e-02 	 AEnc : 2.3607e-03 	 MSE : 2.4810e+01
Training Epoch 6 : 	 Train : 1.31950e+01 	 Res : 5.93011e-02 	 Enc : 4.63787e-02 	 AE : 2.58410e-03 	 MSE : 2.50271e+01
Validation Epoch 6 : 	 Train : 1.19375e+01 	 Res : 5.30105e-02 	 Enc : 3.94327e-02 	 AE : 2.93745e-03 	 MSE : 2.42876e+01
Training Epoch 6 finished, took current epoch 242.46s, cumulative time 1687.33s
Current Learning rate : 0.001
MODEL SAVED
Epoch 7, 25% 	 Loss : 1.1302e+01 	 Res : 4.9227e-02 	 Enc : 3.5264e-02 	 AEnc : 1.9609e-03 	 MSE : 2.2439e+01
Epoch 7, 50% 	 Loss : 1.1398e+01 	 Res : 4.7633e-02 	 Enc : 3.5318e-02 	 AEnc : 2.0068e-03 	 MSE : 2.3133e+01
Epoch 7, 75% 	 Loss : 1.0877e+01 	 Res : 4.6565e-02 	 Enc : 3.2148e-02 	 AEnc : 1.8596e-03 	 MSE : 2.1618e+01
Training Epoch 7 : 	 Train : 1.11467e+01 	 Res : 4.73519e-02 	 Enc : 3.36217e-02 	 AE : 1.94977e-03 	 MSE : 2.23313e+01
Validation Epoch 7 : 	 Train : 1.11168e+01 	 Res : 5.00803e-02 	 Enc : 3.26346e-02 	 AE : 2.58342e-03 	 MSE : 2.31699e+01
Training Epoch 7 finished, took current epoch 237.72s, cumulative time 1925.00s
Current Learning rate : 0.001
MODEL SAVED
Epoch 8, 25% 	 Loss : 1.0704e+01 	 Res : 4.7961e-02 	 Enc : 2.9443e-02 	 AEnc : 2.0764e-03 	 MSE : 2.1901e+01
Epoch 8, 50% 	 Loss : 1.0286e+01 	 Res : 4.4960e-02 	 Enc : 2.8083e-02 	 AEnc : 1.8521e-03 	 MSE : 2.1190e+01
Epoch 8, 75% 	 Loss : 1.0106e+01 	 Res : 4.3647e-02 	 Enc : 2.7749e-02 	 AEnc : 1.6011e-03 	 MSE : 2.0397e+01
Training Epoch 8 : 	 Train : 1.03981e+01 	 Res : 4.50637e-02 	 Enc : 2.82511e-02 	 AE : 1.81822e-03 	 MSE : 2.13303e+01
Validation Epoch 8 : 	 Train : 1.00509e+01 	 Res : 3.92021e-02 	 Enc : 2.80341e-02 	 AE : 1.27123e-03 	 MSE : 2.09591e+01
Training Epoch 8 finished, took current epoch 237.95s, cumulative time 2162.93s
Current Learning rate : 0.001
MODEL SAVED
Epoch 9, 25% 	 Loss : 9.8333e+00 	 Res : 4.1570e-02 	 Enc : 2.6164e-02 	 AEnc : 1.4914e-03 	 MSE : 1.9594e+01
Epoch 9, 50% 	 Loss : 9.8189e+00 	 Res : 4.0898e-02 	 Enc : 2.5787e-02 	 AEnc : 1.4890e-03 	 MSE : 1.9657e+01
Epoch 9, 75% 	 Loss : 1.0102e+01 	 Res : 4.1839e-02 	 Enc : 2.5471e-02 	 AEnc : 1.4929e-03 	 MSE : 2.1361e+01
Training Epoch 9 : 	 Train : 9.85168e+00 	 Res : 4.08460e-02 	 Enc : 2.55822e-02 	 AE : 1.50841e-03 	 MSE : 1.97743e+01
Validation Epoch 9 : 	 Train : 9.58153e+00 	 Res : 3.56647e-02 	 Enc : 2.57369e-02 	 AE : 1.18424e-03 	 MSE : 1.93437e+01
Training Epoch 9 finished, took current epoch 243.80s, cumulative time 2406.62s
Current Learning rate : 0.001
MODEL SAVED
Epoch 10, 25% 	 Loss : 9.7162e+00 	 Res : 3.8796e-02 	 Enc : 2.4756e-02 	 AEnc : 1.4371e-03 	 MSE : 1.9193e+01
Epoch 10, 50% 	 Loss : 9.3183e+00 	 Res : 3.7681e-02 	 Enc : 2.3345e-02 	 AEnc : 1.4583e-03 	 MSE : 1.8222e+01
Epoch 10, 75% 	 Loss : 9.3626e+00 	 Res : 3.8284e-02 	 Enc : 2.2896e-02 	 AEnc : 1.3956e-03 	 MSE : 1.8378e+01
Training Epoch 10 : 	 Train : 9.39659e+00 	 Res : 3.74562e-02 	 Enc : 2.33328e-02 	 AE : 1.42884e-03 	 MSE : 1.83036e+01
Validation Epoch 10 : 	 Train : 9.15284e+00 	 Res : 3.69120e-02 	 Enc : 2.19640e-02 	 AE : 1.27187e-03 	 MSE : 1.49912e+01
Training Epoch 10 finished, took current epoch 235.05s, cumulative time 2641.64s
Current Learning rate : 0.001
Epoch 11, 25% 	 Loss : 9.0740e+00 	 Res : 3.8482e-02 	 Enc : 2.1861e-02 	 AEnc : 1.3884e-03 	 MSE : 1.6655e+01
Epoch 11, 50% 	 Loss : 9.0888e+00 	 Res : 3.6693e-02 	 Enc : 2.1521e-02 	 AEnc : 1.4374e-03 	 MSE : 1.7339e+01
Epoch 11, 75% 	 Loss : 9.0657e+00 	 Res : 3.5178e-02 	 Enc : 2.1604e-02 	 AEnc : 1.3503e-03 	 MSE : 1.7224e+01
Training Epoch 11 : 	 Train : 9.04750e+00 	 Res : 3.65995e-02 	 Enc : 2.14269e-02 	 AE : 1.34190e-03 	 MSE : 1.70438e+01
Validation Epoch 11 : 	 Train : 8.74204e+00 	 Res : 3.25161e-02 	 Enc : 1.96279e-02 	 AE : 1.05803e-03 	 MSE : 1.64050e+01
Training Epoch 11 finished, took current epoch 243.71s, cumulative time 2885.31s
Current Learning rate : 0.001
MODEL SAVED
Epoch 12, 25% 	 Loss : 8.8863e+00 	 Res : 3.4979e-02 	 Enc : 2.0447e-02 	 AEnc : 1.2408e-03 	 MSE : 1.6815e+01
Epoch 12, 50% 	 Loss : 8.8869e+00 	 Res : 3.5335e-02 	 Enc : 2.0141e-02 	 AEnc : 1.2215e-03 	 MSE : 1.6226e+01
Epoch 12, 75% 	 Loss : 8.7084e+00 	 Res : 3.4420e-02 	 Enc : 1.9942e-02 	 AEnc : 1.1879e-03 	 MSE : 1.6274e+01
Training Epoch 12 : 	 Train : 8.74722e+00 	 Res : 3.48168e-02 	 Enc : 1.98905e-02 	 AE : 1.19389e-03 	 MSE : 1.61064e+01
Validation Epoch 12 : 	 Train : 8.44662e+00 	 Res : 3.27597e-02 	 Enc : 1.90005e-02 	 AE : 9.36007e-04 	 MSE : 1.44552e+01
Training Epoch 12 finished, took current epoch 235.63s, cumulative time 3120.91s
Current Learning rate : 0.001
Epoch 13, 25% 	 Loss : 8.7469e+00 	 Res : 3.3981e-02 	 Enc : 1.9367e-02 	 AEnc : 1.2706e-03 	 MSE : 1.6042e+01
Epoch 13, 50% 	 Loss : 8.6138e+00 	 Res : 3.3976e-02 	 Enc : 1.8804e-02 	 AEnc : 1.1329e-03 	 MSE : 1.5465e+01
Epoch 13, 75% 	 Loss : 8.2942e+00 	 Res : 3.2563e-02 	 Enc : 1.8370e-02 	 AEnc : 1.1033e-03 	 MSE : 1.4796e+01
Training Epoch 13 : 	 Train : 8.48405e+00 	 Res : 3.31557e-02 	 Enc : 1.85928e-02 	 AE : 1.14760e-03 	 MSE : 1.51303e+01
Validation Epoch 13 : 	 Train : 8.18605e+00 	 Res : 2.91561e-02 	 Enc : 1.75822e-02 	 AE : 8.35362e-04 	 MSE : 1.38760e+01
Training Epoch 13 finished, took current epoch 242.29s, cumulative time 3363.16s
Current Learning rate : 0.001
MODEL SAVED
Epoch 14, 25% 	 Loss : 8.5014e+00 	 Res : 3.3253e-02 	 Enc : 1.7830e-02 	 AEnc : 1.0361e-03 	 MSE : 1.4733e+01
Epoch 14, 50% 	 Loss : 8.6393e+00 	 Res : 4.1266e-02 	 Enc : 1.7462e-02 	 AEnc : 1.0659e-03 	 MSE : 1.4747e+01
Epoch 14, 75% 	 Loss : 8.6792e+00 	 Res : 4.0251e-02 	 Enc : 1.7451e-02 	 AEnc : 1.1627e-03 	 MSE : 1.5701e+01
Training Epoch 14 : 	 Train : 8.49637e+00 	 Res : 3.64471e-02 	 Enc : 1.74656e-02 	 AE : 1.15211e-03 	 MSE : 1.46332e+01
Validation Epoch 14 : 	 Train : 8.84453e+00 	 Res : 5.01440e-02 	 Enc : 1.80281e-02 	 AE : 1.27731e-03 	 MSE : 1.51874e+01
Training Epoch 14 finished, took current epoch 231.83s, cumulative time 3594.96s
Current Learning rate : 0.001
Epoch 15, 25% 	 Loss : 8.7570e+00 	 Res : 4.6090e-02 	 Enc : 1.7000e-02 	 AEnc : 1.1456e-03 	 MSE : 1.6316e+01
Epoch 15, 50% 	 Loss : 8.2974e+00 	 Res : 3.7109e-02 	 Enc : 1.6063e-02 	 AEnc : 1.0721e-03 	 MSE : 1.5173e+01
Epoch 15, 75% 	 Loss : 8.2464e+00 	 Res : 3.1566e-02 	 Enc : 1.6239e-02 	 AEnc : 1.5465e-03 	 MSE : 1.3299e+01
Training Epoch 15 : 	 Train : 8.31310e+00 	 Res : 3.66802e-02 	 Enc : 1.62262e-02 	 AE : 1.19769e-03 	 MSE : 1.41237e+01
Validation Epoch 15 : 	 Train : 8.08876e+00 	 Res : 3.61321e-02 	 Enc : 1.51050e-02 	 AE : 1.05434e-03 	 MSE : 1.20641e+01
Training Epoch 15 finished, took current epoch 237.20s, cumulative time 3832.14s
Current Learning rate : 0.001
Epoch 16, 25% 	 Loss : 7.9951e+00 	 Res : 3.6637e-02 	 Enc : 1.5390e-02 	 AEnc : 1.0554e-03 	 MSE : 1.0988e+01
Epoch 16, 50% 	 Loss : 8.1726e+00 	 Res : 3.4787e-02 	 Enc : 1.5258e-02 	 AEnc : 9.3647e-04 	 MSE : 1.3190e+01
Epoch 16, 75% 	 Loss : 7.5658e+00 	 Res : 2.7606e-02 	 Enc : 1.4129e-02 	 AEnc : 8.0473e-04 	 MSE : 1.1001e+01
Training Epoch 16 : 	 Train : 7.80966e+00 	 Res : 3.18301e-02 	 Enc : 1.47585e-02 	 AE : 1.23260e-03 	 MSE : 1.12873e+01
Validation Epoch 16 : 	 Train : 7.61565e+00 	 Res : 2.49048e-02 	 Enc : 1.32892e-02 	 AE : 2.65420e-03 	 MSE : 1.12810e+01
Training Epoch 16 finished, took current epoch 237.96s, cumulative time 4070.05s
Current Learning rate : 0.001
MODEL SAVED
Epoch 17, 25% 	 Loss : 7.5609e+00 	 Res : 2.8077e-02 	 Enc : 1.3734e-02 	 AEnc : 2.4246e-03 	 MSE : 9.7060e+00
Epoch 17, 50% 	 Loss : 7.1259e+00 	 Res : 2.6663e-02 	 Enc : 1.3367e-02 	 AEnc : 7.9732e-04 	 MSE : 9.4547e+00
Epoch 17, 75% 	 Loss : 7.4269e+00 	 Res : 2.6684e-02 	 Enc : 1.3121e-02 	 AEnc : 1.2191e-03 	 MSE : 9.5374e+00
Training Epoch 17 : 	 Train : 7.43303e+00 	 Res : 2.86282e-02 	 Enc : 1.32954e-02 	 AE : 1.52539e-03 	 MSE : 9.99923e+00
Validation Epoch 17 : 	 Train : 7.42775e+00 	 Res : 2.80148e-02 	 Enc : 1.24984e-02 	 AE : 6.74013e-04 	 MSE : 1.27092e+01
Training Epoch 17 finished, took current epoch 230.31s, cumulative time 4300.33s
Current Learning rate : 0.001
Epoch 18, 25% 	 Loss : 7.3280e+00 	 Res : 3.0308e-02 	 Enc : 1.2449e-02 	 AEnc : 6.1982e-04 	 MSE : 1.1138e+01
Epoch 18, 50% 	 Loss : 7.2607e+00 	 Res : 2.9267e-02 	 Enc : 1.2144e-02 	 AEnc : 6.5513e-04 	 MSE : 1.0484e+01
Epoch 18, 75% 	 Loss : 7.1916e+00 	 Res : 2.8685e-02 	 Enc : 1.1709e-02 	 AEnc : 6.7962e-04 	 MSE : 1.0162e+01
Training Epoch 18 : 	 Train : 7.33135e+00 	 Res : 2.93728e-02 	 Enc : 1.21221e-02 	 AE : 6.42659e-04 	 MSE : 1.07216e+01
Validation Epoch 18 : 	 Train : 7.16804e+00 	 Res : 2.61747e-02 	 Enc : 1.16111e-02 	 AE : 5.44556e-04 	 MSE : 9.98063e+00
Training Epoch 18 finished, took current epoch 233.17s, cumulative time 4533.46s
Current Learning rate : 0.001
Epoch 19, 25% 	 Loss : 7.3553e+00 	 Res : 2.9344e-02 	 Enc : 1.1570e-02 	 AEnc : 5.8772e-04 	 MSE : 1.0393e+01
Epoch 19, 50% 	 Loss : 7.1471e+00 	 Res : 2.8234e-02 	 Enc : 1.1405e-02 	 AEnc : 6.2011e-04 	 MSE : 1.0054e+01
Epoch 19, 75% 	 Loss : 7.2107e+00 	 Res : 2.8055e-02 	 Enc : 1.1320e-02 	 AEnc : 5.6697e-04 	 MSE : 9.6807e+00
Training Epoch 19 : 	 Train : 7.18160e+00 	 Res : 2.82932e-02 	 Enc : 1.13209e-02 	 AE : 5.99127e-04 	 MSE : 9.93222e+00
Validation Epoch 19 : 	 Train : 7.22855e+00 	 Res : 2.77360e-02 	 Enc : 1.10074e-02 	 AE : 5.60152e-04 	 MSE : 1.10370e+01
Training Epoch 19 finished, took current epoch 244.71s, cumulative time 4778.12s
Current Learning rate : 0.001
Epoch 20, 25% 	 Loss : 7.2754e+00 	 Res : 2.8070e-02 	 Enc : 1.0989e-02 	 AEnc : 6.2994e-04 	 MSE : 9.8460e+00
Epoch 20, 50% 	 Loss : 6.9788e+00 	 Res : 2.7573e-02 	 Enc : 1.0691e-02 	 AEnc : 5.6596e-04 	 MSE : 9.1319e+00
Epoch 20, 75% 	 Loss : 6.6774e+00 	 Res : 2.6511e-02 	 Enc : 1.0374e-02 	 AEnc : 5.1190e-04 	 MSE : 8.6881e+00
Training Epoch 20 : 	 Train : 7.03253e+00 	 Res : 2.74299e-02 	 Enc : 1.06378e-02 	 AE : 5.77530e-04 	 MSE : 9.21862e+00
Validation Epoch 20 : 	 Train : 6.91016e+00 	 Res : 2.39800e-02 	 Enc : 1.01182e-02 	 AE : 5.37149e-04 	 MSE : 9.55603e+00
Training Epoch 20 finished, took current epoch 237.92s, cumulative time 5015.98s
Current Learning rate : 0.001
MODEL SAVED
Epoch 21, 25% 	 Loss : 6.9208e+00 	 Res : 2.7603e-02 	 Enc : 1.0219e-02 	 AEnc : 5.5847e-04 	 MSE : 8.5754e+00
Epoch 21, 50% 	 Loss : 6.8937e+00 	 Res : 2.7494e-02 	 Enc : 1.0394e-02 	 AEnc : 5.2738e-04 	 MSE : 8.8294e+00
Epoch 21, 75% 	 Loss : 6.9998e+00 	 Res : 2.8751e-02 	 Enc : 9.9439e-03 	 AEnc : 6.6290e-04 	 MSE : 8.1658e+00
Training Epoch 21 : 	 Train : 6.91143e+00 	 Res : 2.72386e-02 	 Enc : 1.00845e-02 	 AE : 6.08622e-04 	 MSE : 8.34158e+00
Validation Epoch 21 : 	 Train : 6.64042e+00 	 Res : 2.41978e-02 	 Enc : 9.50102e-03 	 AE : 5.67250e-04 	 MSE : 6.27043e+00
Training Epoch 21 finished, took current epoch 245.93s, cumulative time 5261.85s
Current Learning rate : 0.001
Epoch 22, 25% 	 Loss : 6.5692e+00 	 Res : 2.4407e-02 	 Enc : 9.2875e-03 	 AEnc : 1.0196e-03 	 MSE : 6.4378e+00
Epoch 22, 50% 	 Loss : 6.8631e+00 	 Res : 2.6788e-02 	 Enc : 9.4400e-03 	 AEnc : 1.0944e-03 	 MSE : 7.3915e+00
Epoch 22, 75% 	 Loss : 6.7124e+00 	 Res : 2.3261e-02 	 Enc : 9.1402e-03 	 AEnc : 3.2539e-03 	 MSE : 6.3926e+00
Training Epoch 22 : 	 Train : 6.68528e+00 	 Res : 2.54317e-02 	 Enc : 9.15182e-03 	 AE : 1.70769e-03 	 MSE : 7.05326e+00
Validation Epoch 22 : 	 Train : 6.60087e+00 	 Res : 2.19927e-02 	 Enc : 8.72285e-03 	 AE : 2.07100e-03 	 MSE : 8.37669e+00
Training Epoch 22 finished, took current epoch 229.74s, cumulative time 5491.52s
Current Learning rate : 0.001
MODEL SAVED
Epoch 23, 25% 	 Loss : 6.5167e+00 	 Res : 2.4986e-02 	 Enc : 8.7972e-03 	 AEnc : 8.4552e-04 	 MSE : 7.0188e+00
Epoch 23, 50% 	 Loss : 6.5939e+00 	 Res : 2.6741e-02 	 Enc : 8.8955e-03 	 AEnc : 6.0369e-04 	 MSE : 6.6274e+00
Epoch 23, 75% 	 Loss : 6.5038e+00 	 Res : 2.6521e-02 	 Enc : 8.5733e-03 	 AEnc : 5.8429e-04 	 MSE : 7.0035e+00
Training Epoch 23 : 	 Train : 6.59635e+00 	 Res : 2.68878e-02 	 Enc : 8.71183e-03 	 AE : 6.69001e-04 	 MSE : 7.09714e+00
Validation Epoch 23 : 	 Train : 6.24285e+00 	 Res : 2.35870e-02 	 Enc : 8.85626e-03 	 AE : 7.46727e-04 	 MSE : 4.02064e+00
Training Epoch 23 finished, took current epoch 239.00s, cumulative time 5730.48s
Current Learning rate : 0.001
Epoch 24, 25% 	 Loss : 6.4907e+00 	 Res : 2.8109e-02 	 Enc : 8.5167e-03 	 AEnc : 5.7980e-04 	 MSE : 8.0937e+00
Epoch 24, 50% 	 Loss : 6.4988e+00 	 Res : 2.5423e-02 	 Enc : 8.5541e-03 	 AEnc : 9.0150e-04 	 MSE : 6.6286e+00
Epoch 24, 75% 	 Loss : 6.4745e+00 	 Res : 2.3994e-02 	 Enc : 8.3306e-03 	 AEnc : 6.7378e-04 	 MSE : 6.5545e+00
Training Epoch 24 : 	 Train : 6.38235e+00 	 Res : 2.49022e-02 	 Enc : 8.33974e-03 	 AE : 7.70139e-04 	 MSE : 6.55576e+00
Validation Epoch 24 : 	 Train : 7.19344e+00 	 Res : 4.82913e-02 	 Enc : 8.72913e-03 	 AE : 5.26257e-03 	 MSE : 4.58586e+00
Training Epoch 24 finished, took current epoch 229.76s, cumulative time 5960.23s
Current Learning rate : 0.001
Epoch 25, 25% 	 Loss : 6.0664e+00 	 Res : 2.2742e-02 	 Enc : 7.8937e-03 	 AEnc : 1.7206e-03 	 MSE : 5.0345e+00
Epoch 25, 50% 	 Loss : 6.1555e+00 	 Res : 2.0304e-02 	 Enc : 7.6660e-03 	 AEnc : 2.1573e-03 	 MSE : 4.8369e+00
Epoch 25, 75% 	 Loss : 6.1079e+00 	 Res : 2.0264e-02 	 Enc : 7.7612e-03 	 AEnc : 1.9804e-03 	 MSE : 4.9161e+00
Training Epoch 25 : 	 Train : 6.10024e+00 	 Res : 2.11432e-02 	 Enc : 7.74279e-03 	 AE : 1.99683e-03 	 MSE : 4.87997e+00
Validation Epoch 25 : 	 Train : 5.90645e+00 	 Res : 2.19894e-02 	 Enc : 7.27673e-03 	 AE : 4.28854e-04 	 MSE : 2.78369e+00
Training Epoch 25 finished, took current epoch 234.38s, cumulative time 6194.51s
Current Learning rate : 0.001
MODEL SAVED
Epoch 26, 25% 	 Loss : 5.9756e+00 	 Res : 2.0014e-02 	 Enc : 7.4773e-03 	 AEnc : 5.1927e-04 	 MSE : 4.9958e+00
Epoch 26, 50% 	 Loss : 5.9812e+00 	 Res : 2.1953e-02 	 Enc : 7.4143e-03 	 AEnc : 4.4956e-04 	 MSE : 4.5148e+00
Epoch 26, 75% 	 Loss : 6.2097e+00 	 Res : 2.4438e-02 	 Enc : 7.3884e-03 	 AEnc : 5.5501e-04 	 MSE : 6.8715e+00
Training Epoch 26 : 	 Train : 6.31226e+00 	 Res : 2.70728e-02 	 Enc : 7.50865e-03 	 AE : 5.34757e-04 	 MSE : 7.37407e+00
Validation Epoch 26 : 	 Train : 6.36287e+00 	 Res : 2.40585e-02 	 Enc : 7.03501e-03 	 AE : 3.89570e-04 	 MSE : 1.03413e+01
Training Epoch 26 finished, took current epoch 235.50s, cumulative time 6429.96s
Current Learning rate : 0.001
Epoch 27, 25% 	 Loss : 6.1651e+00 	 Res : 2.4077e-02 	 Enc : 7.4082e-03 	 AEnc : 4.2175e-04 	 MSE : 7.0785e+00
Epoch 27, 50% 	 Loss : 6.0384e+00 	 Res : 2.3073e-02 	 Enc : 7.2551e-03 	 AEnc : 4.0228e-04 	 MSE : 6.5571e+00
Epoch 27, 75% 	 Loss : 6.0060e+00 	 Res : 2.2599e-02 	 Enc : 7.4076e-03 	 AEnc : 4.3586e-04 	 MSE : 5.7093e+00
Training Epoch 27 : 	 Train : 6.00283e+00 	 Res : 2.24115e-02 	 Enc : 7.26887e-03 	 AE : 4.88302e-04 	 MSE : 5.83144e+00
Validation Epoch 27 : 	 Train : 6.14850e+00 	 Res : 3.04634e-02 	 Enc : 7.87302e-03 	 AE : 1.21620e-03 	 MSE : 2.81139e+00
Training Epoch 27 finished, took current epoch 243.63s, cumulative time 6673.54s
Current Learning rate : 0.001
Epoch 28, 25% 	 Loss : 5.7975e+00 	 Res : 2.0076e-02 	 Enc : 6.9425e-03 	 AEnc : 8.0097e-04 	 MSE : 4.7731e+00
Epoch 28, 50% 	 Loss : 6.0541e+00 	 Res : 2.5192e-02 	 Enc : 7.1288e-03 	 AEnc : 4.6773e-04 	 MSE : 6.7436e+00
Epoch 28, 75% 	 Loss : 5.9552e+00 	 Res : 2.1753e-02 	 Enc : 6.9087e-03 	 AEnc : 3.4141e-04 	 MSE : 6.1178e+00
Training Epoch 28 : 	 Train : 5.90895e+00 	 Res : 2.19185e-02 	 Enc : 6.99185e-03 	 AE : 5.08984e-04 	 MSE : 5.65614e+00
Validation Epoch 28 : 	 Train : 5.54879e+00 	 Res : 1.62019e-02 	 Enc : 6.70012e-03 	 AE : 3.66611e-04 	 MSE : 2.61393e+00
Training Epoch 28 finished, took current epoch 230.11s, cumulative time 6903.54s
Current Learning rate : 0.001
MODEL SAVED
